id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker
re_event_ce02_3_04_s_41,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_41,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_42,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_42,True,,13,idle,,1,idle,,10,10,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_43,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_43,False,,13,idle,,1,idle,,130,13,0.7,,,,p12,p12
re_event_ce02_3_04_s_44,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_44,True,,13,idle,,1,idle,,13,13,1.0,,,,p12,p12
re_event_ce02_3_04_s_45,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_45,True,,13,idle,,1,idle,,13,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_46,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_46,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_47,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_47,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_48,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_48,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_49,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_49,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_50,40083,re_event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_50,False,,13,idle,,1,think,Factory,black,black,1.0,,,,,
re_event_ce02_3_04_s_51,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_51,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_52,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_52,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_53,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_53,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_54,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_54,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_55,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_55,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_56,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_56,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_57,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_57,True,,13,idle,,1,idle,,12,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_58,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_58,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_59,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_59,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_60,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_60,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_61,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_61,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_62,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_62,True,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_63,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_63,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_64,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_64,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_65,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_65,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
re_event_ce02_3_04_s_66,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_66,False,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_67,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_67,True,,13,idle,,1,idle,,10,1,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_68,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_68,True,,13,idle,,1,idle,,1,1,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_69,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_69,True,,13,idle,,1,idle,,1,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_70,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_70,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
re_event_ce02_3_04_s_71,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_71,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
re_event_ce02_3_04_s_72,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_72,True,,13,idle,,1,think,,12,130,0.7,,,,p12,p12
re_event_ce02_3_04_s_73,40083,re_event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_73,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
