id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,play_sound,characters/0/hide_char_id
d_nikke_alice_wonderlandbunny_05_20,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_20,True,,1,idle,,3,surprise,,13,idle,,5,idle,,12,12,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_21,d_nikke_alice_wonderlandbunny_05,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_21,True,,1,idle,,3,surprise,,13,idle,,5,idle,,12,12,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_22,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_22,True,,1,idle,,3,surprise,,13,idle,,5,idle,,12,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_23,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_23,True,,1,idle,,3,surprise,,13,idle,,5,idle,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_24,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_24,True,,1,idle,,3,idle,,13,idle,,5,idle,,XS_10,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_25,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_25,True,,1,idle,,3,idle,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_26,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_26,True,,1,idle,,3,idle,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_27,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_27,True,,1,idle,,3,idle,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_28,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_28,True,,1,idle,,3,idle,,13,idle,,5,idle,,S_30,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_29,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_29,False,,1,delight,,3,idle,,13,idle,,5,idle,CoinRushMainHall,black,black,1.0,none,tove,ludmilla,neve,,,
d_nikke_alice_wonderlandbunny_05_30,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_30,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,black,,
d_nikke_alice_wonderlandbunny_05_31,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_31,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_32,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_32,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_33,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_33,False,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,bgm_story_shapeofhope,,,,,,
d_nikke_alice_wonderlandbunny_05_34,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_34,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_35,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_35,True,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_36,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_36,False,,1,idle,soda_b,17,delight,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_37,d_nikke_alice_wonderlandbunny_05,Narration,soda_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_37,False,,1,idle,,17,delight,,,,,,,,XS_10,S_170,1.6,,,,,,,
d_nikke_alice_wonderlandbunny_05_38,d_nikke_alice_wonderlandbunny_05,Narration,soda_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_38,False,,1,idle,,17,delight,,,,,,,,S_170,S_170,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_39,d_nikke_alice_wonderlandbunny_05,Narration,soda_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_39,False,,1,idle,,17,delight,,,,,,,,S_170,S_170,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_40,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_40,True,,1,idle,,17,delight,,,,,,,,S_170,XS_10,1.6,,,,,,,
d_nikke_alice_wonderlandbunny_05_41,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_41,False,,1,idle,,17,delight,,,,,,,,XS_10,XS_10,1.0,,soda_b,,,,,
d_nikke_alice_wonderlandbunny_05_42,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_42,False,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_43,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_43,True,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_44,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_44,True,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_45,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_45,False,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_46,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_46,True,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_47,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_47,True,,1,idle,,,,,,,,,,,XS_10,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_48,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_48,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_49,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_49,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_50,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_50,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_51,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_51,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_52,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_52,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_53,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_53,False,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_54,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_54,False,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_55,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_55,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_56,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_56,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_57,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_57,False,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_58,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_58,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_59,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_59,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_60,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_60,True,,1,idle,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_61,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_61,True,,1,angry,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_62,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_62,True,,1,angry,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_63,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_63,True,,1,angry,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_64,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_64,True,,1,angry,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_65,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_65,True,,1,angry,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_66,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_66,True,,1,delight,,,,,,,,,,,XS_100,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_67,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_67,False,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_68,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_68,False,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_69,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_69,True,,1,surprise,,,,,,,,,,,XS_10,XS_100,0.7,,,,,,,
d_nikke_alice_wonderlandbunny_05_70,d_nikke_alice_wonderlandbunny_05,Narration,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_70,False,,1,surprise,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,sfx_scn_shutter,
d_nikke_alice_wonderlandbunny_05_71,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_71,False,,1,surprise,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_72,d_nikke_alice_wonderlandbunny_05,Self,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_72,False,,1,surprise,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_73,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_73,True,,1,shy,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_74,d_nikke_alice_wonderlandbunny_05,Narration,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_74,False,,1,shy,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_75,d_nikke_alice_wonderlandbunny_05,Narration,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_75,False,,1,shy,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_76,d_nikke_alice_wonderlandbunny_05,Narration,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_76,False,,1,shy,,,,,,,,,,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_77,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_77,False,,1,shy,,,,,,,,,,,black,black,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_78,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_78,False,,1,idle,tove,3,idle,ludmilla,13,idle,neve,5,idle,Office,black,black,1.0,none,,,,black,,
d_nikke_alice_wonderlandbunny_05_79,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_79,True,,1,idle,,3,idle,,13,idle,,5,idle,,XS_10,XS_10,1.0,bgm_story_inwonderland,,,,,,
d_nikke_alice_wonderlandbunny_05_80,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_80,True,,1,idle,,3,think,,13,idle,,5,idle,,XS_10,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_81,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_81,True,,1,idle,,3,think,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_82,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_82,True,,1,idle,,3,think,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_83,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_83,True,,1,idle,,3,think,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_84,d_nikke_alice_wonderlandbunny_05,Speech,tove,tove,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_84,True,,1,idle,,3,think,,13,idle,,5,idle,,S_30,S_30,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_85,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_85,True,,1,idle,,3,think,,13,idle,,5,idle,,S_30,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_86,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_86,True,,1,idle,,3,think,,13,idle,,5,idle,,XS_10,XS_10,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_87,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_87,True,,1,delight,,3,idle,,13,idle,,5,shy,,XS_10,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_88,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_88,True,,1,delight,,3,idle,,13,idle,,5,shy,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_89,d_nikke_alice_wonderlandbunny_05,Speech,alice_b,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_89,True,,1,delight,,3,idle,,13,idle,,5,shy,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_90,d_nikke_alice_wonderlandbunny_05,Narration,alice_b,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_90,False,,1,delight,,3,idle,,13,idle,,5,shy,,XS_100,XS_100,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_91,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_91,False,,1,delight,,3,idle,,13,idle,,5,shy,IceLand_01,black,black,1.0,,tove,ludmilla,neve,,,alice_b
d_nikke_alice_wonderlandbunny_05_92,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_92,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_93,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_93,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
d_nikke_alice_wonderlandbunny_05_94,d_nikke_alice_wonderlandbunny_05,Narration,,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_05_94,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
