id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_camera_shake,play_sound,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
treasurestory_milk_02_11,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_11,True,,50,500,1.3,,frima,,,,,,,5,sleep_02,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_12,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_12,True,,XS_30,XS_30,1.0,,sugar,,,,,,,5,sleep_02,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_13,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_13,True,,XS_30,2,1.0,,milk,,,,,,,5,sleep_02,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_14,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_14,True,,2,2,1.0,,sugar,,,,,,,5,sleep_02,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_15,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_15,True,,2,S_100,0.75,,milk,Low_2,,,,,,5,sleep_02,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_16,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_16,True,,50,50,1.0,,frima,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_17,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_17,True,,S_100,S_100,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,surprise,,,,,,,,,
treasurestory_milk_02_18,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_18,True,,S_100,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_19,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_19,True,,4,4,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_20,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_20,True,,4,4,1.0,,frima,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_21,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_21,True,,4,4,1.0,,frima,,,,,,,5,angry,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_22,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_22,True,,S_10,S_10,1.0,,milk,,,,,,,5,angry,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_23,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_23,True,,4,4,1.0,,frima,,,,,,,5,delight,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_24,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_24,True,,4,4,1.0,,frima,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_25,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_25,True,,4,4,1.0,,sugar,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_26,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_26,True,,4,4,1.0,,sugar,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_27,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_27,True,,4,XS_30,1.0,,sugar,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_28,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_28,True,,XS_30,XS_30,1.0,,sugar,,,,,,,5,delight,,,3,angry,,,1,idle,,,,,,,,,
treasurestory_milk_02_29,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_29,True,,XS_30,S_10,1.0,,milk,,,,,,,5,delight,,,3,angry,,,1,no,,,,,,,,,
treasurestory_milk_02_30,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_30,False,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,angry,,,1,idle,,,,,,,,,
treasurestory_milk_02_31,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_31,True,,S_10,S_100,1.5,,milk,,,,,,,5,idle,,,3,angry,,,1,shy,,,,,,,,,
treasurestory_milk_02_32,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_32,True,,S_100,2,1.3,,sugar,,,,,,,5,idle,,,3,idle,,,1,shy,,,,,,,,,
treasurestory_milk_02_33,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_33,True,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_34,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_34,False,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_35,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_35,False,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_36,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_36,True,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_37,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_37,True,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_38,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_38,True,,2,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_39,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_39,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_40,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_40,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_41,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_41,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_42,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_42,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_43,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_43,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_44,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_44,False,,S_10,4,2.0,,sugar,,,,,,,5,surprise,,,3,surprise,,,1,idle,,,,,,,,,
treasurestory_milk_02_45,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_45,False,,4,4,1.0,,frima,,,,,,,5,surprise,,,3,surprise,,,1,idle,,,,,,,,,
treasurestory_milk_02_46,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_46,True,,4,4,1.0,,frima,,,,,,,5,idle,,,3,surprise,,,1,idle,,,,,,,,,
treasurestory_milk_02_47,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_47,True,,4,4,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_48,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_48,True,,4,4,1.0,,frima,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_49,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_49,True,,4,4,1.0,,frima,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_50,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_50,True,,4,4,1.0,,frima,,,,,,,5,delight,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_51,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_51,True,,4,4,1.0,,sugar,,,,,,,5,delight,,,3,delight,,,1,idle,,,,,,,,,
treasurestory_milk_02_52,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_52,True,,4,2,1.0,,milk,,,,,,,5,delight,,,3,delight,,,1,angry,,,,,,,,,
treasurestory_milk_02_53,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_53,True,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_54,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_54,True,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_55,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_55,True,,2,XS_30,1.3,,sugar,,,,,,,5,idle,,,3,angry,,,1,idle,,,,,,,,,
treasurestory_milk_02_56,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_56,True,,S_10,S_10,1.0,,milk,,,,,,,5,idle,,,3,angry,,,1,surprise,,,,,,,,,
treasurestory_milk_02_57,treasurestory_milk_02,Speech,frima,Locale_NikkeEpisode:treasurestory_milk_02_57,True,,50,50,1.0,,frima,,,,,,,5,idle,,,3,angry,,,1,surprise,,,,,,,,,
treasurestory_milk_02_58,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_58,True,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,surprise,,,,,,,,,
treasurestory_milk_02_59,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_59,True,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,surprise,,,,,,,,,
treasurestory_milk_02_60,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_60,True,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_61,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_61,True,,2,2,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
treasurestory_milk_02_62,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_62,True,,2,2,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_63,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_63,True,,2,XS_30,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_64,treasurestory_milk_02,Speech,sugar,Locale_NikkeEpisode:treasurestory_milk_02_64,True,,XS_30,XS_30,1.0,,sugar,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_65,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_65,True,,XS_30,S_10,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_66,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_66,False,,S_10,1,1.0,,,,sfx_scn_glasstable,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,
treasurestory_milk_02_67,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_67,True,,1,1,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_68,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_68,True,,1,1,1.0,,milk,,,,,,,5,idle,,,3,idle,,,1,angry,,,,,,,,,
treasurestory_milk_02_69,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_69,False,,1,1,1.0,,,,sfx_scn_toyshopbell,,,,,5,idle,,,3,idle,,,1,angry,milk,soda,16,sad,,ade,18,worried,
treasurestory_milk_02_70,treasurestory_milk_02,Speech,ade,Locale_NikkeEpisode:treasurestory_milk_02_70,True,,1,17,2.0,,ade,,,,,,,5,idle,,,3,idle,,,,,,,16,sad,,,18,worried,
treasurestory_milk_02_71,treasurestory_milk_02,Speech,ade,Locale_NikkeEpisode:treasurestory_milk_02_71,True,,17,17,1.0,,ade,,,,,,,5,idle,,,3,idle,,,,,,,16,sad,,,18,idle,
treasurestory_milk_02_72,treasurestory_milk_02,Speech,soda,Locale_NikkeEpisode:treasurestory_milk_02_72,True,,17,17,1.0,,soda,,,,,,,5,idle,,,3,idle,,,,,,,16,sad,,,18,idle,
treasurestory_milk_02_73,treasurestory_milk_02,Speech,soda,Locale_NikkeEpisode:treasurestory_milk_02_73,True,,17,17,1.0,,soda,,,,,,,5,idle,,,3,idle,,,,,,,16,sad,,,18,idle,
treasurestory_milk_02_74,treasurestory_milk_02,Speech,ade,Locale_NikkeEpisode:treasurestory_milk_02_74,True,,17,17,1.0,,ade,,,,,,,5,idle,,,3,idle,,,,,,,16,sad,,,18,idle,
treasurestory_milk_02_75,treasurestory_milk_02,Speech,ade,Locale_NikkeEpisode:treasurestory_milk_02_75,True,,17,180,1.0,,ade,,,,,,,5,idle,frima,,3,idle,sugar,,,,,,16,sad,,,18,idle,
treasurestory_milk_02_76,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_76,False,NikkeRoom,S_10,S_100,1.0,none,,,,black,,,,,,,,,,,milk,1,idle,,,16,sad,soda,,18,idle,ade
treasurestory_milk_02_77,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_77,True,,S_100,S_100,1.0,,milk,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_78,treasurestory_milk_02,Monologue,milk,Locale_NikkeEpisode:treasurestory_milk_02_78,False,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_79,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_79,True,,S_100,S_100,1.0,,milk,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_80,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_80,True,,S_100,S_10,1.0,,milk,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_81,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_81,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_82,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_82,False,,black,black,1.0,,milk,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_83,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_83,True,Park,black,black,1.0,bgm_story_marrybad,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_84,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_84,True,,S_100,S_100,1.0,,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_85,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_85,True,,S_100,S_100,1.0,,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_86,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_86,True,,S_100,S_100,1.0,,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_87,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_87,True,,S_100,S_100,1.0,,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_88,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_88,True,,S_100,S_100,1.0,,milk,,,,Grey,Vignetting,,,,,,,,,,1,shy,,,,,,,,,
treasurestory_milk_02_89,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_89,True,NikkeRoom,S_10,S_10,1.0,,milk,,,black,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_90,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_90,True,,S_10,S_10,1.0,,milk,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_91,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_91,True,,S_10,S_100,1.0,,milk,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_92,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_92,True,,S_100,S_100,1.0,,milk,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_93,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_93,False,,S_100,S_1300,1.3,,,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_94,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_94,False,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,1,no,,,,,,,,,
treasurestory_milk_02_95,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_95,False,,S_1300,S_100,1.3,,milk,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_96,treasurestory_milk_02,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_02_96,True,,S_100,S_100,1.0,,milk,,,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_97,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_97,False,,S_100,S_10,1.0,,,,sfx_scn_putdown,,,,,,,,,,,,,1,idle,,,,,,,,,
treasurestory_milk_02_98,treasurestory_milk_02,Narration,milk,Locale_NikkeEpisode:treasurestory_milk_02_98,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,
