id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_quiry_02_38,d_nikke_quiry_02,Speech,hairpinwoman,hairpinwoman,Locale_NikkeEpisode:d_nikke_quiry_02_38,True,,S_10,S_10,1.0,,Grey,,,1,idle,,,,,,,
d_nikke_quiry_02_39,d_nikke_quiry_02,Speech,hairpinwoman,hairpinwoman,Locale_NikkeEpisode:d_nikke_quiry_02_39,True,,S_10,S_10,1.0,,Grey,,,1,surprise,,,,,,,
d_nikke_quiry_02_40,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_40,True,,S_10,S_10,1.0,,Grey,,,1,surprise,,,,,,,
d_nikke_quiry_02_41,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_41,True,,S_10,1,0.5,,Grey,,,1,surprise,,,,,,,
d_nikke_quiry_02_42,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_42,True,,1,1,1.0,,Grey,,,1,idle,,,,,,,
d_nikke_quiry_02_43,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_43,True,,1,1,1.0,,Grey,,,1,special,,,,,,,
d_nikke_quiry_02_44,d_nikke_quiry_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_02_44,False,,1,S_100,0.5,,Grey,,,1,special,,,,,,,
d_nikke_quiry_02_45,d_nikke_quiry_02,Speech,drunkenwoman,drunkenwoman,Locale_NikkeEpisode:d_nikke_quiry_02_45,True,,S_100,S_100,1.0,,Grey,,,1,idle,,,,,,,
d_nikke_quiry_02_46,d_nikke_quiry_02,Speech,drunkenwoman,drunkenwoman,Locale_NikkeEpisode:d_nikke_quiry_02_46,True,,S_100,S_100,1.0,,Grey,,,1,idle,,,,,,,
d_nikke_quiry_02_47,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_47,False,,S_100,S_10,1.0,,Grey,,,1,surprise,,,,,,,
d_nikke_quiry_02_48,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_48,True,,S_10,S_10,1.0,,Grey,,,1,surprise,,,,,,,
d_nikke_quiry_02_49,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_49,True,,1,1,1.0,,,black,,1,sad,,,,,,,
d_nikke_quiry_02_50,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_50,True,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_quiry_02_51,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_51,False,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_quiry_02_52,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_52,True,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_quiry_02_53,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_53,True,,1,1,1.0,,,,,1,delight,,,,,,,
d_nikke_quiry_02_54,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_54,False,,1,1,1.0,,,,,1,delight,,,,,,,
d_nikke_quiry_02_55,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_55,False,,1,1,1.0,,,,,1,delight,,,,,,,
d_nikke_quiry_02_56,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_56,True,,1,S_10,1.0,,,,,1,surprise,,,,,,,
d_nikke_quiry_02_57,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_57,True,,S_10,S_10,1.0,,,,,1,surprise,,,,,,,
d_nikke_quiry_02_58,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_58,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_59,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_59,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_60,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_60,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_61,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_61,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_62,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_62,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_63,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_63,False,,S_10,S_100,0.5,,,,,1,surprise,,,,,,,
d_nikke_quiry_02_64,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_64,True,,S_100,S_100,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_65,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_65,True,,S_100,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_66,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_66,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,
d_nikke_quiry_02_67,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_67,True,,S_10,S_10,1.0,,,,,1,surprise,,,,,,,
d_nikke_quiry_02_68,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_68,True,,S_10,S_10,1.0,,,,,1,sad,,,,,,,
d_nikke_quiry_02_69,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_69,True,,S_10,1,2.0,,,,,1,sad,,,,,,,
d_nikke_quiry_02_70,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_70,False,none,black,black,1.0,none,,,,1,sad,,,,,,,
d_nikke_quiry_02_71,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_71,True,Police,5,1,2.0,bgm_story_orangepop,,black,,1,idle,poli,13,idle,idle,miranda,15,idle
d_nikke_quiry_02_72,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_72,True,,1,1,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_73,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_73,True,,1,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_74,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_74,True,,113,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_75,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_75,True,,113,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_76,d_nikke_quiry_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_02_76,True,,113,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_77,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_77,True,,1315,113,1.0,,,,,1,idle,,13,sad,idle,,15,idle
d_nikke_quiry_02_78,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_78,True,,113,113,1.0,,,,,1,idle,,13,sad,idle,,15,idle
d_nikke_quiry_02_79,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_79,True,,113,113,1.0,,,,,1,idle,,13,sad,sad,,15,idle
d_nikke_quiry_02_80,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_80,True,,113,S_10,2.0,,,,,1,special,,13,sad,sad,,15,idle
d_nikke_quiry_02_81,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_81,True,,S_10,S_10,1.0,,,,,1,special,,13,sad,sad,,15,idle
d_nikke_quiry_02_82,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_82,True,,S_10,13,1.0,,,,,1,special,,13,sad,sad,,15,idle
d_nikke_quiry_02_83,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_83,True,,13,13,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_84,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_84,True,,13,13,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_85,d_nikke_quiry_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_02_85,True,,13,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_86,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_86,True,,1315,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_87,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_87,True,,1315,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_88,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_88,False,,1315,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_89,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_89,True,,1315,XS_130,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_90,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_90,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_91,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_91,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_92,d_nikke_quiry_02,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_02_92,False,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_93,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_93,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,delight,,15,idle
d_nikke_quiry_02_94,d_nikke_quiry_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_02_94,True,,XS_130,S_150,1.0,,,,,1,idle,,13,idle,delight,,15,idle
d_nikke_quiry_02_95,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_95,True,,S_150,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_96,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_96,True,,1315,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_97,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_97,True,,113,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_98,d_nikke_quiry_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_02_98,True,,113,113,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_99,d_nikke_quiry_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_02_99,True,,113,1315,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_100,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_100,True,,S_10,S_10,1.0,,,,,1,idle,,13,idle,idle,,15,idle
d_nikke_quiry_02_101,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_101,True,,S_10,S_10,1.0,,,,,1,delight,,13,idle,idle,,15,idle
d_nikke_quiry_02_102,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_102,True,,S_10,S_10,1.0,,,,,1,delight,,13,idle,idle,,15,idle
d_nikke_quiry_02_103,d_nikke_quiry_02,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_02_103,True,,S_10,S_100,0.5,,,,,1,delight,,13,idle,idle,,15,idle
d_nikke_quiry_02_104,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_104,False,,S_100,S_100,1.0,,,,,1,delight,,13,sad,idle,,15,idle
d_nikke_quiry_02_105,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_105,False,,S_100,S_100,1.0,,,,,1,delight,,13,sad,idle,,15,idle
d_nikke_quiry_02_106,d_nikke_quiry_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_02_106,False,,S_100,S_100,1.0,,,,,1,delight,,13,sad,idle,,15,idle
