id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,jump_target,set_filter_01
d_nikke_frima_01_25,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_25,True,,2,2,1.0,,frima,,1,angry,,3,idle,frima,,5,idle,,,,,,
d_nikke_frima_01_26,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_26,True,,2,2,1.0,,milk,,1,angry,,3,angry,milk,,5,idle,,,,,,
d_nikke_frima_01_27,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_27,False,,2,10,1.0,,frima,,1,"expression_0,sleep_01",,3,idle,frima,,5,idle,,,,,,
d_nikke_frima_01_28,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_28,False,,10,10,1.0,,frima,,1,sleep_01,,3,idle,,,5,idle,,,,,,
d_nikke_frima_01_29,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_29,True,,10,30,1.0,,milk,,1,sleep_01,,3,angry,milk,,5,idle,,,,,,
d_nikke_frima_01_30,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_30,False,,4,4,1.0,,sugar,,1,sleep_01,,3,angry,sugar,,5,idle,,,,,,
d_nikke_frima_01_31,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_31,True,,4,4,1.0,,milk,,1,sleep_01,,3,angry,milk,,5,idle,,,,,,
d_nikke_frima_01_32,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_32,True,,4,4,1.0,,sugar,,1,sleep_01,,3,angry,sugar,,5,idle,,,,,,
d_nikke_frima_01_33,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_33,True,,4,4,1.0,,sugar,,1,sleep_01,,3,angry,sugar,,5,idle,,,,,,
d_nikke_frima_01_34,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_34,False,,300,300,1.0,,milk,,1,sleep_01,,3,idle,milk,,5,idle,,,,,,
d_nikke_frima_01_35,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_35,False,,100,100,1.0,,frima,,1,surprise,,3,idle,frima,,5,idle,,,,,,
d_nikke_frima_01_36,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_36,True,,2,2,1.0,,milk,,1,surprise,,3,good,milk,,5,idle,,,,,,
d_nikke_frima_01_37,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_37,True,,2,2,1.0,,milk,,1,surprise,,3,good,milk,,5,idle,,,,,,
d_nikke_frima_01_38,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_38,True,,2,2,1.0,,frima,,1,no,,3,good,frima,,5,idle,,,,,,
d_nikke_frima_01_39,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_39,False,,2,10,1.0,,frima,,1,idle,,3,idle,,,5,idle,,,,,,
d_nikke_frima_01_40,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_40,True,,10,10,1.0,,frima,,1,idle,,3,idle,frima,,5,idle,,,,,,
d_nikke_frima_01_41,d_nikke_frima_01,Narration,Locale_NikkeEpisode:d_nikke_frima_01_41,False,none,black,black,1.0,,frima,,1,idle,,3,idle,,,5,idle,sfx_scn_finishshot,,,,,
d_nikke_frima_01_42,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_42,False,Cafe,black,black,1.0,,frima,,1,idle,,3,idle,,,5,idle,,,milk,sugar,,
d_nikke_frima_01_43,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_43,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_44,d_nikke_frima_01,Self,Locale_NikkeEpisode:d_nikke_frima_01_44,False,,1,1,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_45,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_45,True,,1,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_46,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_46,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_48,
d_nikke_frima_01_47,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_47,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_49,
d_nikke_frima_01_48,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_48,True,,10,10,1.0,,frima,,1,delight,,,,frima,,,,,,,,d_nikke_frima_01_52,
d_nikke_frima_01_49,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_49,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_50,d_nikke_frima_01,Self,Locale_NikkeEpisode:d_nikke_frima_01_50,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_51,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_51,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,d_nikke_frima_01_52,
d_nikke_frima_01_52,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_52,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_53,d_nikke_frima_01,Self,Locale_NikkeEpisode:d_nikke_frima_01_53,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_54,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_54,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_55,d_nikke_frima_01,Self,Locale_NikkeEpisode:d_nikke_frima_01_55,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_56,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_56,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_57,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_57,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_58,d_nikke_frima_01,Self,Locale_NikkeEpisode:d_nikke_frima_01_58,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_59,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_59,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_60,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_60,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_62,
d_nikke_frima_01_61,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_61,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_63,
d_nikke_frima_01_62,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_62,True,,10,10,1.0,,frima,,1,delight,,,,frima,,,,,,,,d_nikke_frima_01_64,
d_nikke_frima_01_63,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_63,True,,10,10,1.0,,frima,,1,no,,,,frima,,,,,,,,d_nikke_frima_01_64,
d_nikke_frima_01_64,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_64,False,NikkeRoom,black,black,1.0,,frima,,1,no,,,,,,,,,,,,,
d_nikke_frima_01_65,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_65,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_66,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_66,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_67,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_67,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_68,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_68,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_69,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_69,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_70,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_70,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_71,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_71,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,Blur_Low
d_nikke_frima_01_72,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_72,False,,1,10,0.5,,frima,,1,sleep_02,,,,frima,,,,,,,,,Blur_Middle
d_nikke_frima_01_73,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_73,False,,black,black,1.0,,frima,,1,sleep_02,milk,3,angry,,,,,,,,,,
d_nikke_frima_01_74,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_74,False,,1,1,1.0,,frima,,1,sleep_01,,3,angry,,,,,,,,,,
d_nikke_frima_01_75,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_75,True,,2,2,1.0,,milk,,1,sleep_01,,3,angry,milk,,,,,,,,,
d_nikke_frima_01_76,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_76,False,,2,2,1.0,,frima,,1,"expression_01,idle",,3,idle,frima,,,,,,,,,
d_nikke_frima_01_77,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_77,False,OuterRim,black,black,1.0,,frima,,1,idle,,3,idle,,,,,,,,,,
d_nikke_frima_01_78,d_nikke_frima_01,Narration,Locale_NikkeEpisode:d_nikke_frima_01_78,False,,10,10,1.0,,frima,,1,idle,,3,idle,,,,,sfx_scn_fireblindly,Low_2,,,,
d_nikke_frima_01_79,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_79,True,,10,10,1.0,,frima,,1,idle,,3,idle,frima,,,,,,,,,
d_nikke_frima_01_80,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_80,True,,2,2,1.0,,milk,,1,idle,,3,angry,milk,,,,,,,,,
d_nikke_frima_01_81,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_81,False,Cafe,black,black,1.0,,frima,,1,idle,,3,angry,,,,,,,milk,,,
d_nikke_frima_01_82,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_82,False,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_83,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_83,True,,10,10,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_84,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_84,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_86,
d_nikke_frima_01_85,d_nikke_frima_01,Choice,Locale_NikkeEpisode:d_nikke_frima_01_85,False,,10,10,1.0,,frima,,1,idle,,,,,,,,,,,,d_nikke_frima_01_87,
d_nikke_frima_01_86,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_86,True,,10,10,1.0,,frima,,1,delight,,,,frima,,,,,,,,d_nikke_frima_01_88,
d_nikke_frima_01_87,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_87,True,,10,10,1.0,,frima,,1,no,,,,frima,,,,,,,,d_nikke_frima_01_88,
d_nikke_frima_01_88,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_88,False,NikkeRoom,black,black,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_89,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_89,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_90,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_90,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_91,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_91,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_92,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_92,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_93,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_93,False,,1,10,0.5,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_94,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_94,False,,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_95,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_95,False,,black,black,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_96,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_96,False,,10,1,1.0,,frima,,1,"expression_01,idle",,,,frima,,,,,,,,,
d_nikke_frima_01_97,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_97,False,OuterRim,black,black,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_98,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_98,True,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_99,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_99,False,Cafe,black,black,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_100,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_100,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_101,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_101,False,NikkeRoom,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_102,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_102,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_103,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_103,False,,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_104,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_104,True,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_105,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_105,True,OuterRim,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_106,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_106,False,Cafe,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_107,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_107,False,NikkeRoom,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_108,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_108,False,none,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_109,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_109,False,,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_110,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_110,False,NikkeRoom,black,black,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_111,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_111,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_112,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_112,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_113,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_113,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_114,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_114,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_115,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_115,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_116,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_116,False,,1,10,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_117,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_117,False,,10,100,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_118,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_118,False,,100,100,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_119,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_119,False,,100,100,1.0,none,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_120,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_120,False,,100,100,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_121,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_121,True,,100,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_122,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_122,False,,1,1,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_123,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_123,False,,1,1,1.0,,frima,,1,idle,,,,frima,,,,,,,,,
d_nikke_frima_01_124,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_124,False,,1,1,1.0,,frima,,1,idle,,,,,,,,,,,,,
d_nikke_frima_01_125,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_125,False,,1,1,1.0,,frima,,1,think,,,,frima,,,,,,,,,
d_nikke_frima_01_126,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_126,False,,1,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_127,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_127,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_128,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_128,False,,1,10,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_129,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_129,False,,10,10,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_130,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_130,False,,10,1,1.0,,frima,,1,sleep_02,,,,,,,,,,,,,
d_nikke_frima_01_131,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_131,False,,1,1,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_132,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_132,False,,10,10,1.0,bgm_story_stormbreakers,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_133,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_133,False,,100,100,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_134,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_134,False,,100,100,1.0,,frima,,1,sleep_02,,,,frima,,,,,,,,,
d_nikke_frima_01_135,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_135,False,,100,100,1.0,,frima,,1,surprise,,,,,,,,,,,,,
d_nikke_frima_01_136,d_nikke_frima_01,Speech,Locale_NikkeEpisode:d_nikke_frima_01_136,True,,100,100,1.0,,frima,,1,surprise,,,,frima,,,,,,,,,
d_nikke_frima_01_137,d_nikke_frima_01,Monologue,Locale_NikkeEpisode:d_nikke_frima_01_137,False,,black,black,1.0,,frima,,1,surprise,,,,,,,,,,,,,
