id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_mori_03_61,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_61,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_62,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_62,True,,S_10,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_63,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_63,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_64,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_64,False,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_65,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_65,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_66,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_66,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_67,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_67,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_68,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_68,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_69,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_69,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_70,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_70,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_71,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_71,True,,S_100,S_10,0.5,none,mori,mori,,,,1,idle,,,,
d_nikke_mori_03_72,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_72,False,,S_10,S_10,1.0,,mori,,,,,1,idle,,,,
d_nikke_mori_03_73,d_nikke_mori_03,Monologue,Locale_NikkeEpisode:d_nikke_mori_03_73,False,SimulationRoom,S_10,S_10,1.0,,mori,,,black,,1,shy_01,,,,
d_nikke_mori_03_74,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_74,True,,S_10,S_10,1.0,bgm_story_breakaway,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_75,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_75,True,,S_10,S_10,1.0,,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_76,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_76,False,,S_10,S_10,1.0,,mori,,,,,1,shy_01,,,,
d_nikke_mori_03_77,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_77,True,,S_10,S_100,0.5,,mori,mori,,,,1,surprise,,,,
d_nikke_mori_03_78,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_78,True,,S_100,S_100,1.0,,mori,mori,,,,1,surprise,,,,
d_nikke_mori_03_79,d_nikke_mori_03,Narration,Locale_NikkeEpisode:d_nikke_mori_03_79,False,,black,black,1.0,,mori,,,black,,1,surprise,,,,
d_nikke_mori_03_80,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_80,False,,S_100,S_100,1.0,,mori,mori,,,,1,idle,,,,
d_nikke_mori_03_81,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_81,False,,S_100,S_100,1.0,,mori,,,,,1,idle,,,,
d_nikke_mori_03_82,d_nikke_mori_03,Monologue,Locale_NikkeEpisode:d_nikke_mori_03_82,False,,S_100,S_100,1.0,,mori,,,,,1,idle,,,,
d_nikke_mori_03_83,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_83,False,,S_100,S_100,1.0,,mori,,,,,1,idle,,,,
d_nikke_mori_03_84,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_84,False,,S_100,S_100,1.0,,mori,,,,,1,idle,,,,
d_nikke_mori_03_85,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_85,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_86,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_86,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_87,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_87,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_88,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_88,True,,S_100,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_89,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_89,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_90,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_90,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_91,d_nikke_mori_03,Monologue,Locale_NikkeEpisode:d_nikke_mori_03_91,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_92,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_92,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_93,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_93,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_94,d_nikke_mori_03,Monologue,Locale_NikkeEpisode:d_nikke_mori_03_94,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_95,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_95,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_96,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_96,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_97,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_97,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_98,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_98,True,,S_10,S_10,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_99,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_99,False,,S_10,S_10,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_100,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_100,True,,S_10,S_10,1.0,,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_101,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_101,True,,S_10,S_10,1.0,,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_102,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_102,True,,S_10,S_10,1.0,,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_103,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_103,True,,S_10,S_100,1.0,,mori,mori,,,,1,shy_01,,,,
d_nikke_mori_03_104,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_104,False,,S_100,S_100,1.0,,mori,,,,,1,shy_01,,,,
d_nikke_mori_03_105,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_105,False,,S_100,S_100,1.0,,mori,,,,,1,shy_01,,,,
d_nikke_mori_03_106,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_106,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_107,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_107,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_108,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_108,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
d_nikke_mori_03_109,d_nikke_mori_03,Self,Locale_NikkeEpisode:d_nikke_mori_03_109,False,,S_100,S_100,1.0,,mori,,,,,1,think,,,,
d_nikke_mori_03_110,d_nikke_mori_03,Speech,Locale_NikkeEpisode:d_nikke_mori_03_110,True,,S_100,S_100,1.0,,mori,mori,,,,1,think,,,,
