id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,play_bgm,set_camera_duration,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_marian_p_03_24,d_nikke_marian_p_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_03_24,True,,75,53,,1.0,,,7,idle,,5,idle,,3,no,,,,
d_nikke_marian_p_03_25,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_25,True,,S_70,S_70,,1.0,,,7,idle,,5,idle,,3,no,,,,
d_nikke_marian_p_03_26,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_26,True,,50,50,,1.0,,,7,idle,,5,delight,,3,no,,,,
d_nikke_marian_p_03_27,d_nikke_marian_p_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_03_27,False,,30,30,,1.0,,,7,idle,,5,delight,,3,no,,,,
d_nikke_marian_p_03_28,d_nikke_marian_p_03,Narration,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_03_28,False,,31,31,,1.0,black,,7,idle,,5,void,,3,idle,ingrid,1,idle,
d_nikke_marian_p_03_29,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_29,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_30,d_nikke_marian_p_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_03_30,False,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_31,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_31,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_32,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_32,True,,5,5,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_33,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_33,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_34,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_34,False,,1,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_35,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_35,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_36,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_36,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_37,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_37,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_38,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_38,False,,50,50,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_39,d_nikke_marian_p_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_03_39,False,,30,30,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_40,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_40,True,,S_70,S_70,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_41,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_41,True,,L_10,L_10,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_42,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_42,True,,L_10,L_10,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_43,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_43,True,,L_10,L_10,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_44,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_44,True,,L_10,1,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_45,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_45,True,,1,1,none,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_46,d_nikke_marian_p_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_03_46,True,,1,31,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_47,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_47,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_48,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_48,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_49,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_49,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_50,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_50,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_51,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_51,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_52,d_nikke_marian_p_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_03_52,True,,31,31,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_53,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_53,True,,31,L_10,bgm_mystery,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_54,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_54,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_55,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_55,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_56,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_56,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_57,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_57,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_58,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_58,True,,50,50,,1.0,,,7,idle,,5,angry,,3,idle,,1,idle,
d_nikke_marian_p_03_59,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_59,True,,L_10,L_10,,1.0,,,7,idle,,5,angry,,3,idle,,1,idle,
d_nikke_marian_p_03_60,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_60,True,,L_10,L_10,,1.0,,,7,idle,,5,angry,,3,idle,,1,idle,
d_nikke_marian_p_03_61,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_61,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_62,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_62,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_63,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_63,True,,S_70,S_70,,1.0,,,7,surprise,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_64,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_64,True,,L_10,L_10,,1.0,,,7,surprise,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_65,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_65,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_66,d_nikke_marian_p_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_03_66,False,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_67,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_67,True,,L_10,1,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_68,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_68,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_69,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_69,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_70,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_70,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_71,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_71,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_72,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_72,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_73,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_73,True,,1,L_10,,2.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_74,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_74,True,,75,75,,1.0,,,7,idle,,5,idle,,3,idle,,1,think,
d_nikke_marian_p_03_75,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_75,True,,75,75,,1.0,,,7,delight,,5,idle,,3,idle,,1,think,
d_nikke_marian_p_03_76,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_76,True,,75,50,,1.0,,,7,delight,,5,sad,,3,idle,,1,think,
d_nikke_marian_p_03_77,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_77,True,,50,S_70,,1.0,,,7,worry,,5,sad,,3,idle,,1,think,
d_nikke_marian_p_03_78,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_78,True,,L_10,L_10,,1.0,,,7,worry,,5,sad,,3,idle,,1,idle,
d_nikke_marian_p_03_79,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_79,False,,L_10,L_10,,1.0,,,7,no,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_80,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_80,False,,L_10,L_10,,1.0,,,7,no,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_81,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_81,True,,L_10,1,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_82,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_82,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_83,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_83,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_84,d_nikke_marian_p_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_03_84,False,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_85,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_85,True,,1,1,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_86,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_86,True,,1,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_87,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_87,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_88,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_88,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_89,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_89,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_90,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_90,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_91,d_nikke_marian_p_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_03_91,True,,50,50,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_92,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_92,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_93,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_93,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_94,d_nikke_marian_p_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_03_94,True,,S_70,S_70,,1.0,,,7,no,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_95,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_95,True,,L_10,L_10,,1.0,,,7,no,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_96,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_96,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_97,d_nikke_marian_p_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_03_97,False,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,idle,
d_nikke_marian_p_03_98,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_98,True,,L_10,L_10,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
d_nikke_marian_p_03_99,d_nikke_marian_p_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_03_99,True,,L_10,L_100,,1.0,,,7,idle,,5,void,,3,idle,,1,think,
