id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_yuni_05_14,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_14,True,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_15,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_15,False,,S_100,S_100,3.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_16,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_16,True,,S_100,15,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_17,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_17,True,,15,15,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_18,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_18,True,,15,15,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_19,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_19,True,,15,150,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_20,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_20,True,,150,130,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_21,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_21,True,,130,150,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_22,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_22,True,,150,1500,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_23,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_23,True,,1500,130,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_24,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_24,False,,130,1300,0.5,none,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_25,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_25,True,,1300,1300,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,,,
d_nikke_yuni_05_26,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_26,False,,black,black,1.0,bgm_story_tuffguys,sfx_scn_whip,Low_2,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_27,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_27,True,,13,1300,0.5,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_28,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_28,False,,black,black,1.0,,sfx_scn_whip,Low_2,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_29,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_29,True,,1,S_100,0.5,,,,,1,idle,,,13,angry,,,15,idle,,,,,
d_nikke_yuni_05_30,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_30,True,,S_100,17,1.0,,,,,1,idle,,,13,angry,,,15,idle,,yuni,17,idle,
d_nikke_yuni_05_31,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_31,True,,17,17,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_32,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_32,False,,17,13,0.5,,sfx_scn_whip,Low_2,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_33,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_33,True,,13,130,0.5,,,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_34,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_34,False,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_35,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_35,False,,1300,1300,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_36,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_36,True,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_37,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_37,True,,1300,1300,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_38,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_38,True,,1300,1300,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_39,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_39,True,,17,S_170,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_40,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_40,True,,S_170,S_1700,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_41,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_41,False,,13,130,3.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_42,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_42,False,,130,130,1.0,,sfx_scn_whip,Low_2,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_43,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_43,True,,130,1300,0.5,,,,,1,idle,,,13,shy,,,15,idle,,,17,idle,
d_nikke_yuni_05_44,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_44,False,,1300,1300,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_45,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_45,False,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_46,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_46,True,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_47,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_47,True,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_48,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_48,True,,13,130,3.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_49,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_49,True,,130,S_10,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_50,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_50,False,,S_10,130,3.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_51,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_51,True,,130,130,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,
d_nikke_yuni_05_52,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_52,True,,130,1300,0.5,,,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_53,d_nikke_yuni_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_05_53,True,,1300,1300,1.0,,,,,1,idle,,,13,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_54,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_54,False,,1300,113,1.0,,,,,1,idle,,,9,angry,,,15,idle,,,17,idle,
d_nikke_yuni_05_55,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_55,False,,113,113,1.0,,,,,1,idle,,,9,angry,anis,,15,idle,,,17,idle,
d_nikke_yuni_05_56,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_56,True,,113,17,1.0,,,,,1,idle,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_57,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_57,True,,17,1,1.0,,,,,1,idle,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_58,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_58,True,,1,S_10,1.0,,,,,1,idle,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_59,d_nikke_yuni_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_05_59,True,,S_10,S_100,0.5,,,,,1,idle,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_60,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_60,False,,S_100,16,1.0,,,,,9,idle,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_61,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_61,False,,16,16,1.0,,,,,9,idle,neon,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_62,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_62,True,,16,16,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_63,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_63,True,,16,16,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_64,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_64,True,,16,16,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_65,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_65,True,,16,16,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_66,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_66,True,,16,150,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_67,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_67,True,,150,1500,0.5,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_68,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_68,False,,17,S_1700,0.5,,sfx_scn_whip,Low_2,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_69,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_69,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_70,d_nikke_yuni_05,Self,yuni,Self,Locale_NikkeEpisode:d_nikke_yuni_05_70,False,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_71,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_71,False,,S_1700,1500,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_72,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_72,True,,1500,1500,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_73,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_73,True,,1500,1500,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_74,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_74,False,,1500,150,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_75,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_75,True,,150,150,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_76,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_76,True,,150,17,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_77,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_77,True,,17,17,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_78,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_78,True,,17,17,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_79,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_79,True,,17,17,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_80,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_80,True,,17,S_170,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_81,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_81,True,,S_170,S_170,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_82,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_82,True,,S_170,S_170,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_83,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_83,True,,S_170,S_170,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_84,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_84,True,,S_170,S_170,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_85,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_85,True,,S_170,S_1700,3.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_86,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_86,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_87,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_87,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_88,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_88,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_89,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_89,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_90,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_90,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_91,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_91,True,,15,15,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_92,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_92,True,,15,15,1.0,,,,,,,,,,,,,15,idle,,,17,idle,
d_nikke_yuni_05_93,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_93,False,,15,150,0.5,,sfx_scn_whip,Low_2,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_94,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_94,True,,150,1500,0.5,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_95,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_95,True,,17,17,1.0,,,,,,,,,,,,,15,idle,,,17,think,
d_nikke_yuni_05_96,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_96,True,,17,S_1700,3.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_97,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_97,True,,15,1500,3.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_98,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_98,True,,S_1700,S_1700,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_99,d_nikke_yuni_05,Self,yuni,Self,Locale_NikkeEpisode:d_nikke_yuni_05_99,False,,S_1700,1,3.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_100,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_100,True,,1,1517,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_101,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_101,True,,1517,1517,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_102,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_102,True,,1517,1517,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_103,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_103,True,,1517,1517,1.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_104,d_nikke_yuni_05,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_05_104,True,,15,1500,3.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_105,d_nikke_yuni_05,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_05_105,True,,17,S_1700,3.0,,,,,,,,,,,,,15,idle,,,17,shy,
d_nikke_yuni_05_106,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_106,False,none,black,black,1.0,,sfx_scn_whip,,,,,,,,,,,15,idle,mihara,,17,shy,yuni
d_nikke_yuni_05_107,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_107,False,,black,black,1.0,,sfx_scn_whip,,,,,,,,,,,,,,,,,
d_nikke_yuni_05_108,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_108,False,,black,black,1.0,,sfx_scn_whip,,,,,,,,,,,,,,,,,
d_nikke_yuni_05_109,d_nikke_yuni_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_05_109,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,
