id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake,set_filter_01,set_filter_02
d_nikke_biscuit_04_14,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_14,True,,1,delight,,3,idle,,2,2,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,,,,,,,
d_nikke_biscuit_04_15,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_15,True,,1,delight,,3,idle,,2,2,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_16,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_16,True,,1,delight,,3,idle,,2,2,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_17,d_nikke_biscuit_04,Narration,,Locale_NikkeEpisode:d_nikke_biscuit_04_17,False,,1,idle,,3,idle,,17,17,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_18,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_18,True,,1,delight,,3,idle,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_19,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_19,True,,1,delight,,3,idle,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_20,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_20,True,,1,delight,,3,idle,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_21,d_nikke_biscuit_04,Self,,Locale_NikkeEpisode:d_nikke_biscuit_04_21,False,,1,delight,,3,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_22,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_22,True,,1,idle,,3,idle,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_23,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_23,True,,1,delight,,3,idle,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_24,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_24,True,,1,idle,,3,idle,,XS_10,XS_10,1.0,none,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_25,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_25,True,,1,delight,,3,idle,RoyalRoad,XS_100,XS_100,1.0,bgm_story_leisuretime,biscuit,,black,,,,,,,,,,,,,
d_nikke_biscuit_04_26,d_nikke_biscuit_04,Narration,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_26,False,,1,idle,,3,surprise,,beatrice_30,beatrice_30,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_27,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_27,False,,1,idle,,3,delight,,beatrice_30,beatrice_300,1.0,,beatrice,,,,,,,,,,,,,,,
d_nikke_biscuit_04_28,d_nikke_biscuit_04,Narration,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_28,False,,1,idle,,3,special,,beatrice_300,beatrice_30,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_29,d_nikke_biscuit_04,Monologue,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_29,False,,1,idle,,3,special,,beatrice_30,beatrice_30,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_30,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_30,True,,1,idle,,5,delight,,beatrice_50,beatrice_50,1.0,,beatrice,,,,,,,,,,,,,,,
d_nikke_biscuit_04_31,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_31,True,,1,idle,,5,delight,,beatrice_50,beatrice_500,1.0,,beatrice,,,,,,,,,,,,,,,
d_nikke_biscuit_04_32,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_32,True,,1,idle,,5,delight,,beatrice_500,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_33,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_33,True,,1,delight,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_34,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_34,False,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_35,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_35,True,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_36,d_nikke_biscuit_04,Choice,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_36,False,,1,sad,,5,delight,,XS_10,XS_10,1.0,,,,,d_nikke_biscuit_04_38,,,,,,,,,,,,
d_nikke_biscuit_04_37,d_nikke_biscuit_04,Choice,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_37,False,,1,sad,,5,delight,,XS_10,XS_10,1.0,,,,,d_nikke_biscuit_04_40,,,,,,,,,,,,
d_nikke_biscuit_04_38,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_38,True,,1,delight,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_39,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_39,True,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,d_nikke_biscuit_04_41,,,,,,,,,,,,
d_nikke_biscuit_04_40,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_40,True,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_41,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_41,True,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_42,d_nikke_biscuit_04,Self,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_42,False,,1,sad,,5,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_43,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_43,True,,1,idle,,5,delight,,XS_10,XS_100,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_44,d_nikke_biscuit_04,Self,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_44,False,,1,idle,,5,delight,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_45,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_45,True,,1,idle,,5,delight,Police,XS_10,XS_10,1.0,,biscuit,,black,,beatrice,,,,,,,,,,,
d_nikke_biscuit_04_46,d_nikke_biscuit_04,Self,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_46,False,,1,idle,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_47,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_47,True,,1,idle,,,,,XS_100,XS_100,1.0,,biscuit,,,,,poli,3,idle,,,,,,,,
d_nikke_biscuit_04_48,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_48,True,,1,idle,,,,,XS_100,XS_30,1.0,,poli,,,,,,3,idle,,,,,,,,
d_nikke_biscuit_04_49,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_49,True,,1,idle,,,,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,,,,,,,
d_nikke_biscuit_04_50,d_nikke_biscuit_04,Choice,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_50,False,,1,idle,,,,,XS_30,XS_30,1.0,,,,,d_nikke_biscuit_04_52,,,3,idle,,,,,,,,
d_nikke_biscuit_04_51,d_nikke_biscuit_04,Choice,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_51,False,,1,idle,,,,,XS_30,XS_30,1.0,,,,,d_nikke_biscuit_04_54,,,3,idle,,,,,,,,
d_nikke_biscuit_04_52,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_52,True,,1,idle,,,,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,,,,,,,
d_nikke_biscuit_04_53,d_nikke_biscuit_04,Self,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_53,False,,1,idle,,,,,XS_30,XS_30,1.0,,,,,,,,3,idle,,,,,,,,
d_nikke_biscuit_04_54,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_54,True,,1,idle,beatrice,5,delight,,XS_30,XS_300,1.0,,poli,,,,,,3,delight,,,,,,,,
d_nikke_biscuit_04_55,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_55,False,,1,idle,,5,delight,,beatrice_50,beatrice_50,1.0,,beatrice,,,,,,3,delight,,,,,,,,
d_nikke_biscuit_04_56,d_nikke_biscuit_04,Monologue,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_56,False,,1,idle,,5,delight,,beatrice_50,4,1.0,,,,,,,,3,delight,,,,,,,,
d_nikke_biscuit_04_57,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_57,False,,1,idle,,5,delight,,4,4,1.0,,poli,,,,,,3,delight,,,,,,,,
d_nikke_biscuit_04_58,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_58,True,,1,idle,,5,delight,,4,4,1.0,,poli,,,,,,3,delight,,,,,,,,
d_nikke_biscuit_04_59,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_59,True,,1,idle,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,3,delight,miranda,7,delight,,,,,
d_nikke_biscuit_04_60,d_nikke_biscuit_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_biscuit_04_60,True,,1,idle,,5,delight,,S_70,S_70,1.0,,miranda,,,,,,3,delight,,7,delight,,,,,
d_nikke_biscuit_04_61,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_61,True,,1,idle,,5,delight,,XS_30,XS_300,0.5,,poli,,,,,,3,angry,,7,delight,,,,,
d_nikke_biscuit_04_62,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_62,True,,1,idle,,5,delight,,XS_300,XS_300,1.0,,poli,,,,,,3,angry,,7,delight,,,,,
d_nikke_biscuit_04_63,d_nikke_biscuit_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_biscuit_04_63,True,,1,idle,,5,delight,,S_70,S_70,1.0,,miranda,,,,,,3,angry,,7,shy,,,,,
d_nikke_biscuit_04_64,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_64,True,,1,idle,,5,delight,,XS_30,XS_30,1.0,,poli,,,,,,3,angry,,7,shy,,,,,
d_nikke_biscuit_04_65,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_65,True,,1,idle,,5,delight,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_66,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_66,True,,1,idle,,5,delight,,XS_30,XS_300,1.0,,poli,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_67,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_67,True,,1,idle,,5,delight,,XS_300,XS_300,1.0,,poli,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_68,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_68,True,,1,sad,,5,delight,,XS_10,XS_10,1.0,,biscuit,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_69,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_69,True,,1,sad,,5,delight,,beatrice_50,beatrice_500,1.0,,beatrice,sfx_scn_dogbark,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_70,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_70,False,,1,idle,,5,delight,,XS_100,XS_100,1.0,,biscuit,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_71,d_nikke_biscuit_04,Self,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_71,False,,1,idle,,5,delight,,XS_100,XS_100,1.0,,,,,,,,3,idle,,7,shy,,,,,
d_nikke_biscuit_04_72,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_72,True,,1,idle,,5,delight,,4,4,1.0,,poli,,,,,,3,delight,,7,shy,,,,,
d_nikke_biscuit_04_73,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_73,True,,1,idle,,5,delight,,4,4,1.0,,poli,,,,,,3,delight,,7,shy,,,,,
d_nikke_biscuit_04_74,d_nikke_biscuit_04,Self,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_74,False,,1,idle,,5,delight,,4,4,1.0,,,,,,,,3,delight,,7,idle,,,,,
d_nikke_biscuit_04_75,d_nikke_biscuit_04,Narration,,Locale_NikkeEpisode:d_nikke_biscuit_04_75,False,,1,idle,,5,delight,,4,4,1.0,,,sfx_scn_policesignal,,,,,3,delight,,7,idle,,,,,
d_nikke_biscuit_04_76,d_nikke_biscuit_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_biscuit_04_76,True,,1,idle,,5,delight,,S_70,S_70,1.0,,miranda,,,,,,3,delight,,7,idle,,,,,
d_nikke_biscuit_04_77,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_77,True,,1,idle,,5,delight,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,7,idle,,,,,
d_nikke_biscuit_04_78,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_78,True,,1,idle,,5,sad,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,7,idle,,,,,
d_nikke_biscuit_04_79,d_nikke_biscuit_04,Self,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_79,False,,1,idle,,5,sad,,XS_30,XS_30,1.0,,,,,,,,3,idle,,7,idle,,,,,
d_nikke_biscuit_04_80,d_nikke_biscuit_04,Speech,poli,Locale_NikkeEpisode:d_nikke_biscuit_04_80,True,,1,idle,,5,sad,,XS_30,XS_30,1.0,,poli,,,,,,3,idle,,7,idle,,,,,
d_nikke_biscuit_04_81,d_nikke_biscuit_04,Monologue,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_81,False,,1,idle,,5,sad,,beatrice_500,beatrice_500,1.0,,,,,,,,3,idle,,7,idle,poli,miranda,,,
d_nikke_biscuit_04_82,d_nikke_biscuit_04,Self,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_82,False,,1,idle,,5,sad,,beatrice_500,beatrice_500,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_83,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_83,True,,1,sad,,5,sad,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_84,d_nikke_biscuit_04,Self,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_84,False,,1,sad,,5,surprise,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_biscuit_04_85,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_85,True,,1,idle,,5,surprise,,XS_10,XS_100,1.0,,biscuit,,,,,,,,,,,,,,,
d_nikke_biscuit_04_86,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_86,False,,1,idle,,5,surprise,Workshop,4,4,1.0,none,volt,,black,,,,,,liter,3,idle,,,,,
d_nikke_biscuit_04_87,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_87,False,,1,idle,,5,surprise,,4,4,1.0,,beatrice,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_88,d_nikke_biscuit_04,Monologue,,Locale_NikkeEpisode:d_nikke_biscuit_04_88,False,,1,idle,,5,surprise,,4,4,1.0,,,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_89,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_89,False,,1,idle,,5,surprise,,voltwithliter_30,voltwithliter_30,1.0,bgm_story_languor,volt,sfx_scn_bowwow,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_90,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_90,True,,1,idle,,5,delight,,beatrice_50,beatrice_50,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_91,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_91,False,,1,idle,,5,delight,,voltwithliter_300,voltwithliter_300,1.0,,volt,sfx_scn_bowwow,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_92,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_92,True,,1,idle,,5,delight,,beatrice_500,beatrice_500,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_93,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_93,True,,1,idle,,5,delight,,2,2,1.0,,liter,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_94,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_94,True,,1,delight,,5,delight,,2,2,1.0,,biscuit,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_95,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_95,False,,1,delight,,5,delight,,4,4,1.0,,volt,sfx_scn_howl,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_96,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_96,True,,1,delight,,5,surprise,,4,4,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_97,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_97,True,,1,delight,,5,surprise,,XS_10,XS_10,1.0,,biscuit,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_98,d_nikke_biscuit_04,Monologue,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_98,False,,1,delight,,5,special,,beatrice_50,beatrice_50,1.0,,,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_99,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_99,True,,1,idle,,5,special,,XS_100,XS_100,1.0,,biscuit,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_100,d_nikke_biscuit_04,Self,,Locale_NikkeEpisode:d_nikke_biscuit_04_100,False,,1,idle,,5,special,,XS_100,XS_100,1.0,,,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_101,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_101,True,,1,delight,,5,idle,,XS_100,XS_10,1.5,,biscuit,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_102,d_nikke_biscuit_04,Narration,,Locale_NikkeEpisode:d_nikke_biscuit_04_102,False,,1,delight,,5,idle,,17,17,1.0,,,sfx_scn_strawblow,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_103,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_103,True,,1,delight,,5,delight,,beatrice_500,beatrice_500,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_104,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_104,False,,1,delight,,5,delight,,voltwithliter_300,voltwithliter_300,1.0,,volt,sfx_scn_bowwow,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_105,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_105,True,,1,delight,,5,delight,,XS_100,XS_100,1.0,,biscuit,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_106,d_nikke_biscuit_04,Narration,,Locale_NikkeEpisode:d_nikke_biscuit_04_106,False,,1,idle,,5,delight,,black,black,1.0,,,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_107,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_107,False,,1,idle,,5,delight,,voltwithliter_300,voltwithliter_300,1.0,,volt,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_108,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_108,True,,1,idle,,5,delight,,voltwithliter_300,XS_30,1.0,,liter,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_109,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_109,True,,1,idle,,5,delight,,XS_30,XS_30,1.0,,liter,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_110,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_110,True,,1,idle,,5,delight,,XS_30,XS_30,1.0,,liter,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_111,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_111,False,,1,idle,,5,delight,,voltwithliter_300,voltwithliter_300,1.0,,volt,sfx_scn_bowwow,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_112,d_nikke_biscuit_04,Speech,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_04_112,True,,1,idle,,5,sad,,beatrice_500,beatrice_500,1.0,,beatrice,sfx_scn_dogbark,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_113,d_nikke_biscuit_04,Speech,liter,Locale_NikkeEpisode:d_nikke_biscuit_04_113,True,,1,idle,,5,sad,,XS_30,XS_30,1.0,,liter,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_114,d_nikke_biscuit_04,Self,,Locale_NikkeEpisode:d_nikke_biscuit_04_114,False,,1,idle,,5,sad,,XS_30,XS_30,1.0,,,,,,,,,,,3,idle,,,,,
d_nikke_biscuit_04_115,d_nikke_biscuit_04,Speech,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_04_115,True,,1,delight,,5,sad,,XS_100,XS_100,1.0,,biscuit,,,,,,,,,3,idle,,liter,,,
