id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_bready_01_12,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_12,True,,S_200,S_200,1.0,,,,,2,idle,,,,
d_nikke_bready_01_13,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_13,True,,S_200,S_20,1.3,,,,,2,idle,,,,
d_nikke_bready_01_14,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_14,True,,S_20,S_20,1.0,,,,,2,idle,,,,
d_nikke_bready_01_15,d_nikke_bready_01,Monologue,bready,,Locale_NikkeEpisode:d_nikke_bready_01_15,False,,S_20,S_20,1.0,,,,,2,idle,,,,
d_nikke_bready_01_16,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_16,True,,S_20,S_20,1.0,,,,,2,delight,,,,
d_nikke_bready_01_17,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_17,True,,S_20,S_20,1.0,,,,,2,delight,,,,
d_nikke_bready_01_18,d_nikke_bready_01,Self,bready,,Locale_NikkeEpisode:d_nikke_bready_01_18,False,,S_20,S_20,1.0,,,,,2,delight,,,,
d_nikke_bready_01_19,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_19,True,,S_20,S_20,1.0,,,,,2,delight,,,,
d_nikke_bready_01_20,d_nikke_bready_01,Narration,bready,,Locale_NikkeEpisode:d_nikke_bready_01_20,False,,S_20,2,1.5,none,sfx_scn_autodooropen,,,2,delight,bready,,,
d_nikke_bready_01_21,d_nikke_bready_01,Self,bready,,Locale_NikkeEpisode:d_nikke_bready_01_21,False,,2,2,1.0,,,,,,,,,,
d_nikke_bready_01_22,d_nikke_bready_01,Monologue,bready,,Locale_NikkeEpisode:d_nikke_bready_01_22,False,,2,2,1.0,,,,,,,,,,
d_nikke_bready_01_23,d_nikke_bready_01,Self,bready,,Locale_NikkeEpisode:d_nikke_bready_01_23,False,,2,2,1.0,,,,,,,,,,
d_nikke_bready_01_24,d_nikke_bready_01,Self,bready,,Locale_NikkeEpisode:d_nikke_bready_01_24,False,,2,2,1.0,,,,,,,,,,
d_nikke_bready_01_25,d_nikke_bready_01,Narration,bready,,Locale_NikkeEpisode:d_nikke_bready_01_25,False,NikkeRoom,black,black,1.0,,sfx_scn_autodooropen,black,bready,2,idle,,crust,12,no
d_nikke_bready_01_26,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_26,True,,1,1,1.0,bgm_story_tuffguys,,,,2,idle,,,12,no
d_nikke_bready_01_27,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_27,True,,1,1,1.0,,,,,2,idle,,,12,no
d_nikke_bready_01_28,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_28,True,,1,1,1.0,,,,,2,idle,,,12,no
d_nikke_bready_01_29,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_29,True,,1,1,1.0,,,,,2,idle,,,12,no
d_nikke_bready_01_30,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_30,True,,1,1,1.0,,,,,2,idle,,,12,no
d_nikke_bready_01_31,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_31,True,,1,1,1.0,,,,,2,idle,,,12,think
d_nikke_bready_01_32,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_32,True,,1,1,1.0,,,,,2,idle,,,12,think
d_nikke_bready_01_33,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_33,True,,1,1,1.0,,,,,2,idle,,,12,think
d_nikke_bready_01_34,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_34,True,,1,1,1.0,,,,,2,idle,,,12,think
d_nikke_bready_01_35,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_35,True,,1,1,1.0,,,,,2,no,,,12,think
d_nikke_bready_01_36,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_36,True,,1,1,1.0,,,,,2,sad,,,12,think
d_nikke_bready_01_37,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_37,True,,1,1,1.0,,,,,2,sad,,,12,think
d_nikke_bready_01_38,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_38,True,,1,S_20,1.5,,,,,2,delight,,,12,think
d_nikke_bready_01_39,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_39,True,,S_20,S_20,1.0,,,,,2,delight,,,12,think
d_nikke_bready_01_40,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_40,True,,S_20,S_20,1.0,,,,,2,delight,,,12,think
d_nikke_bready_01_41,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_41,True,,S_20,S_20,1.0,,,,,2,delight,,,12,think
d_nikke_bready_01_42,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_42,True,,S_20,S_20,1.0,,,,,2,delight,,,12,think
d_nikke_bready_01_43,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_43,True,,S_20,S_20,1.0,,,,,2,delight,,,12,think
d_nikke_bready_01_44,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_44,True,,S_20,S_20,1.0,,,,,2,shy,,,12,think
d_nikke_bready_01_45,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_45,True,,S_20,S_20,1.0,,,,,2,shy,,,12,think
d_nikke_bready_01_46,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_46,True,,S_20,XS_120,1.3,,,,,2,shy,,,12,think
d_nikke_bready_01_47,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_47,True,,XS_120,XS_120,1.0,,,,,2,shy,,,12,idle
d_nikke_bready_01_48,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_48,True,,XS_120,XS_120,1.0,,,,,2,shy,,,12,idle
d_nikke_bready_01_49,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_49,True,,XS_120,XS_120,1.0,,,,,2,shy,,,12,shy
d_nikke_bready_01_50,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_50,True,,XS_120,1,1.3,,,,,2,surprise,,,12,shy
d_nikke_bready_01_51,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_51,False,,1,1,1.0,,,,,2,surprise,,,12,shy
d_nikke_bready_01_52,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_52,True,,1,1,1.0,,,,,2,idle,,,12,shy
d_nikke_bready_01_53,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_53,True,,1,1,1.0,,,,,2,idle,,,12,idle
d_nikke_bready_01_54,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_54,True,,1,1,1.0,,,,,2,idle,,,12,idle
d_nikke_bready_01_55,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_55,True,,1,1,1.0,,,,,2,idle,,,12,idle
d_nikke_bready_01_56,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_56,True,,1,1,1.0,,,,,2,idle,,,12,idle
d_nikke_bready_01_57,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_57,True,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_58,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_58,True,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_59,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_59,True,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_60,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_60,False,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_61,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_61,True,,1,1,1.0,,,,,2,no,,,12,idle
d_nikke_bready_01_62,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_62,True,,1,1,1.0,,,,,2,sad,,,12,idle
d_nikke_bready_01_63,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_63,True,,1,1,1.0,,,,,2,sad,,,12,think
d_nikke_bready_01_64,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_64,True,,1,1,1.0,,,,,2,sad,,,12,idle
d_nikke_bready_01_65,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_65,True,,1,1,1.0,,,,,2,sad,,,12,idle
d_nikke_bready_01_66,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_66,True,,1,1,1.0,,,,,2,sad,,,12,delight
d_nikke_bready_01_67,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_67,True,,1,1,1.0,,,,,2,sad,,,12,delight
d_nikke_bready_01_68,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_68,False,,1,1,1.0,,,,,2,delight,,,12,delight
d_nikke_bready_01_69,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_69,True,,1,1,1.0,,,,,2,delight,,,12,delight
d_nikke_bready_01_70,d_nikke_bready_01,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_bready_01_70,True,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_71,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_71,True,,1,1,1.0,,,,,2,delight,,,12,idle
d_nikke_bready_01_72,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_72,False,,1,S_20,1.3,,,,,2,delight,,,12,idle
d_nikke_bready_01_73,d_nikke_bready_01,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_bready_01_73,True,,S_20,S_20,1.0,,,,,2,shy,,,12,idle
