id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_object,set_object_position,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
treasurestory_laplace_06_12,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_12,False,,S_10,S_10,1.0,,,,,,,1,delight,
treasurestory_laplace_06_13,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_13,True,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_14,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_14,False,,S_10,S_100,1.0,,sfx_scn_cave_bodyfall,,,,,1,idle,
treasurestory_laplace_06_15,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_15,False,,S_100,S_100,1.0,,,,,,,1,idle,
treasurestory_laplace_06_16,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_16,True,,S_100,S_100,1.0,,,,,,,1,idle,
treasurestory_laplace_06_17,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_17,True,,S_100,S_100,1.0,,,,,,,1,angry,
treasurestory_laplace_06_18,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_18,False,,black,black,1.0,none,sfx_scn_remotesignal,,,,,1,angry,
treasurestory_laplace_06_19,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_19,False,,S_100,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_20,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_20,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_21,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_21,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_22,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_22,False,,S_10,S_10,1.0,bgm_spot_wingsofvictory_a,,,,,,1,idle,
treasurestory_laplace_06_23,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_23,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_24,treasurestory_laplace_06,Speech,laplace,tvvoice,Locale_NikkeEpisode:treasurestory_laplace_06_24,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_25,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_25,True,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_26,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_26,True,,S_10,S_10,1.0,,,,,,,1,delight,
treasurestory_laplace_06_27,treasurestory_laplace_06,Speech,laplace,tvvoice,Locale_NikkeEpisode:treasurestory_laplace_06_27,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_28,treasurestory_laplace_06,Speech,laplace,tvvoice,Locale_NikkeEpisode:treasurestory_laplace_06_28,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_29,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_29,True,,S_10,S_100,1.0,,,,,,,1,delight,
treasurestory_laplace_06_30,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_30,False,,S_100,S_100,1.0,,,,,,,1,idle,
treasurestory_laplace_06_31,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_31,False,,black,black,1.0,,,,,,,1,idle,
treasurestory_laplace_06_32,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_32,False,,black,black,1.0,,,,,,,1,idle,
treasurestory_laplace_06_33,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_33,False,,black,black,1.0,,,,,,,1,idle,
treasurestory_laplace_06_34,treasurestory_laplace_06,Speech,laplace,tvvoice,Locale_NikkeEpisode:treasurestory_laplace_06_34,False,,S_100,S_100,1.0,,,,,,,1,angry,
treasurestory_laplace_06_35,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_35,True,,S_100,S_10,1.0,,,,,,,1,angry,
treasurestory_laplace_06_36,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_36,True,,S_10,S_10,1.0,,,,,,,1,angry,
treasurestory_laplace_06_37,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_37,True,,S_10,S_10,1.0,,,,,,,1,delight,
treasurestory_laplace_06_38,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_38,True,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_39,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_39,True,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_40,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_40,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_41,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_41,False,,black,black,1.0,,sfx_scn_cave_bodyfall,favoriteitem/FavoriteItemScene_c100_00,1,,,1,idle,laplace
treasurestory_laplace_06_42,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_42,True,,treasurestory_laplace_01,treasurestory_laplace_02,2.0,,,,,,,,,
treasurestory_laplace_06_43,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_43,True,,treasurestory_laplace_02,treasurestory_laplace_02,1.0,,,,,,,,,
treasurestory_laplace_06_44,treasurestory_laplace_06,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_44,False,,treasurestory_laplace_02,treasurestory_laplace_02,1.0,,,,,,,,,
treasurestory_laplace_06_45,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_45,True,,treasurestory_laplace_02,treasurestory_laplace_02,1.0,,,,,,,,,
treasurestory_laplace_06_46,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_46,True,,treasurestory_laplace_02,treasurestory_laplace_03,2.0,,,,,,,,,
treasurestory_laplace_06_47,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_47,True,,treasurestory_laplace_03,treasurestory_laplace_03,1.0,,,,,,,,,
treasurestory_laplace_06_48,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_48,True,,treasurestory_laplace_03,treasurestory_laplace_03,1.0,,,,,,,,,
treasurestory_laplace_06_49,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_49,True,,treasurestory_laplace_03,treasurestory_laplace_03,1.0,,,,,,,,,
treasurestory_laplace_06_50,treasurestory_laplace_06,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_50,False,,treasurestory_laplace_03,treasurestory_laplace_03,1.0,,,,,treasurestory_laplace_06_52,,,,
treasurestory_laplace_06_51,treasurestory_laplace_06,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_51,False,,treasurestory_laplace_03,treasurestory_laplace_03,1.0,,,,,treasurestory_laplace_06_52,,,,
treasurestory_laplace_06_52,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_52,True,,treasurestory_laplace_03,treasurestory_laplace_04,0.5,,,,,,,,,
treasurestory_laplace_06_53,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_53,True,,treasurestory_laplace_04,treasurestory_laplace_04,1.0,,,,,,,,,
treasurestory_laplace_06_54,treasurestory_laplace_06,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_54,False,,black,black,1.0,,sfx_scn_sofasheet,none,,,laplace,1,idle,
treasurestory_laplace_06_55,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_55,False,,1,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_56,treasurestory_laplace_06,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_56,False,,S_10,S_10,1.0,,,,,,,1,idle,
treasurestory_laplace_06_57,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_57,True,,S_10,S_10,1.0,,,,,,,1,no,
treasurestory_laplace_06_58,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_58,True,,S_10,S_10,1.0,,,,,,,1,no,
treasurestory_laplace_06_59,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_59,True,,S_10,S_10,1.0,,,,,,,1,no,
treasurestory_laplace_06_60,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_60,True,,S_10,S_10,1.0,,,,,,,1,angry,
treasurestory_laplace_06_61,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_61,True,,S_10,S_100,1.0,,,,,,,1,angry,
treasurestory_laplace_06_62,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_62,True,,S_100,S_100,1.0,,,,,,,1,angry,
treasurestory_laplace_06_63,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_63,True,,S_100,S_100,1.0,,,,,,,1,angry,
treasurestory_laplace_06_64,treasurestory_laplace_06,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_06_64,True,,S_100,S_100,1.0,,,,,,,1,idle,
treasurestory_laplace_06_65,treasurestory_laplace_06,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_65,False,,S_100,S_100,1.0,,,,,,,1,delight,
treasurestory_laplace_06_66,treasurestory_laplace_06,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_06_66,False,,black,black,1.0,,,,,,,1,delight,
