id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_nikke_ce_003_03_03_13,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_13,True,,50,4,1.0,,,,,5,idle,,3,serious,,,,,,
d_nikke_ce_003_03_03_14,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_14,True,,4,4,1.0,,,,,5,no,,3,serious,,,,,,
d_nikke_ce_003_03_03_15,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_15,True,,4,4,1.0,,,,,5,no,,3,idle,,,,,,
d_nikke_ce_003_03_03_16,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_16,True,,4,4,1.0,,,,,5,no,,3,delight,,,,,,
d_nikke_ce_003_03_03_17,d_nikke_ce_003_03_03,Monologue,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_03_17,False,,4,XS_30,1.0,,,,,5,no,,3,serious,,,,,,
d_nikke_ce_003_03_03_18,d_nikke_ce_003_03_03,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_03_18,False,,XS_30,XS_30,0.6,,sfx_scn_bolt,,,5,no,,3,serious,,,,,,
d_nikke_ce_003_03_03_19,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_19,True,,XS_30,XS_30,1.0,,,,,5,no,,3,idle,,,,,,
d_nikke_ce_003_03_03_20,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_20,True,,XS_30,4,1.0,none,,,,5,no,,3,serious,,,,,,
d_nikke_ce_003_03_03_21,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_21,True,,4,4,1.0,,,,,5,surprise,,3,serious,,,,,,
d_nikke_ce_003_03_03_22,d_nikke_ce_003_03_03,Speech,suspiciousman_02,suspiciousman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_22,True,BuildingLobby,4,14,1.0,bgm_emergency,sfx_scn_fireblindly,,,5,idle,,3,idle,skinnyman_02,13,idle,suspiciousman_02,15,idle
d_nikke_ce_003_03_03_23,d_nikke_ce_003_03_03,Speech,suspiciousman_02,suspiciousman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_23,True,,14,14,1.0,,,Low_2,,5,idle,,3,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_24,d_nikke_ce_003_03_03,Speech,suspiciousman_02,femaleemployee,Locale_NikkeEpisode:d_nikke_ce_003_03_03_24,True,,14,14,1.0,,,,,5,idle,,3,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_25,d_nikke_ce_003_03_03,Narration,suspiciousman_02,,Locale_NikkeEpisode:d_nikke_ce_003_03_03_25,False,,14,14,1.0,,sfx_scn_autodooropen,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_26,d_nikke_ce_003_03_03,Speech,cocoa,suspiciousman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_26,True,,14,2,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_27,d_nikke_ce_003_03_03,Speech,cocoa,suspiciousman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_27,True,,2,2,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_28,d_nikke_ce_003_03_03,Speech,cocoa,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_28,True,,2,12,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_29,d_nikke_ce_003_03_03,Speech,skinnyman_02,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_29,True,,12,12,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_30,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_30,True,,12,XS_10,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_31,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_31,True,,XS_10,XS_10,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_32,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_32,True,,XS_10,XS_10,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_33,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_33,True,,XS_10,XS_10,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_34,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_34,True,,XS_10,2,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_35,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_35,True,,2,2,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_36,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_36,True,,2,2,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_37,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_37,True,,2,2,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_38,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_38,True,,2,30,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_39,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_39,True,,30,30,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_40,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_40,True,,30,30,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_41,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_41,True,,XS_10,XS_10,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_42,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_42,True,,XS_10,XS_10,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_43,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_43,True,,XS_10,XS_10,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_44,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_44,True,,XS_10,XS_10,1.0,,,,,3,no,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_45,d_nikke_ce_003_03_03,Speech,skinnyman_02,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_45,True,,XS_10,12,1.0,,,,,3,no,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_46,d_nikke_ce_003_03_03,Speech,skinnyman_02,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_03_46,True,,12,12,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_47,d_nikke_ce_003_03_03,Narration,skinnyman_02,,Locale_NikkeEpisode:d_nikke_ce_003_03_03_47,False,,black,black,1.0,,sfx_scn_solidtablehit,Low_2,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_48,d_nikke_ce_003_03_03,Speech,skinnyman_02,femaleemployee,Locale_NikkeEpisode:d_nikke_ce_003_03_03_48,True,,14,14,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_49,d_nikke_ce_003_03_03,Speech,skinnyman_02,youngstaff,Locale_NikkeEpisode:d_nikke_ce_003_03_03_49,True,,14,14,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_03_03_50,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_50,True,,XS_10,XS_10,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_51,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_51,True,,XS_10,XS_10,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_52,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_52,True,,XS_10,2,1.0,,,,,3,idle,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_53,d_nikke_ce_003_03_03,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_03_53,True,,2,2,1.0,,,,,3,no,,1,serious,,13,idle,,15,idle
d_nikke_ce_003_03_03_54,d_nikke_ce_003_03_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_03_54,True,,2,2,1.0,,,,,3,no,,1,idle,,13,idle,,15,idle
