id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade,play_sound,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_centi_02_30,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_30,True,,1,1,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_31,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_31,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_32,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_32,False,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_33,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_33,True,,1,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_34,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_34,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_35,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_35,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_36,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_36,True,red,L_10,L_100,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_02_37,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_37,False,,L_100,L_100,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_02_38,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_38,True,Storage,L_100,L_100,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_39,d_nikke_centi_02,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_02_39,False,,L_100,L_10,1.0,,,Blur_Middle,,,,,1,delight,,,,,
d_nikke_centi_02_40,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_40,True,,L_10,L_10,1.0,,,Blur_Low,,,,,1,surprise,,,,,
d_nikke_centi_02_41,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_41,False,,L_10,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_02_42,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_42,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_43,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_43,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_44,d_nikke_centi_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_02_44,False,RuinIndoor,1,14,2.0,bgm_story_epicjazzymoods,,,black,,,,1,delight,centi,,,,
d_nikke_centi_02_45,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_45,True,,14,14,1.0,,,,,,,,,,,yan,14,surprise,
d_nikke_centi_02_46,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_46,True,,14,14,1.0,,,,,,,,,,,,14,surprise,
d_nikke_centi_02_47,d_nikke_centi_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_centi_02_47,False,,14,14,1.0,,,,,,,,,,,,14,surprise,
d_nikke_centi_02_48,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_48,True,,14,14,1.0,,,,,,,,,,,,14,sad,
d_nikke_centi_02_49,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_49,True,,14,14,1.0,,,,,,,,,,,,14,sad,
d_nikke_centi_02_50,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_50,True,,14,4,2.0,,,,,,,,,,,,14,no,
d_nikke_centi_02_51,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_51,True,,4,4,1.0,,,,,,,,,,,,14,no,
d_nikke_centi_02_52,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_52,True,,4,9,2.0,,,,,,,,,,,,14,no,
d_nikke_centi_02_53,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_53,True,,9,9,1.0,,,,,,,,,,,,14,no,
d_nikke_centi_02_54,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_54,True,,9,14,2.0,,,,,,,,,,,,14,no,
d_nikke_centi_02_55,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_55,True,,14,14,1.0,,,,,,,,,,,,14,etc,
d_nikke_centi_02_56,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_56,True,,14,14,1.0,,,,,,,centi,1,idle,,,14,etc,
d_nikke_centi_02_57,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_57,True,,14,1,1.0,,,,,,,,1,idle,,,14,delight,
d_nikke_centi_02_58,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_58,True,,1,1,1.0,,,,,,,,1,idle,,,14,delight,
d_nikke_centi_02_59,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_59,True,,1,L_10,0.5,,,,,,,,1,delight,,,14,delight,
d_nikke_centi_02_60,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_60,True,,L_10,S_140,1.0,,,,,,,,1,delight,,,14,idle,
d_nikke_centi_02_61,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_61,False,,S_140,S_140,1.0,,,,,,,,1,delight,,,14,"expression_0,idle",
d_nikke_centi_02_62,d_nikke_centi_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_centi_02_62,True,,S_140,S_140,1.0,,,,,,,,1,idle,,,14,idle,
d_nikke_centi_02_63,d_nikke_centi_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_centi_02_63,False,,S_140,1,0.5,,,,,,,,1,idle,,,14,idle,
d_nikke_centi_02_64,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_64,True,,1,1,1.0,,,,,,,,1,angry,,,14,idle,
d_nikke_centi_02_65,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_65,True,,1,1,1.0,,,,,,,,1,angry,,,14,idle,
d_nikke_centi_02_66,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_66,True,,1,L_10,1.0,,,,,,,,1,delight,,,14,idle,
d_nikke_centi_02_67,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_67,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,14,idle,
d_nikke_centi_02_68,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_68,False,,L_10,L_10,1.0,,,,,,,,1,delight,,,14,idle,
d_nikke_centi_02_69,d_nikke_centi_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_centi_02_69,False,,1,1,1.0,,,,black,,,,1,delight,centi,,14,idle,yan
d_nikke_centi_02_70,d_nikke_centi_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_02_70,False,,1,5,1.0,,,,,sfx_scn_hammer,,,,,,,,,
d_nikke_centi_02_71,d_nikke_centi_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_02_71,False,,5,5,1.0,,,,,sfx_scn_drill,,,,,,,,,
d_nikke_centi_02_72,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_72,True,,5,1,1.0,,,,,,,centi,1,idle,,,,,
d_nikke_centi_02_73,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_73,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_74,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_74,False,,1,1,1.0,,d_nikke_centi_02_76,,,,,,1,idle,,,,,
d_nikke_centi_02_75,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_75,False,,1,1,1.0,,d_nikke_centi_02_78,,,,,,1,idle,,,,,
d_nikke_centi_02_76,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_76,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_02_77,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_77,True,,1,L_10,1.0,,d_nikke_centi_02_80,,,,,,1,delight,,,,,
d_nikke_centi_02_78,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_78,True,,1,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_79,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_79,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_80,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_80,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_81,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_81,True,,1,1,1.0,,,,black,,,,1,idle,,,,,
d_nikke_centi_02_82,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_82,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_83,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_83,False,,1,1,1.0,,d_nikke_centi_02_85,,,,,,1,idle,,,,,
d_nikke_centi_02_84,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_84,False,,1,1,1.0,,d_nikke_centi_02_88,,,,,,1,idle,,,,,
d_nikke_centi_02_85,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_85,True,,1,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_86,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_86,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_87,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_87,True,,L_10,L_10,1.0,,d_nikke_centi_02_90,,,,,,1,delight,,,,,
d_nikke_centi_02_88,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_88,True,,1,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_89,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_89,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_90,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_90,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_91,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_91,True,,L_10,L_50,0.5,,,,,,,,1,idle,,,,,
d_nikke_centi_02_92,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_92,False,,L_50,L_50,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_93,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_93,True,,L_50,L_10,0.5,,,,,,,,1,delight,,,,,
d_nikke_centi_02_94,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_94,True,,L_10,L_150,0.5,,,,,,,,1,idle,,,,,
d_nikke_centi_02_95,d_nikke_centi_02,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_02_95,False,,L_150,L_150,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_96,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_96,True,,L_150,L_100,0.5,,,,,,,,1,delight,,,,,
d_nikke_centi_02_97,d_nikke_centi_02,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_02_97,False,,L_100,9,2.0,,,,,sfx_scn_cutter,,,1,delight,centi,,,,
d_nikke_centi_02_98,d_nikke_centi_02,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_02_98,False,,9,19,2.0,,,,,sfx_scn_cutterend,,,1,delight,,,,,
d_nikke_centi_02_99,d_nikke_centi_02,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_02_99,False,GoodOffice,1,1,1.0,bgm_story_sundayintheark,,,white,,,,1,idle,,,,,
d_nikke_centi_02_100,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_100,True,,1,1,1.0,,,,,,,centi,1,idle,,,,,
d_nikke_centi_02_101,d_nikke_centi_02,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_02_101,False,,1,5,2.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_102,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_102,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_103,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_103,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_104,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_104,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_105,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_105,False,,L_10,L_10,1.0,,d_nikke_centi_02_107,,,,,,1,idle,,,,,
d_nikke_centi_02_106,d_nikke_centi_02,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_02_106,False,,L_10,L_10,1.0,,d_nikke_centi_02_107,,,,,,1,idle,,,,,
d_nikke_centi_02_107,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_107,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_108,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_108,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_02_109,d_nikke_centi_02,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_02_109,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_02_110,d_nikke_centi_02,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_02_110,False,,L_10,L_10,1.0,,,,,,m_nikke_centi_02,,1,idle,,,,,
d_nikke_centi_02_111,d_nikke_centi_02,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_02_111,False,,1,1,1.0,,,,,,,,1,idle,,,,,
