id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_ce005_03_04_42,d_nikke_ce005_03_04,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_04_42,False,,,,,1,1,1.0,,,,,1,idle
d_nikke_ce005_03_04_43,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_43,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_44,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_44,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_45,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_45,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_46,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_46,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_47,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_47,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_48,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_48,True,,,,,1,1,1.0,,,,,1,think
d_nikke_ce005_03_04_49,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_49,True,,,,,1,1,1.0,,,,,1,shy
d_nikke_ce005_03_04_50,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_50,True,mary,3,idle,,1,event_exnii_talk_16,1.0,,,,,1,shy
d_nikke_ce005_03_04_51,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_51,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy
d_nikke_ce005_03_04_52,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_52,True,,3,idle,,event_exnii_talk_16,3,1.0,,,,,1,shy
d_nikke_ce005_03_04_53,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_53,True,,3,idle,,3,3,1.0,,,,,1,shy
d_nikke_ce005_03_04_54,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_54,True,,3,idle,,3,3,1.0,,,,,1,shy
d_nikke_ce005_03_04_55,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_55,True,,3,idle,,3,3,1.0,,,,,1,shy
d_nikke_ce005_03_04_56,d_nikke_ce005_03_04,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_04_56,False,,3,idle,,3,3,1.0,,,,,1,shy
d_nikke_ce005_03_04_57,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_57,True,,3,idle,,3,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_58,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_58,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_59,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_59,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_60,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_60,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_61,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_61,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_62,d_nikke_ce005_03_04,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_04_62,False,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_63,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_63,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_64,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_64,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_65,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_65,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_66,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_66,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_67,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_67,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
d_nikke_ce005_03_04_68,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_68,True,,3,idle,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle
