id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
d_nikke_sin_02_90,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_90,True,,1,1,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_91,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_91,True,,1,1,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_92,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_92,True,,1,1,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_93,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_93,True,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_94,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_94,True,JailCorridor,1,1,1.0,bgm_recognition_underworld,mana,,1,delight,,,sin,mana,1,idle,black
d_nikke_sin_02_95,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_95,True,,1,1,1.0,,mana,,,,,,,,1,idle,
d_nikke_sin_02_96,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_96,True,,1,1,1.0,,mana,,,,,,,,1,idle,
d_nikke_sin_02_97,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_97,False,,1,1,1.0,,,,,,,,,,1,idle,
d_nikke_sin_02_98,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_98,True,,1,10,2.0,,mana,,,,,,,,1,idle,
d_nikke_sin_02_99,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_99,True,,10,10,1.0,,mana,,,,,,,,1,angry,
d_nikke_sin_02_100,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_100,True,,10,10,1.0,,mana,,,,,,,,1,angry,
d_nikke_sin_02_101,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_101,False,,10,10,1.0,,,,,,,d_nikke_sin_02_103,,,1,angry,
d_nikke_sin_02_102,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_102,False,,10,10,1.0,,,,,,,d_nikke_sin_02_107,,,1,angry,
d_nikke_sin_02_103,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_103,True,,10,10,1.0,,mana,,,,,,,,1,angry,
d_nikke_sin_02_104,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_104,True,,10,10,1.0,,mana,,,,,,,,1,angry,
d_nikke_sin_02_105,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_105,False,,10,10,1.0,,,,,,,,,,1,angry,
d_nikke_sin_02_106,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_106,True,,10,1,2.0,,mana,,,,,d_nikke_sin_02_108,,,1,idle,
d_nikke_sin_02_107,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_107,True,,10,1,2.0,,mana,,,,,,,,1,idle,
d_nikke_sin_02_108,d_nikke_sin_02,Speech,mana,Locale_NikkeEpisode:d_nikke_sin_02_108,True,,1,1,1.0,,mana,,,,,,,,1,idle,
