id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_soline_01_24,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_24,True,,S_10,S_10,1.0,,,,,,1,surprise,
d_nikke_soline_01_25,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_25,False,,S_10,S_10,1.0,,,,,,1,surprise,
d_nikke_soline_01_26,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_26,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_27,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_27,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_28,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_28,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_29,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_29,False,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_30,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_30,True,,S_10,S_100,0.5,,,,,,1,pain,
d_nikke_soline_01_31,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_31,True,,S_100,S_10,2.0,,,,,,1,pain,
d_nikke_soline_01_32,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_32,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_33,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_33,False,,S_10,S_100,0.5,,,,,,1,angry,
d_nikke_soline_01_34,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_34,True,,S_100,S_10,2.0,,,,,,1,surprise,
d_nikke_soline_01_35,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_35,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_36,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_36,False,,S_10,S_100,0.5,,,,,,1,angry,
d_nikke_soline_01_37,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_37,True,,S_100,S_10,2.0,,,,,,1,surprise,
d_nikke_soline_01_38,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_38,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_39,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_39,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_40,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_40,True,,S_10,S_10,1.0,,,,,,1,delight,
d_nikke_soline_01_41,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_41,False,,S_10,S_10,1.0,,,,,,1,delight,
d_nikke_soline_01_42,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_42,True,,S_10,S_10,1.0,,,,,,1,shy,
d_nikke_soline_01_43,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_43,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_44,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_44,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_45,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_45,False,,S_10,S_100,0.5,,,,,,1,angry,
d_nikke_soline_01_46,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_46,True,,S_100,S_10,2.0,,,,,,1,surprise,
d_nikke_soline_01_47,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_47,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_48,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_48,True,,S_10,S_10,0.5,,,,,,1,angry,
d_nikke_soline_01_49,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_49,False,,7,1,2.0,none,black,,,,1,angry,soline
d_nikke_soline_01_50,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_50,True,,1,1,1.0,,,,,,,,
d_nikke_soline_01_51,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_51,True,,1,1,1.0,,,,,,,,
d_nikke_soline_01_52,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_52,True,,1,S_10,0.5,,,,,soline,1,delight,
d_nikke_soline_01_53,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_53,True,,S_10,S_10,1.0,,,,,,1,delight,
d_nikke_soline_01_54,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_54,False,,S_10,S_10,1.0,bgm_story_herecomestrouble,,,,,1,delight,
d_nikke_soline_01_55,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_55,True,,S_10,S_10,1.0,,,,,,1,delight,
d_nikke_soline_01_56,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_56,True,,S_10,S_100,0.5,,,,,,1,delight,
d_nikke_soline_01_57,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_57,False,,S_100,S_100,1.0,,,,,,1,delight,
d_nikke_soline_01_58,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_58,True,,S_100,S_100,1.0,,,,,,1,delight,
d_nikke_soline_01_59,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_59,False,,S_100,S_100,1.0,,,,,,1,delight,
d_nikke_soline_01_60,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_60,True,,S_100,S_100,1.0,,,,,,1,idle,
d_nikke_soline_01_61,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_61,True,,S_100,S_10,0.5,,,,,,1,idle,
d_nikke_soline_01_62,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_62,False,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_63,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_63,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_64,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_64,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_65,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_65,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_66,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_66,True,,S_10,S_100,2.0,,,,,,1,idle,
d_nikke_soline_01_67,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_67,True,,S_100,S_100,1.0,,,,,,1,idle,
d_nikke_soline_01_68,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_68,False,,S_100,S_10,0.5,,,sfx_scn_heavytrip,Low_2,,1,idle,
d_nikke_soline_01_69,d_nikke_soline_01,Speech,soline,passenger,Locale_NikkeEpisode:d_nikke_soline_01_69,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_70,d_nikke_soline_01,Speech,soline,passenger,Locale_NikkeEpisode:d_nikke_soline_01_70,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_71,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_71,True,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_72,d_nikke_soline_01,Speech,soline,passenger,Locale_NikkeEpisode:d_nikke_soline_01_72,False,,S_10,1,1.0,,,sfx_scn_heavytrip,Low_2,,1,pain,
d_nikke_soline_01_73,d_nikke_soline_01,Speech,soline,passenger,Locale_NikkeEpisode:d_nikke_soline_01_73,False,,1,1,1.0,,,,,,1,pain,
d_nikke_soline_01_74,d_nikke_soline_01,Speech,soline,passenger,Locale_NikkeEpisode:d_nikke_soline_01_74,False,,1,1,1.0,,,,,,1,pain,
d_nikke_soline_01_75,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_75,True,,1,S_100,0.5,,,,,,1,shy,
d_nikke_soline_01_76,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_76,False,,black,black,1.0,none,black,,,,1,shy,soline
d_nikke_soline_01_77,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_77,True,,S_30,S_10,1.0,,,,,soline,1,surprise,
d_nikke_soline_01_78,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_78,True,,S_10,S_10,1.0,bgm_story_languor,,,,,1,idle,
d_nikke_soline_01_79,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_79,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_80,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_80,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_81,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_81,True,,S_10,S_100,0.5,,,,,,1,angry,
d_nikke_soline_01_82,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_82,False,,S_100,S_100,1.0,,,,,,1,angry,
d_nikke_soline_01_83,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_83,False,,S_100,S_100,1.0,,,,,,1,idle,
d_nikke_soline_01_84,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_84,True,,S_100,S_10,2.0,,,,,,1,surprise,
d_nikke_soline_01_85,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_85,True,,S_10,S_10,1.0,,,,,,1,angry,
d_nikke_soline_01_86,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_86,True,,S_10,S_10,1.0,,,,,,1,surprise,
d_nikke_soline_01_87,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_87,False,,S_10,S_10,1.0,none,,sfx_scn_phonevibration,,,1,surprise,
d_nikke_soline_01_88,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_88,True,,S_10,S_10,1.0,,,,,,1,idle,
d_nikke_soline_01_89,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_89,False,,S_10,S_100,0.5,,,,,,1,pain,
d_nikke_soline_01_90,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_90,True,,S_100,S_100,1.0,,,,,,1,pain,
d_nikke_soline_01_91,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_91,True,,S_100,S_100,1.0,,,,,,1,pain,
d_nikke_soline_01_92,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_92,True,,S_100,S_100,1.0,,,,,,1,pain,
d_nikke_soline_01_93,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_93,True,,S_100,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_94,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_94,True,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_95,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_95,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_96,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_96,True,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_97,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_97,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_98,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_98,True,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_99,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_99,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_100,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_100,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_101,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_101,False,,S_10,S_10,1.0,,,,,,1,pain,
d_nikke_soline_01_102,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_102,True,,S_10,S_100,0.5,bgm_story_herecomestrouble,,,,,1,angry,
d_nikke_soline_01_103,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_103,True,,S_100,S_100,1.0,,,,,,1,angry,
d_nikke_soline_01_104,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_104,True,,S_100,S_100,1.0,,,,,,1,idle,
d_nikke_soline_01_105,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_105,True,,S_100,S_10,0.5,,,,,,1,angry,
d_nikke_soline_01_106,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_106,False,,S_10,S_170,2.0,,,,,,17,idle,
d_nikke_soline_01_107,d_nikke_soline_01,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_01_107,False,,S_170,17,0.5,,,sfx_scn_trip,Low_2,,17,idle,soline
d_nikke_soline_01_108,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_108,True,,17,17,1.0,,,,,,,,
d_nikke_soline_01_109,d_nikke_soline_01,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_01_109,True,,17,17,1.0,,,,,,,,
d_nikke_soline_01_110,d_nikke_soline_01,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_01_110,False,,17,17,1.0,,,,,,,,
