id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rosanna_01_51,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_51,True,,1,1,1.0,,,,,1,delight,,,3,idle,
d_nikke_rosanna_01_52,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_52,True,,1,1,1.0,,,,,1,delight,,,3,idle,
d_nikke_rosanna_01_53,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_53,False,,1,1,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_54,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_54,True,,1,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_55,d_nikke_rosanna_01,Speech,consigliere,consigliere,Locale_NikkeEpisode:d_nikke_rosanna_01_55,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_56,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_56,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_57,d_nikke_rosanna_01,Speech,consigliere,consigliere,Locale_NikkeEpisode:d_nikke_rosanna_01_57,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_58,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_58,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_59,d_nikke_rosanna_01,Speech,consigliere,consigliere,Locale_NikkeEpisode:d_nikke_rosanna_01_59,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_60,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_60,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_61,d_nikke_rosanna_01,Speech,consigliere,consigliere,Locale_NikkeEpisode:d_nikke_rosanna_01_61,True,,2,2,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_62,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_62,True,,2,10,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_63,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_63,True,,10,10,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_64,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_64,True,,10,10,1.0,,,,,1,angry,,,3,idle,
d_nikke_rosanna_01_65,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_65,False,CommanderRoom,6,6,1.0,bgm_story_orangepop,,black,,1,angry,rosanna,,3,idle,consigliere
d_nikke_rosanna_01_66,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_66,False,,6,6,1.0,,,,,,,,,,,
d_nikke_rosanna_01_67,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_67,False,,6,6,1.0,,,,,,,,,,,
d_nikke_rosanna_01_68,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_68,False,,6,6,1.0,,,,,,,,,,,
d_nikke_rosanna_01_69,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_69,False,,6,6,1.0,,,,,,,,,,,
d_nikke_rosanna_01_70,d_nikke_rosanna_01,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_01_70,False,,6,1,1.0,,sfx_scn_autodooropen,,,,,,,,,
d_nikke_rosanna_01_71,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_71,True,,1,1,1.0,,,,rosanna,1,good,,,,,
d_nikke_rosanna_01_72,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_72,True,,1,1,1.0,,,,,1,good,,,,,
d_nikke_rosanna_01_73,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_73,False,,1,1,1.0,,,,,1,good,,,,,
d_nikke_rosanna_01_74,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_74,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_75,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_75,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_76,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_76,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_77,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_77,False,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_78,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_78,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_79,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_79,False,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_80,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_80,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_81,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_81,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_82,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_82,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_83,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_83,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_84,d_nikke_rosanna_01,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_01_84,False,,1,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_85,d_nikke_rosanna_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_01_85,False,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_86,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_86,False,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_87,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_87,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_88,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_88,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_89,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_89,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_90,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_90,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_91,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_91,False,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_92,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_92,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_93,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_93,False,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_94,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_94,True,,10,10,1.0,,,,,1,good,,,,,
d_nikke_rosanna_01_95,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_95,True,,10,10,1.0,,,,,1,good,,,,,
d_nikke_rosanna_01_96,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_96,False,,10,10,1.0,,,,,1,good,,,,,
d_nikke_rosanna_01_97,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_97,True,,10,100,0.7,,,,,1,idle,,,,,
d_nikke_rosanna_01_98,d_nikke_rosanna_01,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_01_98,False,,100,100,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_99,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_99,True,,100,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_100,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_100,True,,10,10,1.0,,,,,1,idle,,,,,
d_nikke_rosanna_01_101,d_nikke_rosanna_01,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_01_101,True,,10,10,1.0,,,,,1,idle,,,,,
