id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_cinderella_03_13,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_13,False,,S_300,S_30,0.5,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_14,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_14,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_15,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_15,False,,S_30,S_30,1.0,,,,,,3,angry,,,,
d_nikke_cinderella_03_16,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_16,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_17,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_17,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_18,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_18,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_19,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_19,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_20,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_20,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_21,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_21,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_22,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_22,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_23,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_23,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_24,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_24,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_25,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_25,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_26,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_26,True,,S_30,S_30,1.0,,,cinderella,,,3,smile,,,,
d_nikke_cinderella_03_27,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_27,True,,S_30,S_30,1.0,,,cinderella,,,3,smile,,,,
d_nikke_cinderella_03_28,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_28,True,,S_30,S_30,1.0,,,cinderella,,,3,delight,,,,
d_nikke_cinderella_03_29,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_29,True,,S_30,S_30,1.0,,,cinderella,,,3,delight,,,,
d_nikke_cinderella_03_30,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_30,False,,S_30,S_30,1.0,,,,,,3,delight,,,,
d_nikke_cinderella_03_31,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_31,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_32,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_32,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_33,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_33,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_34,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_34,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_35,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_35,False,,17,170,1.0,sfx_scn_soup,,,,,3,idle,,,,
d_nikke_cinderella_03_36,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_36,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_37,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_37,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_38,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_38,False,,17,170,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_39,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_39,False,,170,170,1.0,sfx_scn_swallow,,,,,3,idle,,,,
d_nikke_cinderella_03_40,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_40,False,,170,17,0.5,,,,,,3,idle,,,,
d_nikke_cinderella_03_41,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_41,False,,S_30,S_30,1.0,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_42,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_42,False,,black,black,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_43,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_43,False,,17,170,1.0,sfx_scn_soup,,,,,3,idle,,,,
d_nikke_cinderella_03_44,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_44,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_45,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_45,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_46,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_46,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_47,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_47,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_48,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_48,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_49,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_49,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_50,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_50,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_51,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_51,False,,17,170,1.0,sfx_scn_swallow,,,,,3,idle,,,,
d_nikke_cinderella_03_52,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_52,False,,170,17,0.5,,,,,,3,idle,,,,
d_nikke_cinderella_03_53,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_53,False,,17,17,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_54,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_54,True,,S_30,S_30,1.0,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_55,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_55,False,,S_30,S_30,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_56,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_56,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_57,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_57,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_58,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_58,False,,17,170,1.0,sfx_scn_soup,,,,,3,idle,,,,
d_nikke_cinderella_03_59,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_59,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_60,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_60,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_61,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_61,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_62,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_62,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_63,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_63,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_64,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_64,False,,S_30,S_300,1.0,sfx_scn_swallow,,,,,3,idle,,,,
d_nikke_cinderella_03_65,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_65,False,,S_300,S_30,0.5,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_66,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_66,False,,S_30,S_30,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_67,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_67,False,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_68,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_68,False,,S_30,S_30,1.0,,,,,,3,angry,,,,
d_nikke_cinderella_03_69,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_69,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_70,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_70,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_71,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_71,False,,17,170,1.0,sfx_scn_soup,,,,,3,idle,,,,
d_nikke_cinderella_03_72,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_72,False,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_73,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_73,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_74,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_74,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_75,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_75,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_76,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_76,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_77,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_77,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_78,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_78,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_79,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_79,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_80,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_80,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_81,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_81,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_82,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_82,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_83,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_83,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_84,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_84,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_85,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_85,False,,17,170,1.0,sfx_scn_swallow,,,,,3,idle,,,,
d_nikke_cinderella_03_86,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_86,False,,170,17,0.5,,none,,,,3,idle,,,,
d_nikke_cinderella_03_87,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_87,False,,17,17,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_88,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_88,False,,S_30,S_30,1.0,,bgm_story_orangepop,,,,3,idle,,,,
d_nikke_cinderella_03_89,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_89,True,,S_30,S_30,1.0,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_90,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_90,False,,S_30,S_30,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_91,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_91,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_92,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_92,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_93,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_93,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_94,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_94,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_95,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_95,False,,S_30,S_30,1.0,,,,,,3,angry,,,,
d_nikke_cinderella_03_96,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_96,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_97,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_97,False,,S_30,S_30,1.0,,,,,,3,angry,,,,
d_nikke_cinderella_03_98,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_98,True,,S_30,S_30,1.0,,,cinderella,,,3,angry,,,,
d_nikke_cinderella_03_99,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_99,False,,S_30,S_300,0.5,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_100,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_100,True,,S_300,S_300,1.0,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_101,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_101,False,,S_300,S_300,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_102,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_102,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_103,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_103,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_104,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_104,False,,S_300,S_300,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_105,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_105,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_106,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_106,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_107,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_107,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_108,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_108,True,,S_300,S_300,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_109,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_109,False,,S_300,S_300,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_110,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_110,True,,S_300,S_30,1.0,,,cinderella,,,3,surprise,,,,
d_nikke_cinderella_03_111,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_111,False,,S_30,S_30,1.0,,,,,,3,surprise,,,,
d_nikke_cinderella_03_112,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_112,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_cinderella_03_113,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_113,False,,3,3,1.0,,,,,,3,idle,shifty,OP_leftup,idle,
d_nikke_cinderella_03_114,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_114,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_115,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_115,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_116,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_116,False,,3,3,1.0,,,,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_117,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_117,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_118,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_118,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_119,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_119,True,,3,3,1.0,,,cinderella,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_120,d_nikke_cinderella_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_03_120,False,,black,black,1.0,,,,,,3,idle,,OP_leftup,idle,shifty
d_nikke_cinderella_03_121,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_121,True,,3,3,1.0,,,shifty,,,3,idle,shifty,OP_leftup,idle,
d_nikke_cinderella_03_122,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_122,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_123,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_123,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_124,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_124,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_125,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_125,True,,3,3,1.0,,,cinderella,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_126,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_126,False,,black,black,1.0,,,,black,,3,idle,,OP_leftup,idle,shifty
d_nikke_cinderella_03_127,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_127,True,,3,3,1.0,,,shifty,,,3,idle,shifty,OP_leftup,idle,
d_nikke_cinderella_03_128,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_128,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_129,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_129,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_130,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_130,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_131,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_131,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_132,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_132,True,,3,3,1.0,,,cinderella,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_133,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_133,True,,3,3,1.0,,,cinderella,,,3,smile,,OP_leftup,idle,
d_nikke_cinderella_03_134,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_134,False,,3,3,1.0,,,,,,3,smile,,OP_leftup,idle,
d_nikke_cinderella_03_135,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_135,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_136,d_nikke_cinderella_03,Speech,shifty,Locale_NikkeEpisode:d_nikke_cinderella_03_136,True,,3,3,1.0,,,shifty,,,3,idle,,OP_leftup,idle,
d_nikke_cinderella_03_137,d_nikke_cinderella_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_03_137,False,,black,black,1.0,sfx_scn_remotesignal,,,,,3,idle,,OP_leftup,idle,shifty
d_nikke_cinderella_03_138,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_138,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_139,d_nikke_cinderella_03,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_03_139,True,,S_30,S_30,1.0,,,cinderella,,,3,idle,,,,
d_nikke_cinderella_03_140,d_nikke_cinderella_03,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_03_140,False,,S_30,S_30,1.0,,,,,,3,idle,,,,
