id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,characters/0/hide_char_id,effects/0/stop_effect_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,conversation_id,set_camera_shake,set_filter_01
d_nikke_miranda_02_35,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_35,False,,1,1,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_36,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_36,False,none,black,black,1.0,none,,1,idle,,,,miranda,fx_Eventscene_camera_recording,,,,,,,,
d_nikke_miranda_02_37,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_37,False,Police,S_10,S_10,1.0,,miranda,1,angry,fx_Eventscene_camera_recording,rec,True,,,,,,,,,,
d_nikke_miranda_02_38,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_38,True,,S_10,S_10,1.0,bgm_story_orangepop,,1,angry,,,,,,,,,,,,,
d_nikke_miranda_02_39,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_39,True,,S_10,S_100,0.5,,,1,angry,,,,,,,,,,,,,
d_nikke_miranda_02_40,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_40,True,,S_100,2,2.0,,,1,angry,,,,,,,poli,3,idle,,,,
d_nikke_miranda_02_41,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_41,True,,2,2,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_42,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_42,False,,2,2,1.0,,,1,idle,,,,,,sfx_scn_phonevibration,,3,idle,,,,
d_nikke_miranda_02_43,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_43,True,,2,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_44,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_44,False,,2,XS_30,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_45,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_45,True,,XS_30,XS_30,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_46,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_46,True,,XS_30,XS_30,1.0,,,1,idle,,,,,,,,3,sad,,,,
d_nikke_miranda_02_47,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_47,True,,S_10,S_100,0.5,,,1,angry,,,,,,,,3,sad,,,,
d_nikke_miranda_02_48,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_48,True,,XS_30,XS_30,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_49,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_49,False,,XS_30,2,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_50,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_50,True,,2,2,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_51,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_51,True,,2,2,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_52,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_52,True,,2,S_10,0.5,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_53,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_53,True,,S_10,S_100,0.5,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_54,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_54,True,,S_100,S_100,1.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_55,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_55,False,,S_100,XS_300,2.0,,,1,angry,,,,,,,,3,idle,,,,
d_nikke_miranda_02_56,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_56,True,,XS_300,XS_30,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_57,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_57,False,,black,black,1.0,,,1,idle,,,,,fx_Eventscene_camera_recording,,,3,idle,,,,
d_nikke_miranda_02_58,d_nikke_miranda_02,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_58,False,,XS_30,XS_30,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_59,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_59,True,,XS_30,XS_30,1.0,,,1,idle,,,,,,,,3,delight,,,,
d_nikke_miranda_02_60,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_60,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_61,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_61,True,,XS_30,XS_300,0.5,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_62,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_62,True,,XS_300,2,2.0,,,1,shy,,,,,,,,3,angry,,,,
d_nikke_miranda_02_63,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_63,True,,2,2,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_64,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_64,True,,2,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_65,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_65,True,,2,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_66,d_nikke_miranda_02,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_66,False,,2,2,1.0,,,1,think,,,,,,,,3,idle,,,,
d_nikke_miranda_02_67,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_67,True,,2,2,1.0,,,1,think,,,,,,,,3,idle,,,,
d_nikke_miranda_02_68,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_68,True,,2,2,1.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_69,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_69,True,,2,XS_30,1.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_70,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_70,True,,XS_30,S_10,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_71,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_71,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_72,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_72,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_73,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_73,False,,S_10,S_10,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_74,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_74,True,,S_10,XS_30,2.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_75,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_75,True,,XS_30,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_76,d_nikke_miranda_02,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_76,False,,2,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_77,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_77,True,,2,2,1.0,,,1,idle,,,,,,,,3,idle,,,,
d_nikke_miranda_02_78,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_78,False,,2,1,2.0,,,1,idle,,,,,,,,5,idle,poli,,,
d_nikke_miranda_02_79,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_79,True,,1,S_10,2.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_80,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_80,False,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_81,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_81,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_82,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_82,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_83,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_83,False,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_84,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_84,True,,S_10,S_100,0.5,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_85,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_85,True,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_86,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_86,False,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_87,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_87,False,,S_100,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_88,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_88,False,,black,black,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_89,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_89,False,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_90,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_90,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_91,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_91,True,,S_10,S_100,0.5,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_92,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_92,False,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_93,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_93,True,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_94,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_94,True,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_95,d_nikke_miranda_02,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_95,False,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_96,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_96,True,,S_100,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_97,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_97,False,,S_10,S_10,1.0,none,,1,idle,,,,,,sfx_scn_phonevibration,,,,,,,
d_nikke_miranda_02_98,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_98,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,m_nikke_miranda_02_01,,
d_nikke_miranda_02_99,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_99,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_100,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_100,False,,S_10,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_101,d_nikke_miranda_02,Speech,miranda,tvvoice,Locale_NikkeEpisode:d_nikke_miranda_02_101,False,,S_100,S_100,1.0,,,1,idle,,,,,,,,,,,,,
d_nikke_miranda_02_102,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_102,False,,S_100,1,0.5,,,1,idle,,,,,,sfx_scn_heavytrip,,,,,,Low_2,
d_nikke_miranda_02_103,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_103,True,,1,2,1.0,,,1,idle,,,,,,,poli,3,angry,,,,
d_nikke_miranda_02_104,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_104,True,,2,2,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_105,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_105,True,,2,2,1.0,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_106,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_106,True,,2,XS_30,0.5,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_107,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_107,True,,S_10,S_10,1.0,,,1,angry,,,,,,,,3,angry,,,,
d_nikke_miranda_02_108,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_108,True,,XS_30,XS_30,1.0,,,1,angry,,,,,,,,3,angry,,,,
d_nikke_miranda_02_109,d_nikke_miranda_02,Speech,tvvoice,tvvoice,Locale_NikkeEpisode:d_nikke_miranda_02_109,False,,XS_30,2,0.5,,,1,idle,,,,,,,,3,angry,,,,
d_nikke_miranda_02_110,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_110,True,,2,2,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_111,d_nikke_miranda_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_miranda_02_111,False,none,2,XS_300,1.0,,,1,idle,,,,miranda,,,,3,angry,poli,,,
d_nikke_miranda_02_112,d_nikke_miranda_02,Speech,miranda,unknown,Locale_NikkeEpisode:d_nikke_miranda_02_112,True,Police,S_10,S_100,1.0,bgm_story_crawlinganxiety,miranda,1,idle,,,,,,,poli,3,angry,,,,Grey
d_nikke_miranda_02_113,d_nikke_miranda_02,Speech,miranda,unknown,Locale_NikkeEpisode:d_nikke_miranda_02_113,True,,S_100,S_100,1.0,,,1,idle,,,,,,,,3,angry,,,,Grey
d_nikke_miranda_02_114,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_114,True,,black,black,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_115,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_115,True,,XS_300,XS_30,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_116,d_nikke_miranda_02,Speech,poli,announcer,Locale_NikkeEpisode:d_nikke_miranda_02_116,False,,XS_30,2,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_117,d_nikke_miranda_02,Speech,poli,announcer,Locale_NikkeEpisode:d_nikke_miranda_02_117,False,,2,2,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_118,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_118,True,,2,2,1.0,,,1,idle,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_119,d_nikke_miranda_02,Narration,miranda,,Locale_NikkeEpisode:d_nikke_miranda_02_119,False,,2,S_10,0.5,,,1,idle,,,,,,,,3,surprise,,m_nikke_miranda_02_02,,
d_nikke_miranda_02_120,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_120,True,,S_10,S_10,1.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_121,d_nikke_miranda_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_02_121,True,,S_10,XS_30,1.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_122,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_122,True,,XS_30,2,1.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_123,d_nikke_miranda_02,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_02_123,True,,2,S_10,2.0,,,1,think,,,,,,,,3,surprise,,,,
d_nikke_miranda_02_124,d_nikke_miranda_02,Self,,,Locale_NikkeEpisode:d_nikke_miranda_02_124,False,,S_10,S_10,1.0,,,1,think,,,,,,,,3,surprise,,,,
