id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id,set_object,set_object_position,jump_target
treasurestory_miranda_05_69,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_69,True,,S_20,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_70,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_70,True,,S_20,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_71,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_71,True,,black,black,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,miranda,favoriteitem/FavoriteItemScene_c032_00,1,
treasurestory_miranda_05_72,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_72,True,,treasurestory_miranda_03,treasurestory_miranda_01,2.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_73,treasurestory_miranda_05,Choice,,Locale_NikkeEpisode:treasurestory_miranda_05_73,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,treasurestory_miranda_05_75
treasurestory_miranda_05_74,treasurestory_miranda_05,Choice,,Locale_NikkeEpisode:treasurestory_miranda_05_74,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,treasurestory_miranda_05_75
treasurestory_miranda_05_75,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_75,True,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_76,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_76,True,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_77,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_77,True,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_78,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_78,True,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_79,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_79,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_80,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_80,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_81,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_81,True,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_82,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_82,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_83,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_83,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_84,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_84,False,,treasurestory_miranda_01,treasurestory_miranda_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_85,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_85,True,,treasurestory_miranda_01,treasurestory_miranda_02,2.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_86,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_86,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_87,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_87,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_88,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_88,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_89,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_89,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_90,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_90,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_91,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_91,False,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_92,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_92,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_93,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_93,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_94,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_94,False,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_95,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_95,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_96,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_96,False,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_97,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_97,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_98,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_98,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_99,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_99,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_100,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_100,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_101,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_101,False,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_102,treasurestory_miranda_05,Speech,,Locale_NikkeEpisode:treasurestory_miranda_05_102,True,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_103,treasurestory_miranda_05,Self,,Locale_NikkeEpisode:treasurestory_miranda_05_103,False,,treasurestory_miranda_02,treasurestory_miranda_02,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_104,treasurestory_miranda_05,Monologue,,Locale_NikkeEpisode:treasurestory_miranda_05_104,False,,black,black,1.0,,,,,,,,miranda,2,shy,,,,,,,,,,,none,,
treasurestory_miranda_05_105,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_105,True,,S_200,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_106,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_106,False,,S_20,S_20,1.0,sfx_scn_write,,,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_107,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_107,True,,S_20,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_108,treasurestory_miranda_05,Self,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_108,False,,S_20,S_20,1.0,,,,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_109,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_109,True,,S_20,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_110,treasurestory_miranda_05,Self,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_110,False,,S_20,S_20,1.0,,,,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_111,treasurestory_miranda_05,Self,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_111,False,,S_20,S_20,1.0,,,,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_112,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_112,False,,S_20,S_200,1.3,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_113,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_113,False,,S_200,S_200,1.0,,,,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_114,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_114,True,,black,black,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
