id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,fade
d_nikke_d_killerwife_04_20,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_20,True,,10,10,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_21,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_21,True,,10,10,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_22,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_22,True,,10,10,1.0,,,d_w,,,1,surprise,,
d_nikke_d_killerwife_04_23,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_23,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_24,d_nikke_d_killerwife_04,Choice,Locale_NikkeEpisode:d_nikke_d_killerwife_04_24,True,,10,10,1.0,,,d_w,,,1,idle,d_nikke_d_killerwife_04_26,
d_nikke_d_killerwife_04_25,d_nikke_d_killerwife_04,Choice,Locale_NikkeEpisode:d_nikke_d_killerwife_04_25,True,,10,10,1.0,,,d_w,,,1,idle,d_nikke_d_killerwife_04_26,
d_nikke_d_killerwife_04_26,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_26,True,,10,100,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_27,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_27,True,,100,100,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_28,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_28,True,,100,100,1.0,,,d_w,,,1,sad,,
d_nikke_d_killerwife_04_29,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_29,True,,100,100,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_30,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_30,True,,100,100,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_31,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_31,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_32,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_32,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_33,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_33,True,,100,100,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_34,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_34,True,,100,100,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_35,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_35,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_36,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_36,True,,100,10,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_37,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_37,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_38,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_38,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_39,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_39,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_40,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_40,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_41,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_41,True,,10,10,1.0,,,d_w,d_w,,1,shy,,
d_nikke_d_killerwife_04_42,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_42,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_43,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_43,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_44,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_44,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_45,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_45,True,,10,100,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_46,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_46,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_47,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_47,True,,100,100,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_48,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_48,True,,100,100,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_49,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_49,True,,100,100,1.0,,,d_w,,,1,surprise,,
d_nikke_d_killerwife_04_50,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_50,True,,100,100,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_51,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_51,True,,100,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_52,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_52,True,,10,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_53,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_53,True,,10,10,1.0,,,d_w,d_w,,1,special,,
d_nikke_d_killerwife_04_54,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_54,True,,10,10,1.0,,,d_w,,,1,special,,
d_nikke_d_killerwife_04_55,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_55,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_56,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_56,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_57,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_57,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_58,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_58,True,Hotel_n,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_59,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_59,True,,30,10,2.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_60,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_60,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_61,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_61,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_62,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_62,True,,10,10,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_63,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_63,True,,10,100,1.0,,,d_w,,,1,surprise,,
d_nikke_d_killerwife_04_64,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_64,True,,100,100,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_65,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_65,True,,100,100,1.0,,,d_w,,,1,sad,,
d_nikke_d_killerwife_04_66,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_66,True,,100,100,1.0,,,d_w,d_w,,1,void,,
d_nikke_d_killerwife_04_67,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_67,True,,100,100,1.0,,,d_w,,,1,void,,
d_nikke_d_killerwife_04_68,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_68,True,,100,100,1.0,,,d_w,,,1,void,,
d_nikke_d_killerwife_04_69,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_69,True,,100,100,1.0,,,d_w,d_w,,1,void,,
d_nikke_d_killerwife_04_70,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_70,True,,100,100,1.0,,,d_w,,,1,void,,
d_nikke_d_killerwife_04_71,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_71,True,,100,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_72,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_72,True,,10,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_73,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_73,True,,10,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_74,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_74,True,,10,10,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_75,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_75,True,,10,10,1.0,,,d_w,,,1,good,,
d_nikke_d_killerwife_04_76,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_76,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_77,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_77,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_78,d_nikke_d_killerwife_04,Narration,Locale_NikkeEpisode:d_nikke_d_killerwife_04_78,True,,1,1,1.0,sfx_scn_phonevibration,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_79,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_79,True,,1,1,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_80,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_80,True,,1,1,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_81,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_81,True,,1,10,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_82,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_82,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_83,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_83,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_84,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_84,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_85,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_85,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_86,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_86,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_87,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_87,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_88,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_88,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_89,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_89,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_90,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_90,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_91,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_91,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_92,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_92,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_93,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_93,True,,10,10,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_94,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_94,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_95,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_95,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_96,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_96,True,Hotel,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_97,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_97,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_98,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_98,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_99,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_99,True,,10,10,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_100,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_100,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_101,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_101,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_102,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_102,True,,10,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_103,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_103,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_104,d_nikke_d_killerwife_04,Narration,Locale_NikkeEpisode:d_nikke_d_killerwife_04_104,True,,100,100,1.0,sfx_scn_buggerbite,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_105,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_105,True,,100,100,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_106,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_106,True,,black,black,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_107,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_107,True,,100,100,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_108,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_108,True,,100,100,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_109,d_nikke_d_killerwife_04,Choice,Locale_NikkeEpisode:d_nikke_d_killerwife_04_109,True,,100,100,1.0,,,d_w,,,1,surprise,d_nikke_d_killerwife_04_111,
d_nikke_d_killerwife_04_110,d_nikke_d_killerwife_04,Choice,Locale_NikkeEpisode:d_nikke_d_killerwife_04_110,True,,100,100,1.0,,,d_w,,,1,surprise,d_nikke_d_killerwife_04_111,
d_nikke_d_killerwife_04_111,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_111,True,,100,100,1.0,,,d_w,d_w,,1,shy,,
d_nikke_d_killerwife_04_112,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_112,True,,100,100,1.0,,,d_w,d_w,,1,good,,
d_nikke_d_killerwife_04_113,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_113,True,,100,100,1.0,,,d_w,,,1,good,,
d_nikke_d_killerwife_04_114,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_114,True,Hotel_n,black,black,1.0,,none,d_w,,,1,idle,,
d_nikke_d_killerwife_04_115,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_115,True,,100,10,1.0,,bgm_story_inwonderland,d_w,d_w,,1,idle,,black
d_nikke_d_killerwife_04_116,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_116,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_117,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_117,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_118,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_118,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_119,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_119,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_120,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_120,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_121,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_121,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_122,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_122,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_123,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_123,True,,10,10,1.0,,,d_w,d_w,,1,surprise,,
d_nikke_d_killerwife_04_124,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_124,True,,10,10,1.0,,,d_w,,,1,surprise,,
d_nikke_d_killerwife_04_125,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_125,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_126,d_nikke_d_killerwife_04,Monologue,Locale_NikkeEpisode:d_nikke_d_killerwife_04_126,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_127,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_127,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_128,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_128,True,,10,10,1.0,,,d_w,d_w,,1,idle,,
d_nikke_d_killerwife_04_129,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_129,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_130,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_130,True,,10,10,1.0,,,d_w,,,1,idle,,
d_nikke_d_killerwife_04_131,d_nikke_d_killerwife_04,Speech,Locale_NikkeEpisode:d_nikke_d_killerwife_04_131,True,,10,10,1.0,,,d_w,d_w,,1,sad,,
d_nikke_d_killerwife_04_132,d_nikke_d_killerwife_04,Self,Locale_NikkeEpisode:d_nikke_d_killerwife_04_132,True,,10,10,1.0,,,d_w,,,1,surprise,,
