id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01
d_nikke_crown_03_34,d_nikke_crown_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_crown_03_34,True,,7,void,,5,surprise,,3,idle,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_35,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_35,True,,7,void,,5,surprise,,3,idle,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_36,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_36,True,,7,idle,,5,idle,,3,idle,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_37,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_37,False,,7,idle,,5,idle,,3,idle,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_38,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_38,True,,7,idle,,5,idle,,3,idle,,1,idle,CrownCasltePanorama_d,19,17,1.0,,Vignetting
d_nikke_crown_03_39,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_39,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_40,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_41,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_42,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_43,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_43,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_44,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_44,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_45,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_45,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,17,1.0,,Vignetting
d_nikke_crown_03_46,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_46,True,,7,idle,,5,idle,,3,idle,,1,idle,Crowncastlebedroom_n,17,19,1.0,,Vignetting
d_nikke_crown_03_47,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_47,True,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_48,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_48,True,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_49,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_49,True,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_50,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_50,True,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_51,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_51,False,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_52,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_52,False,,7,idle,,5,idle,,3,smile,,1,idle,,19,19,1.0,,Vignetting
d_nikke_crown_03_53,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_53,True,,7,idle,,5,idle,,3,idle,,1,idle,Desert_02,19,2,1.0,,
d_nikke_crown_03_54,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_54,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_55,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_55,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_56,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_56,True,,7,idle,,5,idle,,3,angry,,1,idle,,2,2,1.0,,
d_nikke_crown_03_57,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_57,True,,7,idle,,5,idle,,3,angry,,1,idle,,2,2,1.0,,
d_nikke_crown_03_58,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_58,True,,7,idle,,5,idle,,3,angry,,1,idle,,2,2,1.0,,
d_nikke_crown_03_59,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_59,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_60,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_60,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_61,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_61,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_62,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_62,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_63,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_63,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,XXS_30,1.0,,
d_nikke_crown_03_64,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_64,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_65,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_65,True,,7,idle,,5,idle,,3,smile,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_66,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_66,True,,7,idle,,5,idle,,3,smile,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_67,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_67,False,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_68,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_68,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_69,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_69,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_70,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_70,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_71,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_71,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_72,d_nikke_crown_03,Self,Self,,Locale_NikkeEpisode:d_nikke_crown_03_72,False,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_73,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_73,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_74,d_nikke_crown_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_crown_03_74,True,,7,idle,,5,delight,,3,idle,,1,idle,,6,6,1.0,,
d_nikke_crown_03_75,d_nikke_crown_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_crown_03_75,True,,7,idle,,5,delight,,3,idle,,1,idle,,6,6,1.0,,
d_nikke_crown_03_76,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_76,True,,7,idle,,5,delight,,3,smile,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_77,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_77,True,,7,idle,,5,delight,,3,smile,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_78,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_78,True,,7,idle,,5,idle,,3,smile,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_79,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_79,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_80,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_80,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_81,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_81,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_82,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_82,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_83,d_nikke_crown_03,Self,chime,,Locale_NikkeEpisode:d_nikke_crown_03_83,False,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,XXS_30,1.0,,
d_nikke_crown_03_84,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_84,True,,7,idle,,5,idle,,3,idle,,1,idle,,XXS_30,2,1.0,,
d_nikke_crown_03_85,d_nikke_crown_03,Self,crown,,Locale_NikkeEpisode:d_nikke_crown_03_85,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_86,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_86,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_87,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_87,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_88,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_88,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_89,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_89,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_90,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_90,True,,7,idle,,5,surprise,,3,smile,,1,idle,,2,2,1.0,,
d_nikke_crown_03_91,d_nikke_crown_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_crown_03_91,True,,7,worry,,5,surprise,,3,smile,,1,idle,,6,6,1.0,,
d_nikke_crown_03_92,d_nikke_crown_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_crown_03_92,True,,7,worry,,5,surprise,,3,idle,,1,idle,,6,6,1.0,,
d_nikke_crown_03_93,d_nikke_crown_03,Self,neon,,Locale_NikkeEpisode:d_nikke_crown_03_93,False,,7,worry,,5,surprise,,3,idle,,1,idle,,6,6,1.0,,
d_nikke_crown_03_94,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_94,True,,7,worry,,5,idle,,3,idle,,1,think,,1,10,1.0,,
d_nikke_crown_03_95,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_95,True,,7,idle,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
d_nikke_crown_03_96,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_96,True,,7,idle,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
d_nikke_crown_03_97,d_nikke_crown_03,Self,crown,,Locale_NikkeEpisode:d_nikke_crown_03_97,False,,7,idle,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
d_nikke_crown_03_98,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_98,True,,7,idle,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
d_nikke_crown_03_99,d_nikke_crown_03,Self,crown,,Locale_NikkeEpisode:d_nikke_crown_03_99,False,,7,idle,,5,idle,,3,idle,,1,idle,,10,10,1.0,,
d_nikke_crown_03_100,d_nikke_crown_03,Speech,crown,crown,Locale_NikkeEpisode:d_nikke_crown_03_100,False,,7,idle,,5,idle,,3,idle,,1,idle,,10,2,1.0,,
d_nikke_crown_03_101,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_101,False,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
d_nikke_crown_03_102,d_nikke_crown_03,Speech,chime,chime,Locale_NikkeEpisode:d_nikke_crown_03_102,True,,7,idle,,5,idle,,3,idle,,1,idle,,2,2,1.0,,
