id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/0/hide_char_id,set_camera_shake
d_nikke_tia_02_25,d_nikke_tia_02,Speech,ade,Locale_NikkeEpisode:d_nikke_tia_02_25,True,,130,130,1.0,,,ade,,3,idle,,13,idle,,15,idle,,1,idle,,,,,,,,,
d_nikke_tia_02_26,d_nikke_tia_02,Self,Self,Locale_NikkeEpisode:d_nikke_tia_02_26,False,,130,130,1.0,,,,,3,idle,,13,idle,,15,idle,,1,idle,,,,,,,,,
d_nikke_tia_02_27,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_27,True,,2,2,1.0,,,tia,,3,delight,,13,idle,,15,idle,,1,idle,,,,,,,,,
d_nikke_tia_02_28,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_28,True,,2,2,1.0,,,cocoa,,3,delight,,13,idle,,15,idle,,1,delight,,,,,,,,,
d_nikke_tia_02_29,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_29,False,,black,black,1.0,,none,,,3,idle,,13,idle,,15,idle,,1,delight,cocoa,ade,soda,maleguest,5,idle,,,
d_nikke_tia_02_30,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_30,True,,4,4,1.0,,bgm_story_girlstalk,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_31,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_31,True,,4,4,1.0,,,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_32,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_32,True,,4,4,1.0,,,maleguest,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_33,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_33,True,,4,30,1.5,,,tia,,3,think,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_34,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_34,False,,30,30,1.0,,,maleguest,,3,think,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_35,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_35,True,,30,30,1.0,,,tia,,3,think,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_36,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_36,True,,30,30,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_37,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_37,True,,30,50,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_38,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_38,True,,50,50,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_39,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_39,True,,50,30,1.0,,,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_40,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_40,True,,30,30,1.0,,,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_41,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_41,True,,30,4,1.0,,,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_42,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_42,True,,4,4,1.0,,,maleguest,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_43,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_43,True,,4,4,1.0,,,tia,,3,idle,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_44,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_44,True,,4,4,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_45,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_45,True,,4,4,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_46,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_46,True,,4,30,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_47,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_47,True,,30,30,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_48,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_48,False,,black,black,1.0,,,,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_49,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_49,True,,4,4,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_50,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_50,True,,4,4,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_51,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_51,False,,4,30,2.0,,,,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_52,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_52,True,,30,30,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_53,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_53,True,,30,30,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_54,d_nikke_tia_02,Speech,maleguest,Locale_NikkeEpisode:d_nikke_tia_02_54,True,,30,30,1.0,,,maleguest,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_55,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_55,True,,30,30,1.0,,,tia,,3,delight,,,,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_56,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_56,True,,30,12,2.0,,,cocoa,,3,idle,ade,13,idle,soda,15,idle,cocoa,1,idle,,,,,5,idle,,,
d_nikke_tia_02_57,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_57,True,,12,12,1.0,,,cocoa,,3,idle,,13,idle,,15,idle,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_58,d_nikke_tia_02,Speech,ade,Locale_NikkeEpisode:d_nikke_tia_02_58,True,,12,12,1.0,,,ade,,3,idle,,13,idle,,15,idle,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_59,d_nikke_tia_02,Speech,ade,Locale_NikkeEpisode:d_nikke_tia_02_59,True,,12,12,1.0,,,ade,,3,idle,,13,idle,,15,idle,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_60,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_60,True,,12,14,1.0,,,soda,,3,idle,,13,idle,,15,shy,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_61,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_61,True,,14,14,1.0,,,soda,,3,idle,,13,idle,,15,shy,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_62,d_nikke_tia_02,Self,Self,Locale_NikkeEpisode:d_nikke_tia_02_62,False,,14,14,1.0,,,,,3,idle,,13,idle,,15,shy,,1,idle,,,,,5,idle,,,
d_nikke_tia_02_63,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_63,False,,black,black,1.0,,none,,,3,idle,,13,idle,,15,idle,,1,idle,cocoa,,soda,,5,idle,maleguest,,
d_nikke_tia_02_64,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_64,False,,black,black,1.0,,,,,3,idle,,13,idle,,,,,,,,,,,,,,,
d_nikke_tia_02_65,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_65,False,,black,black,1.0,,,,,3,idle,,13,idle,,,,,,,,,,femaleguest,5,idle,,,
d_nikke_tia_02_66,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_66,True,,4,4,1.0,,bgm_story_kneeldownfools,tia,,3,think,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_67,d_nikke_tia_02,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_tia_02_67,True,,4,4,1.0,,,femaleguest,,3,think,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_68,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_68,True,,4,4,1.0,,,tia,,3,think,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_69,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_69,True,,4,4,1.0,,,tia,,3,think,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_70,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_70,True,,4,4,1.0,,,tia,,4,delight,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_71,d_nikke_tia_02,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_tia_02_71,True,,4,4,1.0,,,femaleguest,,3,delight,,13,idle,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_72,d_nikke_tia_02,Speech,ade,Locale_NikkeEpisode:d_nikke_tia_02_72,True,,4,13,1.0,,,ade,,3,idle,,13,worried,,,,,,,,,,,5,idle,,,
d_nikke_tia_02_73,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_73,False,,black,black,1.0,,,,,3,idle,,13,worried,,,,,,,,ade,,,5,idle,femaleguest,,
d_nikke_tia_02_74,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_74,True,,3,3,1.0,,,tia,,3,worry,,,,,,,,,,,,,,,,,,
d_nikke_tia_02_75,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_75,True,,3,3,1.0,,,tia,,3,worry,,,,,,,,,,,,,,,,,,
d_nikke_tia_02_76,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_76,True,,3,3,1.0,,,tia,,3,worry,,,,,,,,,,,,,,,,,,
d_nikke_tia_02_77,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_77,False,,black,black,1.0,,,,,3,worry,,,,,,,,,,,,,,,,,,
d_nikke_tia_02_78,d_nikke_tia_02,Speech,oldman,Locale_NikkeEpisode:d_nikke_tia_02_78,True,,black,black,1.0,,,oldman,,3,idle,,,,,,,,,,,,,,,,,,
d_nikke_tia_02_79,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_79,True,,15,15,1.0,,,soda,,3,idle,,,,soda,15,idle,,,,,,,,,,,,
d_nikke_tia_02_80,d_nikke_tia_02,Speech,oldman,Locale_NikkeEpisode:d_nikke_tia_02_80,True,,15,15,1.0,,,oldman,,3,idle,,,,,15,idle,,,,,,,,,,,,
d_nikke_tia_02_81,d_nikke_tia_02,Speech,oldman,Locale_NikkeEpisode:d_nikke_tia_02_81,True,,15,15,1.0,,,oldman,,3,idle,,,,,15,idle,,,,,,,,,,,,
d_nikke_tia_02_82,d_nikke_tia_02,Speech,oldman,Locale_NikkeEpisode:d_nikke_tia_02_82,True,,15,15,1.0,,,oldman,,3,idle,,,,,15,idle,,,,,,,,,,,,
d_nikke_tia_02_83,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_83,True,,15,15,1.0,,,soda,,3,idle,,,,,15,sad,,,,,,,,,,,,
d_nikke_tia_02_84,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_84,False,,black,black,1.0,,,,,3,idle,,,,,15,sad,,,,,,,,,,,,
d_nikke_tia_02_85,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_85,True,,2,2,1.0,,,soda,,3,idle,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_86,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_86,True,,2,2,1.0,,,soda,,3,idle,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_87,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_87,True,,2,2,1.0,,,soda,,3,idle,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_88,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_88,True,,2,2,1.0,,,tia,,3,delight,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_89,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_89,True,,2,2,1.0,,,tia,,3,delight,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_90,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_90,True,,2,2,1.0,,,tia,,3,delight,,,,,1,shy,,,,,,,,,,,,
d_nikke_tia_02_91,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_91,False,,2,S_10,1.0,,,soda,,3,delight,,,,,1,sad,,,,,,,,,,,,
d_nikke_tia_02_92,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_92,False,,black,black,1.0,,,,,3,idle,,,,,15,sad,cocoa,1,idle,,,soda,,,,,,
d_nikke_tia_02_93,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_93,True,,2,2,1.0,,,cocoa,,3,idle,,,,,,,,1,idle,,,,,,,,,
d_nikke_tia_02_94,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_94,False,,2,2,1.0,,,tia,,3,think,,,,,,,,1,idle,,,,,,,,,
d_nikke_tia_02_95,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_95,True,,2,2,1.0,,,cocoa,,3,think,,,,,,,,1,idle,,,,,,,,,
d_nikke_tia_02_96,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_96,True,,2,2,1.0,,,tia,,3,worry,,,,,,,,1,idle,,,,,,,,,
d_nikke_tia_02_97,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_97,True,,2,2,1.0,,,cocoa,,3,worry,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_98,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_98,True,,2,30,1.0,,,tia,,3,sad,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_99,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_99,True,,30,30,1.0,,,tia,,3,sad,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_100,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_100,True,,30,30,1.0,,,tia,,3,sad,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_101,d_nikke_tia_02,Speech,tia,Locale_NikkeEpisode:d_nikke_tia_02_101,True,,30,30,1.0,,,tia,,3,sad,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_102,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_102,False,,black,black,1.0,,,,,3,sad,,,,,,,,1,surprised,,,,,,,,tia,
d_nikke_tia_02_103,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_103,False,,black,black,1.0,,,,,,,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_104,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_104,True,,1,XS_100,0.5,,,cocoa,,,,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_105,d_nikke_tia_02,Speech,cocoa,Locale_NikkeEpisode:d_nikke_tia_02_105,True,,XS_100,XS_100,1.0,,,cocoa,,,,,,,,,,,1,surprised,,,,,,,,,
d_nikke_tia_02_106,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_106,False,,black,black,1.0,,,,,,,ade,15,worried,soda,15,idle,,1,idle,,,,,,,,,
d_nikke_tia_02_107,d_nikke_tia_02,Speech,ade,Locale_NikkeEpisode:d_nikke_tia_02_107,True,,13,13,1.0,,,ade,,,,,13,worried,,15,idle,,1,idle,,,,,,,,,
d_nikke_tia_02_108,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_108,True,,13,15,0.3,,,soda,,,,,13,worried,,15,shy,,1,idle,,,,,,,,,
d_nikke_tia_02_109,d_nikke_tia_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_tia_02_109,False,,15,15,1.0,sfx_scn_bottlebreak,,,,,,,13,worried,,15,shy,,1,idle,,,,,,,,,Low_2
d_nikke_tia_02_110,d_nikke_tia_02,Speech,soda,Locale_NikkeEpisode:d_nikke_tia_02_110,True,,15,S_150,1.0,,,soda,,,,,13,worried,,15,sad,,1,idle,,,,,,,,,
d_nikke_tia_02_111,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_111,False,,black,black,1.0,,,,,,,,13,worried,,15,sad,,1,idle,,,,,,,,,
d_nikke_tia_02_112,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_112,False,,black,black,1.0,,,,,,,,13,worried,,15,sad,,1,idle,,,,,,,,,
d_nikke_tia_02_113,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_113,False,,black,black,1.0,,,,,,,,13,worried,,15,sad,,1,idle,,,,,,,,,
d_nikke_tia_02_114,d_nikke_tia_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_tia_02_114,False,,black,black,1.0,,,,,,,,13,worried,,15,sad,,1,idle,,,,,,,,,
