id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,conversation_id,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_filter_01,set_camera_shake,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_vesti_05_40,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_40,False,,,170,170,1.0,,,vesti,,,,,,Grey,,,,,,,,,,
d_nikke_vesti_05_41,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_41,False,NikkeRoom,,170,150,1.0,sfx_scn_bookdrop,none,vesti,,,,,,,,,,,,,,,,
d_nikke_vesti_05_42,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_42,True,,,150,XS_10,0.5,,,vesti,vesti,vesti,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_43,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_43,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_44,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_44,False,,,XS_10,XS_10,1.0,,,vesti,,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_45,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_45,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_46,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_46,True,,,XS_10,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_47,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_47,False,,,XS_100,XS_100,1.0,sfx_scn_heavytrip,,vesti,,,1,shy,,,Low_2,,,,,,,,,
d_nikke_vesti_05_48,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_48,True,,,XS_100,XS_100,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_49,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_49,False,,,XS_100,XS_100,1.0,,,vesti,,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_50,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_50,True,,,XS_100,XS_10,0.5,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_51,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_51,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_52,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_52,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_53,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_53,True,,,XS_10,XS_10,1.0,,bgm_story_shapeofhope,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_54,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_54,False,,,XS_10,XS_10,1.0,,,vesti,,,1,idle,,,,d_nikke_vesti_05_56,,,,,,,,
d_nikke_vesti_05_55,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_55,False,,,XS_10,XS_10,1.0,,,vesti,,,1,idle,,,,d_nikke_vesti_05_57,,,,,,,,
d_nikke_vesti_05_56,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_56,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,d_nikke_vesti_05_58,,,,,,,,
d_nikke_vesti_05_57,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_57,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,d_nikke_vesti_05_58,,,,,,,,
d_nikke_vesti_05_58,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_58,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_59,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_59,False,,,XS_10,XS_10,1.0,,,vesti,,,1,shy,,,,d_nikke_vesti_05_61,,,,,,,,
d_nikke_vesti_05_60,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_60,False,,,XS_10,XS_10,1.0,,,vesti,,,1,shy,,,,d_nikke_vesti_05_61,,,,,,,,
d_nikke_vesti_05_61,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_61,True,,,XS_10,XS_100,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_62,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_62,False,,,XS_100,XS_100,1.0,,,vesti,,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_63,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_63,True,,,XS_100,XS_100,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_64,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_64,True,,,XS_100,XS_100,1.0,,,vesti,vesti,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_65,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_65,False,,,XS_100,XS_100,1.0,,,vesti,,,1,idle,,,,,,,,,,,,
d_nikke_vesti_05_66,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_66,True,,,XS_100,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_67,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_67,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_68,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_68,False,,,XS_10,XS_10,1.0,,,vesti,,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_69,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_69,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_70,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_70,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_71,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_71,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_72,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_72,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_73,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_73,True,,,XS_10,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_74,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_74,False,,,XS_100,XS_100,1.0,,,vesti,,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_75,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_75,True,,,XS_100,XS_10,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_76,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_76,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,sad,,,,,,,,,,,,
d_nikke_vesti_05_77,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_77,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,sad,,,,,,,,,,,,
d_nikke_vesti_05_78,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_78,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,sad,,,,,,,,,,,,
d_nikke_vesti_05_79,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_79,False,,,XS_10,XS_10,1.0,,,vesti,,,1,sad,,,,,,,,,,,,
d_nikke_vesti_05_80,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_80,False,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,sad,,,,,,,,,,,,
d_nikke_vesti_05_81,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_81,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_82,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_82,True,,,XS_10,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_83,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_83,False,,,XS_100,XS_100,1.0,,,vesti,,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_84,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_84,True,,,XS_100,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_85,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_85,False,,,XS_100,XS_100,1.0,,,vesti,,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_86,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_86,True,,,XS_100,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_87,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_87,True,,,XS_100,XS_100,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_88,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_88,True,,,XS_100,XS_10,0.5,,,vesti,vesti,,1,shy,,,,,,,,,,,,
d_nikke_vesti_05_89,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_89,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,sad,,,Low_2,,,,,,,,,
d_nikke_vesti_05_90,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_90,False,,,black,black,1.0,sfx_scn_dooropenfast,none,vesti,,,1,sad,,,,,eunhwa,5,idle,,,,,
d_nikke_vesti_05_91,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_91,True,,,53,53,0.3,,,emma,emma,,1,sad,,,,,,5,idle,emma,3,idle,,
d_nikke_vesti_05_92,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_92,True,,,53,53,0.5,,bgm_story_epicjazzymoods,eunhwa,eunhwa,,1,sad,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_93,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_93,True,,,53,53,0.3,,,eunhwa,eunhwa,,1,sad,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_94,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_94,False,,,53,53,1.0,,,eunhwa,,,1,sad,,,,d_nikke_vesti_05_96,,5,idle,,3,idle,,
d_nikke_vesti_05_95,d_nikke_vesti_05,Choice,Locale_NikkeEpisode:d_nikke_vesti_05_95,False,,,53,53,1.0,,,eunhwa,,,1,sad,,,,d_nikke_vesti_05_96,,5,idle,,3,idle,,
d_nikke_vesti_05_96,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_96,True,,,53,53,0.3,,,emma,emma,,1,sad,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_97,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_97,True,,,XS_10,XS_10,0.5,,,vesti,vesti,,1,sad,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_98,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_98,True,,,XS_10,53,1.0,,,eunhwa,eunhwa,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_99,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_99,True,,,53,53,1.0,,,eunhwa,eunhwa,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_100,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_100,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_101,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_101,False,,,50,50,1.0,,,eunhwa,eunhwa,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_102,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_102,True,,,XS_10,XS_10,1.0,,,vesti,vesti,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_103,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_103,True,,,30,30,1.0,,,emma,emma,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_104,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_104,True,,,XS_10,XS_10,1.0,,none,vesti,vesti,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_105,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_105,True,,,XS_10,53,1.0,,,eunhwa,eunhwa,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_106,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_106,True,,,53,53,1.0,,,emma,emma,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_107,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_107,False,,,53,1,1.0,,,vesti,vesti,,1,shy,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_108,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_108,True,,,1,1,1.0,,,vesti,vesti,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_109,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_109,True,,,1,1,1.0,,,eunhwa,eunhwa,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_110,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_110,True,,,1,XS_10,1.0,,bgm_story_sunnycarnival,vesti,vesti,,1,angry,,Red,Low_2,,,5,idle,,3,idle,,
d_nikke_vesti_05_111,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_111,False,,,50,50,0.5,,,eunhwa,eunhwa,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_112,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_112,False,,,30,30,1.0,,,emma,emma,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_113,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_113,True,,,30,53,1.0,,,eunhwa,eunhwa,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_114,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_114,True,,,53,53,1.0,,,emma,emma,,1,angry,,,,,,5,idle,,3,idle,,
d_nikke_vesti_05_115,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_115,False,,,53,53,1.0,,,emma,,,1,angry,,,,,,5,idle,,3,idle,emma,eunhwa
d_nikke_vesti_05_116,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_116,False,,,53,1,1.0,,,emma,,,1,angry,,,,,,,,,,,,
d_nikke_vesti_05_117,d_nikke_vesti_05,Speech,Locale_NikkeEpisode:d_nikke_vesti_05_117,True,,,1,1,1.0,,,vesti,vesti,,1,angry,,,,,,,,,,,,
d_nikke_vesti_05_118,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_118,False,black,,1,1,1.0,sfx_scn_3shotgun,,vesti,,,1,angry,vesti,,Low_2,,,,,,,,,
d_nikke_vesti_05_119,d_nikke_vesti_05,Narration,Locale_NikkeEpisode:d_nikke_vesti_05_119,False,black,,1,1,1.0,sfx_scn_smash,,vesti,,,,,,,Low_2,,,,,,,,,
d_nikke_vesti_05_120,d_nikke_vesti_05,Monologue,Locale_NikkeEpisode:d_nikke_vesti_05_120,False,NikkeRoom,,1,1,1.0,,,vesti,,,,,,,,,,,,,,,,
d_nikke_vesti_05_121,d_nikke_vesti_05,Self,Locale_NikkeEpisode:d_nikke_vesti_05_121,False,,,1,1,1.0,,,vesti,,,,,,,,,,,,,,,,
d_nikke_vesti_05_122,d_nikke_vesti_05,Monologue,Locale_NikkeEpisode:d_nikke_vesti_05_122,False,none,,black,black,1.0,,,vesti,,,,,,,,,,,,,,,,
