id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_rei_04_18,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_18,False,,XS_100,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_19,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_19,False,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_20,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_20,False,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_21,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_21,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_22,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_22,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_23,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_23,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_24,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_24,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_25,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_25,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_26,d_nikke_rei_04,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_04_26,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_28,,,,1,cry,,,,,,,
d_nikke_rei_04_27,d_nikke_rei_04,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_04_27,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_33,,,,1,cry,,,,,,,
d_nikke_rei_04_28,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_28,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_29,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_29,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_30,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_30,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_31,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_31,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_32,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_32,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_36,,,,1,cry,,,,,,,
d_nikke_rei_04_33,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_33,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_34,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_34,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_35,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_35,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_36,,,,1,cry,,,,,,,
d_nikke_rei_04_36,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_36,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_37,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_37,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_38,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_38,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_39,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_39,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_40,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_40,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_41,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_41,False,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_42,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_42,True,,XS_10,XS_100,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_43,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_43,False,,XS_100,XS_100,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_44,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_44,True,,XS_100,1,0.6,,,,,,1,cry,,,,,,,
d_nikke_rei_04_45,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_45,True,,1,1,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_46,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_46,True,,1,1,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_47,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_47,False,,1,1,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_48,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_48,True,,1,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_49,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_49,True,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_50,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_50,True,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_51,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_51,True,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_52,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_52,True,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_53,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_53,False,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_04_54,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_54,True,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,
d_nikke_rei_04_55,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_55,False,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,
d_nikke_rei_04_56,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_56,True,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_57,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_57,False,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_58,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_58,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_59,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_59,False,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_60,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_60,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_61,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_61,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_62,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_62,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_63,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_63,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_64,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_64,False,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_65,d_nikke_rei_04,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_04_65,False,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_66,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_66,False,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_04_67,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_67,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_68,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_68,True,,XS_10,XS_10,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_69,d_nikke_rei_04,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_04_69,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_72,,,,1,cry,,,,,,,
d_nikke_rei_04_70,d_nikke_rei_04,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_04_70,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_71,,,,1,cry,,,,,,,
d_nikke_rei_04_71,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_71,False,,XS_10,XS_10,1.0,,d_nikke_rei_04_72,,,,1,surprise,,,,,,,
d_nikke_rei_04_72,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_72,True,,XS_10,1,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_73,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_73,True,,1,1,1.0,,,,,,1,cry,,,,,,,
d_nikke_rei_04_74,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_74,True,Classroom,5,5,1.0,bgm_story_herecomestrouble,,black,,,1,idle,,ein,4,surprise,zwei,6,idle
d_nikke_rei_04_75,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_75,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_76,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_76,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_77,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_77,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_78,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_78,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_79,d_nikke_rei_04,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_04_79,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_80,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_80,True,,5,5,1.0,,,,,,1,idle,,,4,surprise,,6,idle
d_nikke_rei_04_81,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_81,False,,5,1,1.0,,,,,,1,angry,,,4,delight,,6,idle
d_nikke_rei_04_82,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_82,True,,1,1,1.0,,,,,,1,angry,,,4,delight,,6,idle
d_nikke_rei_04_83,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_83,True,,1,1,1.0,,,,,,1,angry,,,4,delight,,6,idle
d_nikke_rei_04_84,d_nikke_rei_04,Narration,,,Locale_NikkeEpisode:d_nikke_rei_04_84,False,,1,1,1.0,,,,,,1,angry,,,4,delight,,6,idle
d_nikke_rei_04_85,d_nikke_rei_04,Self,,,Locale_NikkeEpisode:d_nikke_rei_04_85,False,,1,1,1.0,,,,,,1,angry,,,4,delight,,6,idle
d_nikke_rei_04_86,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_86,True,,1,1,1.0,,,,,,1,idle,,,3,surprise,,13,idle
d_nikke_rei_04_87,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_87,True,,1,2,1.0,,,,,,1,idle,,,3,surprise,,13,idle
d_nikke_rei_04_88,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_88,True,,2,2,1.0,,,,,,1,idle,,,3,idle,,13,idle
d_nikke_rei_04_89,d_nikke_rei_04,Self,,,Locale_NikkeEpisode:d_nikke_rei_04_89,False,,2,2,1.0,,,,,,1,idle,,,3,idle,,13,idle
d_nikke_rei_04_90,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_90,True,,2,30,1.0,,,,,,1,idle,,,3,surprise,,13,idle
d_nikke_rei_04_91,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_91,True,,30,30,1.0,,,,,,1,idle,,,3,surprise,,13,idle
d_nikke_rei_04_92,d_nikke_rei_04,Narration,,,Locale_NikkeEpisode:d_nikke_rei_04_92,False,,black,black,1.0,,,,sfx_scn_drone,,1,surprise,,,3,surprise,,13,idle
d_nikke_rei_04_93,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_93,False,,30,3,1.0,none,,,,,1,surprise,,,3,idle,,13,surprise
d_nikke_rei_04_94,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_94,True,,3,3,1.0,,,,,,1,surprise,,,3,idle,,13,surprise
d_nikke_rei_04_95,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_95,True,,XS_10,XS_100,0.6,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_96,d_nikke_rei_04,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_rei_04_96,False,,XS_100,XS_100,1.0,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_97,d_nikke_rei_04,Speech,rei,naru2,Locale_NikkeEpisode:d_nikke_rei_04_97,False,,XS_100,XS_100,1.0,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_98,d_nikke_rei_04,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_04_98,False,,XS_100,XS_100,1.0,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_99,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_99,False,,30,30,1.0,,,,sfx_scn_electricfail,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_100,d_nikke_rei_04,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_04_100,False,,130,130,1.0,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_101,d_nikke_rei_04,Self,,,Locale_NikkeEpisode:d_nikke_rei_04_101,False,,130,130,1.0,,,,,,1,no,,,3,idle,,13,surprise
d_nikke_rei_04_102,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_102,True,,30,30,1.0,bgm_story_orangepop,,,,,1,angry,,,3,idle,,13,surprise
d_nikke_rei_04_103,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_103,True,,30,2,1.0,,,,,,1,angry,,,3,idle,,13,idle
d_nikke_rei_04_104,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_104,True,,2,2,1.0,,,,,,1,angry,,,3,idle,,13,idle
d_nikke_rei_04_105,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_105,True,,2,2,1.0,,,,,,1,angry,,,3,idle,,13,idle
d_nikke_rei_04_106,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_106,True,,2,2,1.0,,,,,,1,cry,,,3,idle,,13,idle
d_nikke_rei_04_107,d_nikke_rei_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_04_107,True,,2,2,1.0,,,,,,1,cry,,,3,idle,,13,idle
d_nikke_rei_04_108,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_108,False,,2,30,1.0,,,,,,1,cry,,,3,idle,,13,idle
d_nikke_rei_04_109,d_nikke_rei_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_04_109,True,,30,30,1.0,,,,,,1,cry,,,3,no,,13,idle
