id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_noise_01_21,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_21,True,,50,50,1.0,,Grey,,,,5,smile,,,,,,,
d_nikke_noise_01_22,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_22,False,,black,black,1.0,none,Grey,sfx_scn_crowdlaugh,,,5,smile,,,,,,,
d_nikke_noise_01_23,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_23,True,CommanderRoom,black,black,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_24,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_24,True,,1,1,1.0,bgm_story_breakaway,,,,,1,sad,,,,,,,
d_nikke_noise_01_25,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_25,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_26,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_26,False,,1,10,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_27,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_27,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_28,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_28,False,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_29,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_29,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_30,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_30,False,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_31,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_31,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_32,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_32,False,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_33,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_33,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_34,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_34,False,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_35,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_35,True,,10,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_36,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_36,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_37,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_37,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_38,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_38,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_39,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_39,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_40,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_40,False,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_41,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_41,False,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_42,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_42,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_43,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_43,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_44,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_44,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_45,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_45,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_46,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_46,False,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_47,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_47,False,,1,100,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_48,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_48,False,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_49,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_49,True,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_50,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_50,False,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_51,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_51,False,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_52,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_52,False,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_53,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_53,True,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_54,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_54,True,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_55,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_55,False,,100,100,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_56,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_56,True,,100,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_57,d_nikke_noise_01,Choice,,,Locale_NikkeEpisode:d_nikke_noise_01_57,False,,1,1,1.0,,,,d_nikke_noise_01_59,,1,sad,,,,,,,
d_nikke_noise_01_58,d_nikke_noise_01,Choice,,,Locale_NikkeEpisode:d_nikke_noise_01_58,False,,1,1,1.0,,,,d_nikke_noise_01_60,,1,sad,,,,,,,
d_nikke_noise_01_59,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_59,True,,1,1,1.0,,,,d_nikke_noise_01_62,,1,sad,,,,,,,
d_nikke_noise_01_60,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_60,True,,1,1,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_61,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_61,True,,1,1,1.0,,,,d_nikke_noise_01_62,,1,sad,,,,,,,
d_nikke_noise_01_62,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_62,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_63,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_63,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_64,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_64,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_65,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_65,False,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_66,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_66,True,,1,10,1.0,,,,,,1,sad,,,,,,,
d_nikke_noise_01_67,d_nikke_noise_01,Choice,,,Locale_NikkeEpisode:d_nikke_noise_01_67,False,,10,10,1.0,,,,d_nikke_noise_01_69,,1,sad,,,,,,,
d_nikke_noise_01_68,d_nikke_noise_01,Choice,,,Locale_NikkeEpisode:d_nikke_noise_01_68,False,,10,10,1.0,,,,d_nikke_noise_01_70,,1,sad,,,,,,,
d_nikke_noise_01_69,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_69,True,,10,10,1.0,,,,d_nikke_noise_01_71,,1,idle,,,,,,,
d_nikke_noise_01_70,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_70,True,,10,10,1.0,,,,d_nikke_noise_01_71,,1,idle,,,,,,,
d_nikke_noise_01_71,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_71,False,,10,10,1.0,,,,,,1,think,,,,,,,
d_nikke_noise_01_72,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_72,True,,10,10,1.0,,,,,,1,angry,,,,,,,
d_nikke_noise_01_73,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_73,True,,10,10,1.0,,,,,,1,angry,,,,,,,
d_nikke_noise_01_74,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_74,True,,10,10,1.0,,,,,,1,angry,,,,,,,
d_nikke_noise_01_75,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_75,False,,10,10,1.0,,,,,,1,angry,,,,,,,
d_nikke_noise_01_76,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_76,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_77,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_77,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_78,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_78,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_79,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_79,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_80,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_80,False,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_81,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_81,True,,10,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_82,d_nikke_noise_01,Speech,noise,noise,Locale_NikkeEpisode:d_nikke_noise_01_82,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_83,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_83,False,,1,1,1.0,,,,,,5,idle,noise,,,,,,
d_nikke_noise_01_84,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_84,False,,black,black,1.0,none,,,,anis,1,idle,,,,,,,
d_nikke_noise_01_85,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_85,False,,black,black,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_86,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_86,True,,1,1,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_87,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_87,True,,1,1,1.0,,,,,,1,worry,,,,,,,
d_nikke_noise_01_88,d_nikke_noise_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_noise_01_88,False,,1,1,1.0,,,,,,1,worry,,,,,,,
d_nikke_noise_01_89,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_89,True,,1,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_90,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_90,True,,10,10,1.0,,,,,,1,idle,,,,,,,
d_nikke_noise_01_91,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_91,True,,10,10,1.0,,,,,,1,worry,,,,,,,
d_nikke_noise_01_92,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_92,True,,10,10,1.0,bgm_story_whosdumber,,,,,1,worry,,,,,,,
d_nikke_noise_01_93,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_93,True,,10,10,1.0,,,,,,1,delight,,,,,,,
d_nikke_noise_01_94,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_94,True,,10,10,1.0,,,,,,1,delight,,,,,,,
d_nikke_noise_01_95,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_95,True,,10,10,1.0,,,,,,1,delight,,,,,,,
d_nikke_noise_01_96,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_96,False,,10,10,1.0,,,,,,1,delight,,,,,,,
d_nikke_noise_01_97,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_97,True,,10,100,0.5,,,,,,1,delight,,,,,,,
d_nikke_noise_01_98,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_98,True,,100,100,1.0,,,,,,1,delight,,,,,,,
d_nikke_noise_01_99,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_99,False,Corridor,black,black,1.0,,,,,,1,delight,,neon,13,no,rapi,15,idle
d_nikke_noise_01_100,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_100,True,,13,13,1.0,,,,,,1,idle,,,13,no,,15,idle
d_nikke_noise_01_101,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_101,True,,13,13,1.0,,,,,,1,idle,,,13,no,,15,idle
d_nikke_noise_01_102,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_102,True,,13,13,1.0,,,,,,1,idle,,,13,no,,15,idle
d_nikke_noise_01_103,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_103,True,,13,113,0.5,,,,,,1,idle,,,13,no,,15,idle
d_nikke_noise_01_104,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_104,True,,113,113,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_105,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_105,True,,113,113,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_106,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_106,True,,113,15,0.5,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_107,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_107,False,,black,black,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_108,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_108,True,,113,113,1.0,,,,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_109,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_109,True,,113,113,1.0,,,,,,1,worry,,,13,worry,,15,idle
d_nikke_noise_01_110,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_110,True,,113,113,1.0,,,,,,1,worry,,,13,worry,,15,idle
d_nikke_noise_01_111,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_111,True,,113,15,1.0,,,,,,1,worry,,,13,worry,,15,idle
d_nikke_noise_01_112,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_112,True,,15,1,1.0,,,,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_113,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_113,True,,1,1,1.0,,,,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_114,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_114,False,,15,15,1.0,,,,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_115,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_115,False,,black,black,1.0,,,,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_116,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_116,False,,black,black,1.0,,,sfx_scn_autodooropen,,,1,idle,,,13,worry,,15,idle
d_nikke_noise_01_117,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_117,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_118,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_118,True,,150,150,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_119,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_119,False,,150,150,1.0,,,,,,1,idle,,,13,surprise,,15,idle
d_nikke_noise_01_120,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_120,True,,150,150,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_121,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_121,True,,10,10,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_122,d_nikke_noise_01,Self,,Self,Locale_NikkeEpisode:d_nikke_noise_01_122,False,,10,10,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_123,d_nikke_noise_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_noise_01_123,False,,10,10,1.0,,,sfx_scn_doorclose,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_124,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_124,False,,S_130,S_130,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_125,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_125,False,,10,10,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_126,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_126,False,,150,150,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_127,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_127,True,,S_130,S_130,1.0,,,,,,1,no,,,13,delight,,15,idle
d_nikke_noise_01_128,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_128,True,,150,150,1.0,,,,,,1,no,,,13,delight,,15,idle
d_nikke_noise_01_129,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_129,True,,150,150,1.0,,,,,,1,no,,,13,delight,,15,idle
d_nikke_noise_01_130,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_130,True,,10,10,1.0,,,,,,1,worry,,,13,idle,,15,idle
d_nikke_noise_01_131,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_131,True,,10,10,1.0,,,,,,1,worry,,,13,idle,,15,idle
d_nikke_noise_01_132,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_132,True,,150,150,1.0,,,,,,1,worry,,,13,idle,,15,idle
d_nikke_noise_01_133,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_133,True,,10,10,1.0,,,,,,1,void,,,13,idle,,15,idle
d_nikke_noise_01_134,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_134,False,,10,10,1.0,,,,,,1,void,,,13,idle,,15,idle
d_nikke_noise_01_135,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_135,True,,10,10,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_136,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_136,True,,100,100,1.0,,,,,,1,no,,,13,idle,,15,idle
d_nikke_noise_01_137,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_137,True,,100,100,1.0,,,,,,1,worry,,,13,idle,,15,idle
d_nikke_noise_01_138,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_138,True,,S_1300,S_1300,1.0,,,,,,1,worry,,,13,no,,15,idle
d_nikke_noise_01_139,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_139,True,,100,100,1.0,,,,,,1,sad,,,13,no,,15,idle
d_nikke_noise_01_140,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_140,False,,1500,1500,1.0,,,,,,1,sad,,,13,no,,15,idle
d_nikke_noise_01_141,d_nikke_noise_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_noise_01_141,False,,S_1300,S_1300,1.0,,,,,,1,sad,,,13,no,,15,idle
d_nikke_noise_01_142,d_nikke_noise_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_noise_01_142,True,,100,100,1.0,,,,,,1,idle,,,13,no,,15,idle
d_nikke_noise_01_143,d_nikke_noise_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_noise_01_143,True,,1500,1500,1.0,,,,,,1,idle,,,13,no,,15,idle
