id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade
d_nikke_neon_01_24,d_nikke_neon_01,Choice,,Locale_NikkeEpisode:d_nikke_neon_01_24,False,,S_190,S_190,1.0,,neon,,19,surprise,d_nikke_neon_01_26,,,,,,,,,,
d_nikke_neon_01_25,d_nikke_neon_01,Choice,,Locale_NikkeEpisode:d_nikke_neon_01_25,False,,S_190,S_190,1.0,,neon,,19,surprise,d_nikke_neon_01_27,,,,,,,,,,
d_nikke_neon_01_26,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_26,True,,S_190,S_190,1.0,,neon,,19,delight,d_nikke_neon_01_29,,,,,,,,,,
d_nikke_neon_01_27,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_27,True,,S_190,S_190,1.0,,neon,,19,angry,,,,,,,,,,,
d_nikke_neon_01_28,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_28,True,,S_190,S_190,1.0,,neon,,19,angry,d_nikke_neon_01_29,,,,,,,,,,
d_nikke_neon_01_29,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_29,True,,S_190,S_190,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_30,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_30,False,,S_190,S_190,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_31,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_31,True,,S_190,S_1900,0.5,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_32,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_32,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_33,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_33,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_34,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_34,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_35,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_35,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_36,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_36,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_37,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_37,False,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_38,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_38,True,,S_1900,S_190,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_39,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_39,True,,S_190,S_190,1.0,,neon,,19,worry,,,,,,,,,,,
d_nikke_neon_01_40,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_40,True,,S_190,S_190,1.0,,neon,,19,worry,,,,,,,,,,,
d_nikke_neon_01_41,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_41,True,,S_190,S_190,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_42,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_42,False,,S_190,S_190,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_43,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_43,True,,S_190,S_190,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_44,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_44,True,,S_190,S_190,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_45,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_45,True,,S_190,S_1900,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_46,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_46,True,,S_1900,S_1900,1.0,,neon,,19,surprise,,,,,,,,,,,
d_nikke_neon_01_47,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_47,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_48,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_48,True,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_49,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_49,False,,S_1900,S_1900,1.0,,neon,,19,no,,,,,,,,,,,
d_nikke_neon_01_50,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_50,False,,S_1900,19,1.0,,neon,,19,no,,neon,,,,,,,,,
d_nikke_neon_01_51,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_51,False,,19,19,1.0,,,,,,,,,,,,,,,,
d_nikke_neon_01_52,d_nikke_neon_01,Narration,,Locale_NikkeEpisode:d_nikke_neon_01_52,False,none,black,black,1.0,,,neon,1,idle,,neon,,,,,,,,,
d_nikke_neon_01_53,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_53,False,CommanderRoom,9,9,1.0,,,,,,,,,,,,,,,,
d_nikke_neon_01_54,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_54,False,,9,9,1.0,,,,,,,,,,,,,,,,
d_nikke_neon_01_55,d_nikke_neon_01,Narration,,Locale_NikkeEpisode:d_nikke_neon_01_55,False,,9,1,1.0,,,,,,,,sfx_scn_autodooropen,,,,,,,,
d_nikke_neon_01_56,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_56,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_neon_01_57,d_nikke_neon_01,Narration,,Locale_NikkeEpisode:d_nikke_neon_01_57,False,,S_100,S_100,1.0,,neon,neon,1,idle,,,sfx_scn_down,Low_2,,,,,,,
d_nikke_neon_01_58,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_58,False,,S_100,S_100,1.0,,neon,,1,idle,,,,,,,,,,,
d_nikke_neon_01_59,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_59,True,,S_100,1,1.0,,neon,,1,idle,,,,,,,,,,,
d_nikke_neon_01_60,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_60,False,,1,1,1.0,,neon,,1,idle,,,,,,,,,,,
d_nikke_neon_01_61,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_61,True,,1,1,1.0,,neon,,1,surprise,,,,,,,,,,,
d_nikke_neon_01_62,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_62,False,,1,1,1.0,,neon,,1,surprise,,,,,,,,,,,
d_nikke_neon_01_63,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_63,True,,1,1,1.0,,neon,,1,surprise,,,,,,,,,,,
d_nikke_neon_01_64,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_64,True,,1,S_10,0.5,,neon,,1,surprise,,,,,,,,,,,
d_nikke_neon_01_65,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_65,True,NikkeRoom,2,2,1.0,,anis,,1,surprise,,,,,anis,3,void,rapi,13,idle,black
d_nikke_neon_01_66,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_66,True,,2,2,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_67,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_67,True,,2,2,1.0,,anis,,1,idle,,,,,,3,no,,13,idle,
d_nikke_neon_01_68,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_68,True,,2,S_10,1.0,,neon,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_69,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_69,False,,S_10,S_10,1.0,,neon,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_70,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_70,False,,S_10,S_10,1.0,,neon,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_71,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_71,False,,S_10,S_10,1.0,,anis,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_72,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_72,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_73,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_73,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_74,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_74,False,,130,130,1.0,,rapi,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_75,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_75,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_76,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_76,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_77,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_77,False,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_78,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_78,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_79,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_79,True,,S_10,S_10,1.0,,neon,,1,no,,,,,,3,void,,13,idle,
d_nikke_neon_01_80,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_80,True,,S_10,S_10,1.0,,neon,,1,no,,,,,,3,void,,13,idle,
d_nikke_neon_01_81,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_81,False,,130,130,1.0,,rapi,,1,no,,,,,,3,void,,13,idle,
d_nikke_neon_01_82,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_82,True,,2,2,1.0,,anis,,1,no,,,,,,3,no,,13,idle,
d_nikke_neon_01_83,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_83,True,,2,2,1.0,,neon,,1,idle,,,,,,3,no,,13,idle,
d_nikke_neon_01_84,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_84,False,,2,2,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_85,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_85,False,,2,2,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_86,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_86,True,,30,30,1.0,,anis,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_87,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_87,True,,130,130,1.0,,rapi,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_88,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_88,False,,130,130,1.0,,rapi,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_89,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_89,True,,2,2,1.0,,anis,,1,idle,,,,,,3,no,,13,idle,
d_nikke_neon_01_90,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_90,True,,2,2,1.0,,neon,,1,surprise,,,,,,3,no,,13,idle,
d_nikke_neon_01_91,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_91,True,,2,2,1.0,,anis,,1,surprise,,,,,,3,angry,,13,idle,
d_nikke_neon_01_92,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_92,True,,2,2,1.0,,neon,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_93,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_93,True,,2,2,1.0,,neon,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_94,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_94,True,,2,2,1.0,,neon,,1,idle,,,,,,3,angry,,13,idle,
d_nikke_neon_01_95,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_95,True,,2,2,1.0,,anis,,1,idle,,,,,,3,sad,,13,idle,
d_nikke_neon_01_96,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_96,True,,2,2,1.0,,neon,,1,surprise,,,,,,3,sad,,13,idle,
d_nikke_neon_01_97,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_97,False,,300,300,1.0,,anis,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_98,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_98,False,,1300,1300,1.0,,rapi,,1,surprise,,,,,,3,void,,13,idle,
d_nikke_neon_01_99,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_99,True,,S_10,S_10,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_100,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_100,True,,S_10,S_100,1.0,,neon,,1,idle,,,,,,3,void,,13,idle,
d_nikke_neon_01_101,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_101,True,,S_100,S_100,1.0,,neon,,1,no,,,,,,3,void,,13,idle,
d_nikke_neon_01_102,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_102,True,,2,2,1.0,,anis,,1,no,,,,,,3,idle,,13,idle,
d_nikke_neon_01_103,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_103,True,,2,2,1.0,,neon,,1,idle,,,,,,3,idle,,13,idle,
d_nikke_neon_01_104,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_104,True,,2,2,1.0,,anis,,1,idle,,,,,,3,idle,,13,idle,
d_nikke_neon_01_105,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_105,False,,2,2,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_106,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_106,True,,2,12,1.0,,neon,,1,idle,,,,,,3,idle,,13,idle,
d_nikke_neon_01_107,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_107,True,,12,12,1.0,,rapi,,1,idle,,,,,,3,idle,,13,idle,
d_nikke_neon_01_108,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_108,False,,12,12,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_109,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_109,True,,12,1,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_110,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_110,True,,1,1,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_111,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_111,True,,1,1,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_112,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_112,True,,S_100,S_100,1.0,,neon,,1,angry,,,,,,3,idle,,13,idle,
d_nikke_neon_01_113,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_113,True,,30,30,1.0,,anis,,1,angry,,,,,,3,no,,13,idle,
d_nikke_neon_01_114,d_nikke_neon_01,Speech,neon,Locale_NikkeEpisode:d_nikke_neon_01_114,True,,S_100,S_100,1.0,,neon,,1,angry,,,,,,3,no,,13,idle,
d_nikke_neon_01_115,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_115,False,,S_100,1,1.0,,neon,,1,angry,,neon,,,,3,no,,13,idle,
d_nikke_neon_01_116,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_116,False,,1,1,1.0,,,,,,,,,,,3,void,,13,idle,
d_nikke_neon_01_117,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_117,False,,1,3,1.0,,anis,,,,,,,,,3,void,,13,idle,
d_nikke_neon_01_118,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_118,True,,3,3,1.0,,anis,,,,,,,,,3,void,,13,idle,
d_nikke_neon_01_119,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_119,True,,3,2,1.0,,rapi,,,,,,,,,3,void,,1,idle,
d_nikke_neon_01_120,d_nikke_neon_01,Self,,Locale_NikkeEpisode:d_nikke_neon_01_120,False,,2,2,1.0,,rapi,,,,,,,,,3,void,,1,idle,
d_nikke_neon_01_121,d_nikke_neon_01,Speech,anis,Locale_NikkeEpisode:d_nikke_neon_01_121,False,,2,2,1.0,,anis,,,,,,,,,3,no,,1,idle,
d_nikke_neon_01_122,d_nikke_neon_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_neon_01_122,True,,2,2,1.0,,rapi,,,,,,,,,3,no,,1,idle,
d_nikke_neon_01_123,d_nikke_neon_01,Monologue,,Locale_NikkeEpisode:d_nikke_neon_01_123,False,,2,2,1.0,,rapi,,,,,,,,,3,no,,1,idle,
