id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_jackal_05_12,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_12,False,,S_10,S_10,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_13,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_13,True,,S_10,S_100,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_14,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_14,False,,S_100,S_100,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_15,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_15,True,,S_100,S_100,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_16,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_16,True,,S_100,S_100,1.0,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_17,d_nikke_jackal_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_05_17,True,,S_100,53,1.0,,,,,,1,crazy,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_18,d_nikke_jackal_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_05_18,True,,53,53,1.0,,,,,,1,idle,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_19,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_19,True,,53,53,1.0,,,,,,1,idle,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_20,d_nikke_jackal_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_05_20,True,,53,75,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_21,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_21,False,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_22,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_22,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_23,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_23,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,void,,,7,idle,
d_nikke_jackal_05_24,d_nikke_jackal_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_05_24,True,,75,53,1.0,,,,,,1,idle,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_25,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_25,True,,53,1,1.0,,,,,,1,angry,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_26,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_26,True,,1,S_10,1.0,,,,,,1,angry,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_27,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_27,True,,S_10,S_10,1.0,,,,,,1,angry,,,3,delight,,,5,void,,,7,idle,
d_nikke_jackal_05_28,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_28,False,,S_10,53,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_29,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_29,True,,53,53,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_30,d_nikke_jackal_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_05_30,True,,53,53,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_31,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_31,False,,53,53,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_32,d_nikke_jackal_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_05_32,True,,53,75,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_33,d_nikke_jackal_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_05_33,True,,75,75,1.0,,,,,,1,angry,,,3,no,,,5,no,,,7,idle,
d_nikke_jackal_05_34,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_34,False,,black,black,1.0,,,,,,1,angry,,,3,no,neon,,5,no,anis,,7,idle,rapi
d_nikke_jackal_05_35,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_35,False,Backstreet,1,1,1.0,bgm_story_languor,black,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_36,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_36,False,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_37,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_37,True,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_38,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_38,False,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_39,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_39,True,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_40,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_40,True,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_41,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_41,False,,1,1,1.0,,,,,,1,think,,,,,,,,,,,,,
d_nikke_jackal_05_42,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_42,True,,1,S_10,1.0,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_05_43,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_43,True,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_05_44,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_44,True,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_05_45,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_45,False,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,,,,,,
d_nikke_jackal_05_46,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_46,True,,S_10,S_100,1.0,,,,,,1,no,,,,,,,,,,,,,
d_nikke_jackal_05_47,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_47,True,,S_100,S_100,1.0,,,,,,1,no,,,,,,,,,,,,,
d_nikke_jackal_05_48,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_48,True,,S_100,S_100,1.0,,,,,,1,no,,,,,,,,,,,,,
d_nikke_jackal_05_49,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_49,True,,S_100,31,1.0,,,,,,1,no,,crow,3,idle,,,,,,,,,
d_nikke_jackal_05_50,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_50,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_51,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_51,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_52,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_52,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_53,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_53,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_54,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_54,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_55,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_55,True,,31,3,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_56,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_56,True,,3,30,2.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_57,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_57,False,,30,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_58,d_nikke_jackal_05,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_05_58,False,,1,1,1.0,,,d_nikke_jackal_05_60,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_59,d_nikke_jackal_05,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_05_59,False,,1,1,1.0,,,d_nikke_jackal_05_62,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_60,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_60,True,,1,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_61,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_61,False,,S_10,S_10,1.0,,,d_nikke_jackal_05_64,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_62,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_62,True,,1,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_63,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_63,False,,S_10,S_10,1.0,,,d_nikke_jackal_05_64,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_64,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_64,False,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_65,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_65,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_66,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_66,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_67,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_67,False,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_68,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_68,False,,30,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_69,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_69,False,,1,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_70,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_70,True,,1,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_71,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_71,False,,S_10,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_72,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_72,True,,S_10,30,2.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_73,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_73,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_74,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_74,True,,30,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_75,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_75,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_76,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_76,True,,31,S_10,0.5,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_05_77,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_77,False,,S_10,S_10,1.0,,,,,,1,crazy,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_78,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_78,True,,S_10,S_100,1.0,,,,,,1,crazy,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_79,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_79,True,,S_100,S_100,1.0,,,,,,1,idle,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_80,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_80,True,,S_100,S_100,1.0,,,,,,1,idle,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_81,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_81,False,,S_100,S_100,1.0,,,,,,1,idle,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_82,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_82,True,,S_100,S_100,1.0,,,,,,1,crazy,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_83,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_83,True,,S_100,31,1.0,,,,,,1,crazy,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_84,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_84,False,,31,31,1.0,,,,,,1,crazy,,,3,surprise,,,,,,,,,
d_nikke_jackal_05_85,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_85,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_86,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_86,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_87,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_87,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_88,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_88,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_89,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_89,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_90,d_nikke_jackal_05,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_05_90,False,,31,31,1.0,,,d_nikke_jackal_05_92,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_91,d_nikke_jackal_05,Choice,,,Locale_NikkeEpisode:d_nikke_jackal_05_91,False,,31,31,1.0,,,d_nikke_jackal_05_96,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_92,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_92,False,,31,30,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_93,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_93,True,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_94,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_94,False,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_95,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_95,False,,30,31,1.0,,,d_nikke_jackal_05_96,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_96,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_96,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_97,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_97,True,,31,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_98,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_98,True,,1,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_99,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_99,False,,1,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_100,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_100,True,,1,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_101,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_101,False,,S_10,S_10,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_102,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_102,True,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_103,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_103,True,,S_10,S_100,2.0,,,,,,1,angry,,,3,idle,,,,,,,,,
d_nikke_jackal_05_104,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_104,False,,S_100,S_100,1.0,,,,,,1,angry,,,3,idle,,,,,,,,,
d_nikke_jackal_05_105,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_105,True,,S_100,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_106,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_106,False,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_107,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_107,True,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_108,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_108,True,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_109,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_109,False,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_110,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_110,False,,S_10,1,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_111,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_111,True,,1,1,1.0,,,,,,1,no,,,3,idle,,,,,,,,,
d_nikke_jackal_05_112,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_112,True,,1,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_113,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_113,False,,1,1,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_114,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_114,True,,1,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_115,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_115,True,,31,31,1.0,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_05_116,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_116,True,,31,31,1.0,,,,,,1,crazy,,,3,idle,,,,,,,,,
d_nikke_jackal_05_117,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_117,True,,31,3,1.0,,,,,,1,idle,,,3,idle,,,,,,,,,
d_nikke_jackal_05_118,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_118,True,,3,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_119,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_119,False,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_120,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_120,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_121,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_121,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_122,d_nikke_jackal_05,Self,,,Locale_NikkeEpisode:d_nikke_jackal_05_122,False,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_123,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_123,True,,30,300,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_124,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_124,False,,300,300,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_125,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_125,True,,300,31,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_126,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_126,True,,31,31,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_127,d_nikke_jackal_05,Speech,crow,crow,Locale_NikkeEpisode:d_nikke_jackal_05_127,True,,31,31,1.0,,,,,,1,idle,,,3,delight,,,,,,,,,
d_nikke_jackal_05_128,d_nikke_jackal_05,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_05_128,True,,31,1,1.0,,,,,,1,crazy,,,3,delight,,,,,,,,,
d_nikke_jackal_05_129,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_129,False,,1,S_100,1.0,,,,,,1,crazy,,,3,delight,,,,,,,,,
d_nikke_jackal_05_130,d_nikke_jackal_05,Monologue,,,Locale_NikkeEpisode:d_nikke_jackal_05_130,False,black,black,black,1.0,none,,,,,1,crazy,jackal,,3,delight,crow,,,,,,,,
d_nikke_jackal_05_131,d_nikke_jackal_05,Narration,,,Locale_NikkeEpisode:d_nikke_jackal_05_131,False,,black,black,1.0,,,,sfx_scn_waterwalk,,,,,,,,,,,,,,,,
