id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
treasurestory_miranda_03_44,treasurestory_miranda_03,Choice,Locale_NikkeEpisode:treasurestory_miranda_03_44,False,,12,12,1.0,,happycitizen,,treasurestory_miranda_03_47,,,3,idle,,13,angry,,1,idle,
treasurestory_miranda_03_45,treasurestory_miranda_03,Choice,Locale_NikkeEpisode:treasurestory_miranda_03_45,False,,12,12,1.0,,happycitizen,,treasurestory_miranda_03_46,,,3,idle,,13,angry,,1,idle,
treasurestory_miranda_03_46,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_46,True,,S_30,S_30,1.0,,novel,novel,treasurestory_miranda_03_47,,,3,think,,13,angry,,1,idle,
treasurestory_miranda_03_47,treasurestory_miranda_03,Monologue,Locale_NikkeEpisode:treasurestory_miranda_03_47,False,,12,12,1.0,,miranda,,,sfx_scn_write,,3,idle,,13,angry,,1,idle,
treasurestory_miranda_03_48,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_48,True,,12,12,1.0,,miranda,miranda,,,,3,idle,,13,think,,1,idle,
treasurestory_miranda_03_49,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_49,False,,12,12,1.0,,miranda,miranda,,,,3,idle,,13,think,,1,idle,
treasurestory_miranda_03_50,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_50,False,,12,12,1.0,,miranda,miranda,,,,3,idle,,13,angry,,1,idle,
treasurestory_miranda_03_51,treasurestory_miranda_03,Self,Locale_NikkeEpisode:treasurestory_miranda_03_51,False,,12,12,1.0,,miranda,,,,,3,idle,,13,angry,,1,idle,
treasurestory_miranda_03_52,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_52,True,,12,S_130,1.0,,miranda,miranda,,,,3,idle,,13,think,,1,idle,
treasurestory_miranda_03_53,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_53,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,idle,,13,idle,,1,idle,
treasurestory_miranda_03_54,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_54,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,idle,,13,idle,,1,idle,happycitizen
treasurestory_miranda_03_55,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_55,True,,S_30,S_30,1.0,,novel,novel,,,,3,idle,,13,idle,,,,
treasurestory_miranda_03_56,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_56,True,,S_30,S_30,1.0,,novel,novel,,,,3,delight,,13,idle,,,,
treasurestory_miranda_03_57,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_57,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,delight,,13,idle,,,,
treasurestory_miranda_03_58,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_58,True,,S_130,1,1.5,,miranda,miranda,,,,3,delight,,13,idle,,,,
treasurestory_miranda_03_59,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_59,True,,1,1,1.0,,novel,novel,,,,3,delight,,13,idle,smilecitizen,1,idle,
treasurestory_miranda_03_60,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_60,True,,1,1,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_61,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_61,True,,1,1,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_62,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_62,True,,1,1,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_63,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_63,True,,1,12,1.3,,miranda,miranda,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_64,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_64,True,,12,12,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_65,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_65,True,,12,12,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_66,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_66,True,,12,12,1.0,,miranda,miranda,,,,3,delight,,13,delight,,1,idle,
treasurestory_miranda_03_67,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_67,True,,12,12,1.0,,miranda,miranda,,,,3,delight,,13,angry,,1,idle,
treasurestory_miranda_03_68,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_68,True,,12,12,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,angry,,1,idle,
treasurestory_miranda_03_69,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_69,True,,12,12,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,angry,,1,idle,
treasurestory_miranda_03_70,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_70,True,,12,12,1.0,,miranda,miranda,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_71,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_71,True,,12,12,1.0,,miranda,miranda,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_72,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_72,True,,12,10,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_73,treasurestory_miranda_03,Monologue,Locale_NikkeEpisode:treasurestory_miranda_03_73,False,,10,S_30,1.3,,novel,,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_74,treasurestory_miranda_03,Narration,Locale_NikkeEpisode:treasurestory_miranda_03_74,False,,S_30,S_30,1.3,,novel,,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_75,treasurestory_miranda_03,Monologue,Locale_NikkeEpisode:treasurestory_miranda_03_75,False,,S_30,S_30,1.0,,novel,,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_76,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_76,True,,S_30,2,1.3,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_77,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_77,True,,2,2,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_78,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_78,True,,2,2,1.0,,smilecitizen,smilecitizen,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_79,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_79,True,,2,2,1.0,,novel,novel,,,,3,delight,,13,idle,,1,idle,
treasurestory_miranda_03_80,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_80,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,delight,,13,think,,1,idle,
treasurestory_miranda_03_81,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_81,True,,S_30,S_30,1.0,,novel,novel,,,,3,idle,,13,think,,1,idle,smilecitizen
treasurestory_miranda_03_82,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_82,True,,S_30,S_30,1.0,,novel,novel,,,,3,idle,,13,think,,,,
treasurestory_miranda_03_83,treasurestory_miranda_03,Self,Locale_NikkeEpisode:treasurestory_miranda_03_83,False,,S_30,S_30,1.0,,novel,,,,,3,idle,,13,think,,,,
treasurestory_miranda_03_84,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_84,False,,S_130,S_130,1.0,none,miranda,miranda,,,,3,idle,,13,think,,,,
treasurestory_miranda_03_85,treasurestory_miranda_03,Self,Locale_NikkeEpisode:treasurestory_miranda_03_85,False,,S_130,S_130,1.0,,miranda,,,,,3,idle,,13,think,,,,
treasurestory_miranda_03_86,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_86,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,idle,,13,angry,,,,
treasurestory_miranda_03_87,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_87,True,,S_130,S_130,1.0,,miranda,miranda,,,,3,idle,,13,angry,,,,
treasurestory_miranda_03_88,treasurestory_miranda_03,Speech,Locale_NikkeEpisode:treasurestory_miranda_03_88,True,,S_30,S_30,1.0,,novel,novel,,,,3,delight,,13,idle,,,,
