id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/hide_char_id
d_nikke_nihilister_04_70,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_70,True,,5,shy,,13,void,,15,idle,,17,idle,,50,5,1.0,,,,,
d_nikke_nihilister_04_71,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_71,True,,5,smile,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_72,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_72,True,,5,smile,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_73,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_73,True,,5,smile,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_74,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_74,False,,5,smile,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_75,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_75,True,,5,shy,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_76,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_76,False,,5,shy,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_77,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_77,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_78,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_78,False,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_79,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_79,False,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_80,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_80,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_81,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_81,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_82,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_82,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_83,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_83,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_84,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_84,False,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_85,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_85,False,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_86,d_nikke_nihilister_04,Self,nihilister,,Locale_NikkeEpisode:d_nikke_nihilister_04_86,False,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_87,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_87,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_88,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_88,True,,5,angry2,,13,void,,15,idle,,17,idle,,5,50,2.0,,,,,
d_nikke_nihilister_04_89,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_89,True,,5,angry2,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_90,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_90,True,,5,angry2,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_91,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_91,True,,5,angry2,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_92,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_92,True,,5,angry2,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_93,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_93,True,,5,angry2,,13,void,,15,idle,,17,idle,,50,50,2.0,,,,,
d_nikke_nihilister_04_94,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_94,True,,5,idle,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_95,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_95,True,,5,idle,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_96,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_96,True,,5,idle,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_97,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_97,True,,5,idle,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_98,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_98,True,,5,idle,,13,void,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_99,d_nikke_nihilister_04,Narration,,,Locale_NikkeEpisode:d_nikke_nihilister_04_99,False,,5,surprise,,13,void,,15,idle,,17,idle,,50,5,0.3,none,sfx_scn_bulletpassing,,Low_2,
d_nikke_nihilister_04_100,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_100,False,,5,surprise,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_101,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_101,False,,5,surprise,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_102,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_102,True,,5,angry,,13,void,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_103,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_103,True,,5,angry,,13,angry,,15,angry,,17,idle,,15,150,0.3,bgm_story_anotherway,,,,
d_nikke_nihilister_04_104,d_nikke_nihilister_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_nihilister_04_104,True,,5,angry,,13,angry,,15,angry,,17,idle,,150,150,1.0,,,,,
d_nikke_nihilister_04_105,d_nikke_nihilister_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_nihilister_04_105,True,,5,angry,,13,angry,,15,idle,,17,surprise,,150,S_170,0.3,,,,,
d_nikke_nihilister_04_106,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_106,True,,5,angry,,13,angry,,15,idle,,17,surprise,,130,130,1.0,,,,,
d_nikke_nihilister_04_107,d_nikke_nihilister_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_nihilister_04_107,True,,5,angry,,13,angry,,15,idle,,17,surprise,,130,130,1.0,,,,,
d_nikke_nihilister_04_108,d_nikke_nihilister_04,Narration,,,Locale_NikkeEpisode:d_nikke_nihilister_04_108,False,,5,angry,,13,angry,,15,idle,,17,idle,,130,5,0.3,,sfx_scn_bulletpassing,,Low_2,
d_nikke_nihilister_04_109,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_109,False,,5,angry,,13,angry,,15,idle,,17,idle,,5,5,0.5,,,,,
d_nikke_nihilister_04_110,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_110,True,,5,angry,,13,angry,,15,idle,,17,idle,,5,5,1.0,,,,,
d_nikke_nihilister_04_111,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_111,True,,5,shy,,13,angry,,15,idle,,17,idle,,5,50,1.0,,,,,
d_nikke_nihilister_04_112,d_nikke_nihilister_04,Self,,,Locale_NikkeEpisode:d_nikke_nihilister_04_112,False,,5,shy,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_113,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_113,True,,5,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_114,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_114,True,,5,idle,,13,angry,,15,idle,,17,idle,,50,50,2.0,,,,,
d_nikke_nihilister_04_115,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_115,True,,5,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_116,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_116,True,,5,angry2,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_117,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_117,True,,5,angry2,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_118,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_118,True,,5,angry2,,13,angry,,15,idle,,17,idle,,50,50,1.0,,,,,
d_nikke_nihilister_04_119,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_119,True,,5,idle,,13,angry,,15,idle,,17,idle,,50,50,1.0,none,,,,
d_nikke_nihilister_04_120,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_120,False,,5,idle,,13,angry,,15,idle,,17,idle,,50,5,2.0,,sfx_scn_raptureaim,,,
d_nikke_nihilister_04_121,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_121,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_122,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_122,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_123,d_nikke_nihilister_04,Monologue,,,Locale_NikkeEpisode:d_nikke_nihilister_04_123,False,,5,idle,,13,angry,,15,idle,,17,idle,,black,black,1.0,,,,,
d_nikke_nihilister_04_124,d_nikke_nihilister_04,Speech,nihilister,nihilister,Locale_NikkeEpisode:d_nikke_nihilister_04_124,True,,5,shy,,13,angry,,15,idle,,17,idle,,5,50,2.0,,,,,
