id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_yuni_03_23,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_23,True,,113,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_24,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_24,False,,113,113,1.0,none,,,,1,idle,,,13,idle,
d_nikke_yuni_03_25,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_25,False,,113,113,1.0,,,,,1,idle,,,13,no,
d_nikke_yuni_03_26,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_26,False,,113,113,1.0,,,,,1,no,,,13,no,
d_nikke_yuni_03_27,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_27,False,,113,113,1.0,bgm_story_fairytalesend_if,,,,1,no,,,13,no,
d_nikke_yuni_03_28,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_28,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_29,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_29,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_30,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_30,False,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_31,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_31,True,,S_10,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_32,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_32,False,,S_10,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_33,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_33,True,,S_10,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_34,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_34,False,,S_10,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_35,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_35,True,,1300,1300,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_36,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_36,True,,S_100,S_100,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_37,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_37,True,,1300,1300,1.0,,,,,1,idle,,,13,angry,
d_nikke_yuni_03_38,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_38,True,,S_100,S_100,1.0,,,,,1,no,,,13,angry,
d_nikke_yuni_03_39,d_nikke_yuni_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_yuni_03_39,False,,black,black,1.0,none,,,,1,idle,,,13,worry,
d_nikke_yuni_03_40,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_40,True,,113,113,1.0,bgm_story_whosdumber,,,,1,idle,,,13,worry,
d_nikke_yuni_03_41,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_41,True,,113,113,1.0,,,,,1,idle,,,13,no,
d_nikke_yuni_03_42,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_42,True,,113,113,1.0,,,,,1,idle,,,13,no,
d_nikke_yuni_03_43,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_43,True,,113,113,1.0,,,,,1,idle,,,13,no,
d_nikke_yuni_03_44,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_44,True,,113,113,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_45,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_45,True,,113,113,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_46,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_46,True,,113,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_47,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_47,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_48,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_48,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_49,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_49,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_50,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_50,True,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_51,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_51,True,,130,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_52,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_52,False,,S_10,S_10,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_53,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_53,True,,S_10,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_54,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_54,False,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_55,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_55,False,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_56,d_nikke_yuni_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_yuni_03_56,False,,130,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_57,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_57,True,,130,130,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_58,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_58,True,,130,1300,1.0,,,,,1,idle,,,13,delight,
d_nikke_yuni_03_59,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_59,True,,1300,1300,1.0,,,,,1,idle,,,13,delight,
d_nikke_yuni_03_60,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_60,True,,1300,130,1.0,,,,,1,idle,,,13,worry,
d_nikke_yuni_03_61,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_61,True,,130,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_62,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_62,True,,113,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_63,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_63,True,,113,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_64,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_64,True,,113,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_65,d_nikke_yuni_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_03_65,True,,113,113,1.0,,,,,1,idle,,,13,idle,
d_nikke_yuni_03_66,d_nikke_yuni_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_03_66,True,,113,S_100,0.5,,,,,1,no,,,13,idle,
d_nikke_yuni_03_67,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_67,False,none,1,1,1.0,,,black,,1,no,neon,,13,idle,anis
d_nikke_yuni_03_68,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_68,False,,1,1,1.0,none,,,,,,,,,,
d_nikke_yuni_03_69,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_69,False,,1,1,1.0,bgm_story_breakaway,,,,,,,,,,
d_nikke_yuni_03_70,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_70,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_71,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_71,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_72,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_72,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_73,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_73,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_74,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_74,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_75,d_nikke_yuni_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_yuni_03_75,True,MachineRoom,1,S_10,1.0,,,,privaty,1,angry,,,,,
d_nikke_yuni_03_76,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_76,False,,S_10,S_100,3.0,,,,,1,angry,,,,,
d_nikke_yuni_03_77,d_nikke_yuni_03,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_yuni_03_77,True,Armory,1,S_10,1.0,,,,vesti,1,idle,privaty,,,,
d_nikke_yuni_03_78,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_78,False,,S_10,S_100,3.0,,,,,1,idle,,,,,
d_nikke_yuni_03_79,d_nikke_yuni_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_yuni_03_79,False,Office,1,L_10,1.0,,,,ingrid,1,idle,vesti,,,,
d_nikke_yuni_03_80,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_80,False,,L_10,L_100,3.0,,,,,1,idle,,,,,
d_nikke_yuni_03_81,d_nikke_yuni_03,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_yuni_03_81,True,Desert_02,1,10,1.0,,,,emma,1,shy,ingrid,,,,
d_nikke_yuni_03_82,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_82,False,,10,100,3.0,,,,,1,shy,,,,,
d_nikke_yuni_03_83,d_nikke_yuni_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_yuni_03_83,True,IceLand_01,1,10,1.0,,,,ludmilla,1,idle,emma,,,,
d_nikke_yuni_03_84,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_84,False,,10,100,3.0,,,,,1,idle,,,,,
d_nikke_yuni_03_85,d_nikke_yuni_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_yuni_03_85,False,Armory,1,S_10,1.0,,,,eunhwa,1,idle,ludmilla,,,,
d_nikke_yuni_03_86,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_86,False,,S_10,S_100,3.0,,,,,1,idle,,,,,
d_nikke_yuni_03_87,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_87,False,none,1,1,1.0,,,,,1,idle,eunhwa,,,,
d_nikke_yuni_03_88,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_88,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_89,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_89,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_90,d_nikke_yuni_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_yuni_03_90,False,,1,1,1.0,,,,,,,,,,,
d_nikke_yuni_03_91,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_91,False,Backstreet,1,1,1.0,,,,yuni,1,think,,,,,
d_nikke_yuni_03_92,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_92,True,,1,1,1.0,,,,,1,think,,,,,
d_nikke_yuni_03_93,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_93,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_yuni_03_94,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_94,True,,1,1,1.0,,,,,1,idle,,,,,
d_nikke_yuni_03_95,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_95,False,,1,S_10,3.0,,,,,1,shy,,,,,
d_nikke_yuni_03_96,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_96,True,,S_10,S_10,1.0,,,,,1,shy,,,,,
d_nikke_yuni_03_97,d_nikke_yuni_03,Speech,yuni,yuni,Locale_NikkeEpisode:d_nikke_yuni_03_97,True,,S_10,S_100,3.0,,,,,1,shy,,,,,
