id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade
d_nikke_ce005_02_02_13,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_13,True,,10,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,trony,15,idle,
d_nikke_ce005_02_02_14,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_14,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_15,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_15,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_16,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_16,True,,event_exnii_talk_09,13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_17,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_17,True,,13,13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_18,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_18,True,,13,13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_19,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_19,True,,13,event_exnii_talk_13,1.0,,trony,trony,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_20,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_20,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,trony,trony,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_21,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_21,True,,event_exnii_talk_13,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_22,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_22,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_23,d_nikke_ce005_02_02,Self,Locale_NikkeEpisode:d_nikke_ce005_02_02_23,False,,1,1,1.0,,ce005_02,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_24,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_24,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_25,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_25,True,,1,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_26,d_nikke_ce005_02_02,Self,Locale_NikkeEpisode:d_nikke_ce005_02_02_26,False,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_27,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_27,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_28,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_28,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_29,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_29,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_30,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_30,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_31,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_31,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_32,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_32,True,,event_exnii_talk_09,event_exnii_talk_13,1.0,,trony,trony,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_33,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_33,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_34,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_34,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_35,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_35,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_36,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_36,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_37,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_37,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_38,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_38,True,,event_exnii_talk_13,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_39,d_nikke_ce005_02_02,Self,Locale_NikkeEpisode:d_nikke_ce005_02_02_39,False,,1,1,1.0,,ce005_02,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_40,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_40,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_41,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_41,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_42,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_42,True,,1,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_43,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_43,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_44,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_44,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_45,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_45,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_46,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_46,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_47,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_47,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_48,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_48,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_49,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_49,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_50,d_nikke_ce005_02_02,Narration,Locale_NikkeEpisode:d_nikke_ce005_02_02_50,False,,black,black,1.0,,,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_51,d_nikke_ce005_02_02,Narration,Locale_NikkeEpisode:d_nikke_ce005_02_02_51,False,,black,black,1.0,,,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_52,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_52,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,black
d_nikke_ce005_02_02_53,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_53,True,,event_exnii_talk_13,event_exnii_talk_13,1.0,,trony,trony,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_54,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_54,True,,event_exnii_talk_13,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_55,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_55,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_56,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_56,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_57,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_57,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_58,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_58,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_59,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_59,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_60,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_60,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_61,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_61,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_62,d_nikke_ce005_02_02,Self,Locale_NikkeEpisode:d_nikke_ce005_02_02_62,False,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_63,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_63,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_64,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_64,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_65,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_65,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,elegg,elegg,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_66,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_66,True,,event_exnii_talk_09,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_67,d_nikke_ce005_02_02,Self,Locale_NikkeEpisode:d_nikke_ce005_02_02_67,False,,1,1,1.0,,ce005_02,,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_68,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_68,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_69,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_69,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
d_nikke_ce005_02_02_70,d_nikke_ce005_02_02,Speech,Locale_NikkeEpisode:d_nikke_ce005_02_02_70,True,,1,10,1.0,,ce005_02,ce004_01,,1,idle,,,13,idle,,15,idle,
