id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,set_camera_shake,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/4/hide_char_id,characters/5/hide_char_id,jump_target
d_nikke_laplace_02_23,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_23,True,,113,113,1.0,,anis,anis,,1,idle,,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_24,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_24,True,,113,113,1.0,,laplace,laplace,,1,angry,,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_25,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_25,True,,113,1315,1.0,,neon,neon,,1,angry,,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_26,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_26,False,,1315,1315,1.0,,,,,1,angry,sfx_scn_knock,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_27,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_27,False,,1315,1315,1.0,,,,,1,angry,,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_28,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_28,False,,1315,1315,1.0,,,,,1,angry,sfx_scn_autodooropen,,13,angry,,15,surprise,,,,,,,,,,,,,,,,
d_nikke_laplace_02_29,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_29,True,,1315,17,1.0,,rapi,rapi,,1,angry,,,13,void,,15,surprise,,rapi,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_30,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_30,False,,17,17,1.0,,,,,1,angry,,,13,void,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_31,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_31,True,,17,170,1.0,,rapi,rapi,,1,angry,,,13,void,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_32,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_32,True,,170,170,1.0,,rapi,rapi,,1,angry,,,13,void,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_33,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_33,True,,130,130,1.0,,anis,anis,,1,angry,,,13,worry,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_34,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_34,True,,130,113,1.0,,laplace,laplace,,1,idle,,,13,worry,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_35,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_35,True,,113,113,1.0,,laplace,laplace,,1,idle,,,13,worry,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_36,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_36,True,,113,113,1.0,,anis,anis,,1,idle,,,13,no,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_37,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_37,True,,113,113,1.0,,laplace,laplace,,1,idle,,,13,no,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_38,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_38,False,,113,113,1.0,,laplace,laplace,,1,"expression_0,idle_alt",,,13,no,,15,surprise,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_39,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_39,False,,113,113,1.0,,,,,1,idle_alt,sfx_scn_glassbreak,,13,no,,15,surprise,,,17,idle,laplace,Low_2,,,,,,,,,,
d_nikke_laplace_02_40,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_40,True,,113,1315,1.0,,neon,neon,,,,,,13,no,,15,delight,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_41,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_41,True,,1315,1315,1.0,,anis,anis,,,,,,13,sad,,15,delight,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_42,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_42,False,,1315,17,1.0,,,,,,,,,13,sad,,15,delight,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_43,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_43,True,,17,17,1.0,none,rapi,rapi,,,,,,13,sad,,15,delight,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_44,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_44,True,BurningCity,5,5,1.0,bgm_story_armageddon,citizen,citizen,,,,,,13,idle,,15,idle,,,17,idle,,,black,,,,,,,,,
d_nikke_laplace_02_45,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_45,True,,5,5,1.0,,citizen,citizen,,,,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_46,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_46,True,,5,50,1.0,,laplace,laplace,laplace,1,idle_alt,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_47,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_47,False,,50,50,1.0,,,,,1,idle_alt,,,13,idle,,15,idle,,,17,idle,,Low_2,,,,,,,,,,
d_nikke_laplace_02_48,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_48,True,,50,S_10,1.0,,citizen,citizen,,1,idle_alt,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_49,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_49,False,,S_10,S_10,1.0,,laplace,laplace,,1,"expression_0_alt,idle",,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_50,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_50,True,,S_10,S_10,1.0,,laplace,laplace,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_51,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_51,True,,S_10,S_10,1.0,,citizen,citizen,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_52,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_52,True,,S_10,S_10,1.0,,citizen,citizen,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_53,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_53,True,,S_10,S_100,0.5,,laplace,laplace,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_54,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_54,True,,S_100,S_100,1.0,,laplace,laplace,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_55,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_55,True,,1517,1517,1.0,,rapi,rapi,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_56,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_56,True,,1517,1517,1.0,,neon,neon,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_57,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_57,False,,1517,1,1.0,,,,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_58,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_58,True,,1,1,1.0,,laplace,laplace,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_59,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_59,True,,1,1,1.0,,laplace,laplace,,1,idle,,,13,idle,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_60,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_60,True,,1,113,1.0,,anis,anis,,1,idle,,,13,worry,,15,idle,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_61,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_61,True,,113,1315,1.0,,neon,neon,,1,idle,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_62,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_62,True,,1315,113,1.0,,laplace,laplace,,1,idle,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_63,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_63,False,,113,113,1.0,,laplace,laplace,,1,"expression_0,idle_alt",,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_64,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_64,False,,113,113,1.0,,,,,1,idle_alt,sfx_scn_glassbreak,,13,worry,,15,worry,,,17,idle,laplace,Low_2,,,,,,,,,,
d_nikke_laplace_02_65,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_65,True,,113,13,1.0,,anis,anis,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_66,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_66,False,,13,13,1.0,,,,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_67,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_67,True,,13,1315,1.0,,neon,neon,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_68,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_68,True,,1315,1315,1.0,,anis,anis,,,,,,13,sad,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_69,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_69,False,,1315,1315,1.0,,,,,,,sfx_scn_explosions,,13,sad,,15,worry,,,17,idle,,Low_2,,,,,,,,,,
d_nikke_laplace_02_70,d_nikke_laplace_02,Monologue,Locale_NikkeEpisode:d_nikke_laplace_02_70,False,,1315,5,1.0,,,,,,,,,13,sad,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_71,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_71,False,,5,5,1.0,,,,,,,sfx_scn_heavyspark,,13,sad,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_72,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_72,False,,5,5,1.0,,,,,,,sfx_scn_fire,,13,sad,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_73,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_73,True,,130,130,1.0,,anis,anis,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_74,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_74,True,,170,170,1.0,,rapi,rapi,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_75,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_75,False,,black,black,1.0,none,,,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_76,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_76,False,,black,black,1.0,,,,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_77,d_nikke_laplace_02,Narration,Locale_NikkeEpisode:d_nikke_laplace_02_77,False,City,black,black,1.0,,,,,,,sfx_scn_policesignal,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_78,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_78,True,,7,7,1.0,bgm_story_fairytalesend_if,reporter,reporter,,,,,,13,angry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_79,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_79,True,,7,7,1.0,,reporter,reporter,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_80,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_80,True,,7,7,1.0,,reporter,reporter,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_81,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_81,True,,7,7,1.0,,reporter,reporter,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_82,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_82,True,,7,70,1.0,,fireexpert,fireexpert,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_83,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_83,True,,70,70,1.0,,fireexpert,fireexpert,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_84,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_84,True,,70,70,1.0,,fireexpert,fireexpert,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_85,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_85,False,,70,70,1.0,,,,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_86,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_86,True,,70,7,1.0,,reporter,reporter,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_87,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_87,True,,7,7,1.0,,reporter,reporter,,,,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_88,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_88,True,,7,53,1.0,,onlooker,onlooker,,,,sfx_scn_noisily,,13,worry,,15,worry,,,17,idle,,,,onlooker,5,idle,spectatorcitizen,3,idle,,,
d_nikke_laplace_02_89,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_89,True,,53,53,1.0,,spectatorcitizen,spectatorcitizen,,,,,,13,worry,,15,worry,,,17,idle,,,,,5,idle,,3,idle,,,
d_nikke_laplace_02_90,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_90,True,,53,53,1.0,,spectatorcitizen,spectatorcitizen,,,,,,13,worry,,15,worry,,,17,idle,,,,,5,idle,,3,idle,,,
d_nikke_laplace_02_91,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_91,False,,53,1,1.0,,laplace,laplace,laplace,1,angry,,,13,worry,,15,worry,,,17,idle,,,,,5,idle,,3,idle,onlooker,spectatorcitizen,
d_nikke_laplace_02_92,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_92,False,,1,1,1.0,,laplace,,,1,angry,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_93,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_93,False,,1,1,1.0,,laplace,,,1,angry,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_94,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_94,False,CommanderRoom,170,170,1.0,none,rapi,rapi,,1,angry,,,13,worry,,15,worry,,,17,idle,,,black,,,,,,,,,
d_nikke_laplace_02_95,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_95,False,,130,130,1.0,,anis,anis,,1,angry,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_96,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_96,False,,S_150,S_150,1.0,,neon,neon,,1,angry,,,13,worry,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_97,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_97,True,,S_150,1315,1.0,bgm_story_epicjazzymoods,anis,anis,,1,angry,,,13,idle,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_98,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_98,True,,1315,1315,1.0,,anis,anis,,1,angry,,,13,idle,,15,worry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_99,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_99,True,,1315,1315,1.0,,neon,neon,,1,angry,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_100,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_100,True,,1315,S_10,1.0,,laplace,laplace,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_101,d_nikke_laplace_02,Choice,Locale_NikkeEpisode:d_nikke_laplace_02_101,False,,S_10,S_10,1.0,,laplace,,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,d_nikke_laplace_02_103
d_nikke_laplace_02_102,d_nikke_laplace_02,Choice,Locale_NikkeEpisode:d_nikke_laplace_02_102,False,,S_10,S_10,1.0,,laplace,,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,d_nikke_laplace_02_104
d_nikke_laplace_02_103,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_103,True,,130,130,1.0,,anis,anis,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,d_nikke_laplace_02_105
d_nikke_laplace_02_104,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_104,True,,S_10,S_10,1.0,,laplace,laplace,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,d_nikke_laplace_02_105
d_nikke_laplace_02_105,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_105,True,,S_10,S_10,1.0,,laplace,laplace,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_106,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_106,False,,S_10,S_10,1.0,,laplace,,,1,delight,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_107,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_107,True,,S_10,S_10,1.0,,laplace,laplace,,1,think,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_108,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_108,False,,S_10,S_10,1.0,,laplace,laplace,,1,think,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_109,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_109,True,,S_10,S_10,1.0,none,laplace,laplace,,1,think,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_110,d_nikke_laplace_02,Self,Locale_NikkeEpisode:d_nikke_laplace_02_110,False,,S_10,S_10,1.0,,laplace,,,1,think,,,13,idle,,15,angry,,,17,idle,,,,,,,,,,,,
d_nikke_laplace_02_111,d_nikke_laplace_02,Speech,Locale_NikkeEpisode:d_nikke_laplace_02_111,True,,S_10,S_100,1.0,,laplace,laplace,,1,shy,,,13,idle,,15,angry,,,17,idle,,Low_2,,,,,,,,,,
