id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,fade,play_sound
d_nikke_noah_01_16,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_16,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_17,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_17,False,,1,1,1.0,,noah,,1,good,d_nikke_noah_01_19,,,
d_nikke_noah_01_18,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_18,False,,1,1,1.0,,noah,,1,good,d_nikke_noah_01_20,,,
d_nikke_noah_01_19,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_19,True,,1,1,1.0,,noah,,1,idle,d_nikke_noah_01_23,,,
d_nikke_noah_01_20,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_20,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_21,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_21,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_22,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_22,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_23,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_23,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_24,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_24,True,,1,S_10,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_25,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_25,True,,S_10,S_10,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_26,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_26,True,,S_10,S_10,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_27,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_27,False,,S_10,S_10,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_28,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_28,True,,S_10,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_29,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_29,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_30,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_30,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_31,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_31,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_32,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_32,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_33,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_33,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_34,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_34,False,,1,1,1.0,,noah,,1,good,d_nikke_noah_01_36,,,
d_nikke_noah_01_35,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_35,False,,1,1,1.0,,noah,,1,good,d_nikke_noah_01_43,,,
d_nikke_noah_01_36,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_36,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_37,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_37,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_38,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_38,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_39,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_39,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_40,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_40,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_41,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_41,False,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_42,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_42,True,,1,1,1.0,,noah,,1,surprise,d_nikke_noah_01_46,,,
d_nikke_noah_01_43,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_43,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_44,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_44,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_45,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_45,True,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_46,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_46,False,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_47,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_47,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_48,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_48,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_49,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_49,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_50,d_nikke_noah_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noah_01_50,False,,1,S_10,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_51,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_51,True,,S_10,S_10,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_52,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_52,False,,S_10,S_10,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_53,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_53,True,,S_10,S_10,1.0,,noah,,1,good,,,,
d_nikke_noah_01_54,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_54,True,,S_10,S_10,1.0,,noah,,1,good,,,,
d_nikke_noah_01_55,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_55,True,,S_10,S_10,1.0,,noah,,1,good,,,,
d_nikke_noah_01_56,d_nikke_noah_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_01_56,False,CityForest_03,5,1,2.0,bgm_distress,noah,,1,good,,noah,black,
d_nikke_noah_01_57,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_57,True,,1,1,1.0,,noah,noah,1,good,,,,
d_nikke_noah_01_58,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_58,False,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_59,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_59,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_60,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_60,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_61,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_61,True,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_62,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_62,True,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_63,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_63,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_64,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_64,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_65,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_65,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_66,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_66,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_67,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_67,False,,1,1,1.0,,noah,,1,idle,d_nikke_noah_01_69,,,
d_nikke_noah_01_68,d_nikke_noah_01,Choice,,Locale_NikkeEpisode:d_nikke_noah_01_68,False,,1,1,1.0,,noah,,1,idle,d_nikke_noah_01_69,,,
d_nikke_noah_01_69,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_69,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_70,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_70,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_71,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_71,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_72,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_72,False,,1,1,1.0,,,,1,good,,,,
d_nikke_noah_01_73,d_nikke_noah_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_01_73,False,WasteLand_01,black,black,1.0,,,,1,idle,,noah,,
d_nikke_noah_01_74,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_74,True,,1,1,1.0,,noah,noah,1,idle,,,,
d_nikke_noah_01_75,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_75,False,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_76,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_76,True,,1,5,0.8,,noah,,1,idle,,,,
d_nikke_noah_01_77,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_77,True,,5,15,0.8,,noah,,1,idle,,,,
d_nikke_noah_01_78,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_78,True,,15,1,0.8,,noah,,1,idle,,,,
d_nikke_noah_01_79,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_79,False,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_80,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_80,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_81,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_81,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_82,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_82,True,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_83,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_83,False,,1,1,1.0,,noah,,1,shy,,,,
d_nikke_noah_01_84,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_84,True,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_85,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_85,False,,1,1,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_86,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_86,True,,1,1,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_87,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_87,True,,1,1,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_88,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_88,True,,1,1,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_89,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_89,True,,1,1,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_90,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_90,True,,1,1,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_91,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_91,True,,1,1,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_92,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_92,True,,1,1,1.0,,noah,,1,angry,,,,
d_nikke_noah_01_93,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_93,True,,1,1,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_94,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_94,True,,1,1,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_95,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_95,True,,1,1,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_96,d_nikke_noah_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_01_96,False,,1,6017,0.5,none,noah,,1,pain,,,,sfx_scn_rapturehowl
d_nikke_noah_01_97,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_97,False,,6017,6017,1.0,,noah,,1,pain,,,,
d_nikke_noah_01_98,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_98,True,,6017,1,0.5,bgm_enemyclose,noah,,1,good,,,,
d_nikke_noah_01_99,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_99,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_100,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_100,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_101,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_101,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_102,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_102,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_103,d_nikke_noah_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noah_01_103,False,,black,black,1.0,none,noah,,1,idle,,,,c232_sk1_shield
d_nikke_noah_01_104,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_104,True,,1,S_10,1.0,bgm_spot_counterattack,noah,,1,good,,,,
d_nikke_noah_01_105,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_105,False,,S_10,S_10,1.0,,noah,,1,good,,,,
d_nikke_noah_01_106,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_106,True,,S_10,S_10,1.0,,noah,,1,surprise,,,,
d_nikke_noah_01_107,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_107,True,,S_10,S_10,1.0,,noah,,1,good,,,,
d_nikke_noah_01_108,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_108,True,,S_10,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_109,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_109,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_110,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_110,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_111,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_111,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_112,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_112,True,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_113,d_nikke_noah_01,Self,Self,Locale_NikkeEpisode:d_nikke_noah_01_113,False,,1,1,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_114,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_114,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_115,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_115,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_116,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_116,True,,1,1,1.0,,noah,,1,good,,,,
d_nikke_noah_01_117,d_nikke_noah_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_01_117,False,,black,black,1.0,,noah,,1,idle,,,,c232_ult_invinsible
d_nikke_noah_01_118,d_nikke_noah_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noah_01_118,False,,black,black,1.0,,noah,,1,idle,,,,
d_nikke_noah_01_119,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_119,True,,1,S_10,0.5,,noah,,1,idle,,,,
d_nikke_noah_01_120,d_nikke_noah_01,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_01_120,False,,S_10,S_10,1.0,,noah,,1,"expression_0,idle",,,,
