id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,set_camera_shake,set_filter_02
d_nikke_crow_03_38,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_38,False,,1,1,1.0,,crow,crow,1,idle,,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_39,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_39,False,,1,12,2.0,bgm_story_weare,crow,,1,idle,,outlaw,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_40,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_40,False,,12,12,1.0,,crow,,1,idle,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_41,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_41,False,,12,10,2.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_42,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_42,False,,10,10,1.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_43,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_43,False,,10,10,1.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_44,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_44,False,,10,L_130,2.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_45,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_45,False,,L_130,L_130,1.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_46,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_46,False,,L_130,10,2.0,,crow,,1,smile,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_47,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_47,False,,10,10,1.0,,crow,,1,smile,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_48,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_48,False,Jail,10,10,1.0,,crow,,1,idle,,,13,idle,,outlaw,black,,,,,,,,,,,
d_nikke_crow_03_49,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_49,True,,10,10,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_50,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_50,True,,10,10,2.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_51,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_51,True,,10,10,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_52,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_52,True,,10,10,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_53,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_53,True,,10,10,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_54,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_54,False,Bar,10,10,1.0,,crow,,1,idle,crow,,,,Grey,,,,,,,,,,,sfx_scn_beatup,Low_2,
d_nikke_crow_03_55,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_55,False,,10,10,1.0,,crow,crow,1,angry,,outlaw,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_56,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_56,False,,10,L_130,2.0,,crow,,1,angry,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_57,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_57,False,,L_130,L_130,1.0,,crow,,1,idle,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_58,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_58,False,,L_130,10,2.0,,crow,,1,smile,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_59,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_59,False,,10,10,1.0,,crow,,1,smile,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_60,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_60,True,Jail,10,10,1.0,,crow,,1,idle,,,13,idle,,outlaw,black,,,,,,,,,,,
d_nikke_crow_03_61,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_61,True,,10,10,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_62,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_62,True,City,10,10,1.0,,crow,,1,idle,crow,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_63,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_63,True,,10,10,1.0,,crow,,,,,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_64,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_64,True,Bar,black,black,1.0,,crow,crow,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_65,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_65,False,,1,10,2.0,,crow,,1,idle,,outlaw,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_66,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_66,False,,10,L_130,1.0,,crow,,1,idle,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_67,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_67,False,,L_130,L_130,1.0,,crow,,1,idle,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_68,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_68,False,,L_130,L_1300,2.0,,crow,,1,idle,,,13,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_69,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_69,True,Jail,10,10,1.0,,crow,,1,smile,,,13,idle,,outlaw,black,,,,,,,,,,,
d_nikke_crow_03_70,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_70,False,,10,10,1.0,,crow,,1,smile,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_71,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_71,True,,10,100,2.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_72,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_72,True,,100,100,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_73,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_73,True,,100,100,1.0,,crow,,1,angry,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_77,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_77,True,,100,100,1.0,,crow,,1,angry,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_78,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_78,True,,100,100,1.0,,crow,,1,surprise,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_79,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_79,True,OuterRim,100,100,1.0,,crow,,1,surprise,crow,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_80,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_80,True,Ark,100,1,3.0,,crow,,,,,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_81,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_81,True,City,1,1,1.0,,crow,,,,,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_82,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_82,True,,1,4,2.0,,crow,,,,,,,,Grey,,,,,,,,,,,,,
d_nikke_crow_03_83,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_83,True,,4,L_10,1.0,,crow,,,,,outlaw,1,idle,Grey,,,,,,,,,,,,,
d_nikke_crow_03_84,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_84,True,black,L_10,1,2.0,,crow,,,,,,1,idle,Grey,,,,,,,,,,,,,Blur_Low
d_nikke_crow_03_85,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_85,True,red,1,1,1.0,,crow,,,,,,1,idle,Grey,outlaw,,,,,,,,,,,,Blur_Middle
d_nikke_crow_03_86,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_86,True,Jail,1,1,1.0,,crow,crow,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_87,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_87,True,,1,1,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_88,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_88,False,,1,1,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_89,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_89,True,,1,10,2.0,,crow,,1,smile,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_90,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_90,True,,10,10,1.0,,crow,,1,smile,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_91,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_91,True,,10,10,1.0,,crow,,1,smile,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_92,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_92,True,,10,10,1.0,,crow,,1,smile,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_93,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_93,True,,10,100,2.5,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_94,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_94,False,,100,100,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_95,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_95,True,,100,100,1.0,,crow,,1,idle,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_96,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_96,True,,100,100,1.0,,crow,,1,angry,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_97,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_97,False,,100,10,1.0,none,crow,,1,angry,,,,,,,,,,,,,,,,sfx_scn_trip,Low_2,
d_nikke_crow_03_98,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_98,True,,10,10,1.0,,crow,,1,surprise,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_99,d_nikke_crow_03,Speech,crow,Locale_NikkeEpisode:d_nikke_crow_03_99,True,,10,10,1.0,,crow,,1,surprise,,,,,,,,,,,,,,,,,,
d_nikke_crow_03_100,d_nikke_crow_03,Self,Self,Locale_NikkeEpisode:d_nikke_crow_03_100,False,,10,1,2.0,,crow,,1,surprise,,,,,,,,,,,,,,,,sfx_scn_run,,
