id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_elegg_03_13,d_nikke_elegg_03,Narration,elegg,,Locale_NikkeEpisode:d_nikke_elegg_03_13,False,MaidCafe,black,black,1.0,none,sfx_scn_chimebell02,black,,1,delight,,soda,5,idle,,ade,13,idle,,cocoa,3,idle,
d_nikke_elegg_03_14,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_14,True,,S_10,S_10,1.0,bgm_story_leisuretime,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_15,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_15,True,,S_10,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_16,d_nikke_elegg_03,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_elegg_03_16,True,,S_50,S_50,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_17,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_17,True,,130,130,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_18,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_18,True,,130,130,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_19,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_19,True,,XS_30,XS_30,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,delight,
d_nikke_elegg_03_20,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_20,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_21,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_21,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,delight,,,3,idle,
d_nikke_elegg_03_22,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_22,True,,12,12,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_23,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_23,True,,12,12,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_24,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_24,True,,12,12,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_25,d_nikke_elegg_03,Monologue,elegg,,Locale_NikkeEpisode:d_nikke_elegg_03_25,False,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_26,d_nikke_elegg_03,Self,elegg,,Locale_NikkeEpisode:d_nikke_elegg_03_26,False,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_27,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_27,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_28,d_nikke_elegg_03,Self,ade,,Locale_NikkeEpisode:d_nikke_elegg_03_28,False,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_29,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_29,True,,12,S_10,1.0,,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_30,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_30,True,,S_10,S_10,1.0,,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_31,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_31,True,,S_10,S_100,1.3,,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_32,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_32,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_33,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_33,True,,S_100,12,1.0,,,,,1,idle,,,5,idle,,,13,worried,,,3,idle,
d_nikke_elegg_03_34,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_34,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,worried,,,3,idle,
d_nikke_elegg_03_35,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_35,True,,12,12,1.0,,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_36,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_36,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,worried,,,3,idle,
d_nikke_elegg_03_37,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_37,True,,12,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_38,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_38,True,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_39,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_39,True,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_40,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_40,True,,S_10,S_10,1.0,,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_41,d_nikke_elegg_03,Self,elegg,,Locale_NikkeEpisode:d_nikke_elegg_03_41,False,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_42,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_42,True,,S_10,12,1.0,,,,,1,idle,,,5,idle,,,13,delight,,,3,idle,
d_nikke_elegg_03_43,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_43,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_44,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_44,True,,12,12,1.0,,,,,1,surprise,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_45,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_45,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_46,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_46,True,,12,12,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_47,d_nikke_elegg_03,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_03_47,False,,black,black,1.0,none,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_48,d_nikke_elegg_03,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_03_48,False,,black,black,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_49,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_49,True,,12,S_10,1.0,bgm_story_herecomestrouble,,,,1,think,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_50,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_50,True,,S_10,S_10,1.0,,,,,1,surprise,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_51,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_51,True,,S_10,S_100,1.0,,,,,1,special,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_52,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_52,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_53,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_53,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_54,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_54,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_55,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_55,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_56,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_56,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_57,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_57,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_58,d_nikke_elegg_03,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_03_58,False,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_59,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_59,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_60,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_60,True,,S_100,S_10,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_61,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_61,True,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_62,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_62,True,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_63,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_63,True,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_64,d_nikke_elegg_03,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_03_64,False,,S_10,S_10,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_65,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_65,True,,S_10,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_66,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_66,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_67,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_67,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_68,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_68,False,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_69,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_69,False,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_70,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_70,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_71,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_71,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_72,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_72,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_73,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_73,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_74,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_74,True,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_75,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_75,True,,S_100,S_100,1.0,,,,,1,delight,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_76,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_76,False,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_77,d_nikke_elegg_03,Monologue,,,Locale_NikkeEpisode:d_nikke_elegg_03_77,False,,S_100,S_100,1.0,,,,,1,idle,,,5,idle,,,13,idle,,,3,idle,
d_nikke_elegg_03_78,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_78,True,,S_100,2,1.0,,,black,,1,idle,,,5,idle,,,13,idle,,,3,delight,
d_nikke_elegg_03_79,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_79,True,,2,12,1.0,,,,,1,idle,,,5,idle,,,13,delight,,,3,idle,
d_nikke_elegg_03_80,d_nikke_elegg_03,Narration,,,Locale_NikkeEpisode:d_nikke_elegg_03_80,False,,black,black,1.0,none,sfx_scn_chimebell02,,,1,idle,,,5,idle,soda,,13,delight,ade,,3,idle,cocoa
d_nikke_elegg_03_81,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_81,True,Park,S_10,S_10,1.0,bgm_story_orangepop,,black,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_82,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_82,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_83,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_83,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_84,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_84,True,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_85,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_85,True,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,,,,
d_nikke_elegg_03_86,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_86,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_87,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_87,False,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_88,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_88,True,,S_10,S_100,1.0,,,,,1,delight,,,,,,,,,,,,,
d_nikke_elegg_03_89,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_89,True,,S_100,S_100,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_90,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_90,True,,S_100,S_100,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_91,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_91,True,,S_100,S_100,1.0,,,,,1,delight,,,,,,,,,,,,,
d_nikke_elegg_03_92,d_nikke_elegg_03,Self,,,Locale_NikkeEpisode:d_nikke_elegg_03_92,False,,S_100,S_100,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_elegg_03_93,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_93,True,MaidCafe,XS_30,XS_30,1.0,,,black,,1,idle,elegg,,,,,ade,1,worried,,cocoa,3,surprised,
d_nikke_elegg_03_94,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_94,True,,XS_30,XS_30,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_95,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_95,True,,XS_30,2,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_96,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_96,True,,2,2,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_97,d_nikke_elegg_03,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_elegg_03_97,False,,2,2,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_98,d_nikke_elegg_03,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_elegg_03_98,True,,2,2,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_99,d_nikke_elegg_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_elegg_03_99,True,,2,10,1.0,,,,,,,,,,,,,1,worried,,,3,surprised,
d_nikke_elegg_03_100,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_100,True,Park,S_10,S_10,1.0,,,black,elegg,1,delight,,,,,,,1,worried,ade,,3,surprised,cocoa
d_nikke_elegg_03_101,d_nikke_elegg_03,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_elegg_03_101,True,,S_10,S_100,1.0,,,,,1,idle,,,,,,,,,,,,,
