id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_folkwang_02_33,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_33,True,,10,10,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_34,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_34,True,,S_130,S_130,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_35,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_35,True,,S_130,S_130,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_36,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_36,True,,S_130,S_130,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_37,d_nikke_folkwang_02,Self,mary,,Locale_NikkeEpisode:d_nikke_folkwang_02_37,False,,S_130,S_130,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_38,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_38,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_39,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_39,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_40,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_40,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_41,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_41,True,,S_130,12,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_42,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_42,True,,12,12,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_43,d_nikke_folkwang_02,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_02_43,False,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_44,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_44,True,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_45,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_45,True,,12,10,2.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_46,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_46,True,,10,10,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_47,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_47,True,,10,10,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_48,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_48,True,,10,10,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_49,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_49,True,,10,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_50,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_50,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_51,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_51,True,,S_130,12,1.0,,,,,,1,pain,,13,idle
d_nikke_folkwang_02_52,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_52,True,,12,12,1.0,,,,,,1,pain,,13,idle
d_nikke_folkwang_02_53,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_53,True,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_54,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_54,True,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_55,d_nikke_folkwang_02,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_02_55,False,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_56,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_56,True,,12,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_57,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_57,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_58,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_58,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_59,d_nikke_folkwang_02,Self,mary,,Locale_NikkeEpisode:d_nikke_folkwang_02_59,False,,S_130,S_130,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_60,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_60,True,,S_130,S_1300,0.5,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_61,d_nikke_folkwang_02,Self,mary,,Locale_NikkeEpisode:d_nikke_folkwang_02_61,False,,S_1300,S_1300,1.0,,,,,,1,surprise,,13,idle
d_nikke_folkwang_02_62,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_62,True,,10,100,0.5,,,,,,1,delight,,13,idle
d_nikke_folkwang_02_63,d_nikke_folkwang_02,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_02_63,True,,100,100,1.0,,,,,,1,delight,,13,idle
d_nikke_folkwang_02_64,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_64,True,,S_1300,S_130,2.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_65,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_65,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_66,d_nikke_folkwang_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_folkwang_02_66,True,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
d_nikke_folkwang_02_67,d_nikke_folkwang_02,Self,mary,,Locale_NikkeEpisode:d_nikke_folkwang_02_67,False,,S_130,S_130,1.0,,,,,,1,idle,,13,idle
