id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,jump_target,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_nikke_soda_05_18,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_18,True,,170,170,1.0,,,,,,ade,ade,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_19,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_19,True,,170,16,1.0,,,,,,cocoa,cocoa,,15,delight,,,17,delight,,,,,
d_nikke_soda_05_20,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_20,True,,16,16,1.0,,,,,,cocoa,cocoa,,15,delight,,,17,delight,,,,,
d_nikke_soda_05_21,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_21,False,,16,16,1.0,,,,,,,,,15,delight,,,17,delight,,d_nikke_soda_05_23,,,
d_nikke_soda_05_22,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_22,False,,16,16,1.0,,,,,,,,,15,delight,,,17,delight,,d_nikke_soda_05_23,,,
d_nikke_soda_05_23,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_23,True,,16,16,1.0,,,,,,ade,ade,,15,delight,,,17,idle,,,,,
d_nikke_soda_05_24,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_24,True,,16,16,1.0,,,,,,ade,ade,,15,delight,,,17,idle,,,,,
d_nikke_soda_05_25,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_25,False,,16,16,1.0,,,,,,,soda,,15,idle,,,17,idle,,,,,
d_nikke_soda_05_26,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_26,True,,16,170,1.0,,,,,,ade,ade,,15,idle,,,17,idle,,,,,
d_nikke_soda_05_27,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_27,True,,170,14,1.0,,,soda,13,think,soda,soda,,15,idle,,,17,idle,,,,,
d_nikke_soda_05_28,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_28,True,,170,170,1.0,,,,13,think,ade,ade,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_29,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_29,True,,14,14,1.0,,,,13,think,soda,soda,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_30,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_30,True,,14,S_130,0.5,,none,,13,shy,soda,soda,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_31,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_31,False,,S_130,S_130,1.0,,,,13,shy,soda,,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_32,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_32,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_33,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_33,True,,170,170,1.0,,,,13,shy,ade,ade,,15,idle,,,17,delight,,,,,
d_nikke_soda_05_34,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_34,True,,170,16,1.0,,,,13,shy,cocoa,cocoa,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_35,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_35,True,,16,16,1.0,,,,13,shy,ade,ade,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_36,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_36,False,,S_130,S_130,1.0,sfx_scn_walk,,,13,shy,soda,soda,,15,serious,,,17,delight,,,cocoa,ade,
d_nikke_soda_05_37,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_37,True,,S_130,S_130,1.0,,bgm_story_backtonormal,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_38,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_38,True,,S_130,S_130,1.0,,,,13,idle,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_39,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_39,False,,S_130,S_130,1.0,,,,13,idle,soda,,,,,,,,,,,,,
d_nikke_soda_05_40,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_40,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_41,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_41,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_42,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_42,True,,S_130,S_1300,0.5,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_43,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_43,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_44,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_44,True,,S_1300,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_45,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_45,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_46,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_46,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_47,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_47,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,Low_2
d_nikke_soda_05_48,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_48,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_49,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_49,True,,S_130,S_130,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_50,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_50,False,,S_130,S_130,1.0,,,,13,sad,soda,,,,,,,,,,,,,
d_nikke_soda_05_51,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_51,True,,S_130,S_1300,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_52,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_52,True,,S_1300,S_1300,1.0,,,,13,idle,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_53,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_53,False,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_54,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_54,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,d_nikke_soda_05_56,,,
d_nikke_soda_05_55,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_55,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,d_nikke_soda_05_58,,,
d_nikke_soda_05_56,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_56,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_57,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_57,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,d_nikke_soda_05_60,,,
d_nikke_soda_05_58,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_58,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_59,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_59,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_60,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_60,False,,black,black,1.0,,none,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_61,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_61,False,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_62,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_62,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_63,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_63,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_64,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_64,True,,S_130,S_130,1.0,,bgm_story_inwonderland,,13,idle,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_65,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_65,True,,S_130,S_130,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_66,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_66,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_67,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_67,False,,S_130,S_130,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_68,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_68,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_69,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_69,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_70,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_70,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_71,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_71,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_72,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_72,False,,S_130,S_1300,0.5,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_73,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_73,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_74,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_74,False,,S_1300,S_1300,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_75,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_75,False,,S_1300,S_1300,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_76,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_76,True,,S_1300,S_1300,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_77,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_77,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_78,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_78,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,d_nikke_soda_05_80,,,
d_nikke_soda_05_79,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_79,False,,S_1300,S_1300,1.0,,,,13,shy,soda,,,,,,,,,,d_nikke_soda_05_81,,,
d_nikke_soda_05_80,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_80,True,,S_1300,S_1300,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_81,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_81,True,,S_1300,S_1300,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_82,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_82,False,,S_1300,S_1300,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_83,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_83,True,,S_1300,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_84,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_84,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_85,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_85,False,,S_130,S_170,1.5,,,,13,shy,,,,,,,,,,,,,,
d_nikke_soda_05_86,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_86,False,,S_170,S_130,1.0,,,,13,serious,,,,,,,,,,,,,,
d_nikke_soda_05_87,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_87,True,,S_130,S_130,1.0,,,,13,serious,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_88,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_88,False,,S_130,S_130,1.0,,,,13,serious,soda,,,,,,,,,,d_nikke_soda_05_90,,,
d_nikke_soda_05_89,d_nikke_soda_05,Choice,Locale_NikkeEpisode:d_nikke_soda_05_89,False,,S_130,S_130,1.0,,,,13,serious,soda,,,,,,,,,,d_nikke_soda_05_90,,,
d_nikke_soda_05_90,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_90,True,,S_130,S_130,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_91,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_91,True,,S_130,S_130,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_92,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_92,True,,S_130,S_130,1.0,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_93,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_93,False,,S_130,S_130,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_94,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_94,False,,S_130,S_130,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_95,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_95,False,,S_130,S_1300,2.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_96,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_96,False,,S_1300,S_1300,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_97,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_97,False,,S_1300,S_1300,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_98,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_98,True,,S_1300,S_130,2.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_99,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_99,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_100,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_100,False,,S_130,S_130,1.0,,,,13,think,soda,,,,,,,,,,,,,
d_nikke_soda_05_101,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_101,True,,S_130,S_130,1.0,,,,13,think,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_102,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_102,True,,S_130,S_130,1.0,,,,13,idle,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_103,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_103,False,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_104,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_104,False,,S_130,S_130,1.0,,,,13,shy,soda,,,,,,,,,,,,,
d_nikke_soda_05_105,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_105,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_106,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_106,True,,S_130,S_1300,1.5,,,,13,sad,soda,soda,,,,,,,,,,,,
d_nikke_soda_05_107,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_107,True,,S_30,S_130,1.0,,,,13,shy,soda,soda,,,,,,,,black,,,,
d_nikke_soda_05_108,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_108,True,,S_130,14,1.0,,,,13,shy,cocoa,cocoa,cocoa,15,serious,,ade,17,idle,,,,,
d_nikke_soda_05_109,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_109,True,,14,14,1.0,,,,13,shy,cocoa,cocoa,,15,serious,,,17,idle,,,,,
d_nikke_soda_05_110,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_110,True,,14,14,1.0,,,,13,shy,soda,soda,,15,serious,,,17,idle,,,,,
d_nikke_soda_05_111,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_111,True,,170,170,1.0,,,,13,shy,ade,ade,,15,serious,,,17,idle,,,,,
d_nikke_soda_05_112,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_112,True,,S_130,S_130,1.0,,,,13,shy,soda,soda,,15,serious,,,17,idle,,,,,
d_nikke_soda_05_113,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_113,False,,170,170,1.0,,,,13,shy,,,,15,serious,,,17,idle,,,,,
d_nikke_soda_05_114,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_114,True,,170,170,1.0,,,,13,shy,ade,ade,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_115,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_115,False,,170,170,1.0,,,,13,shy,,,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_116,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_116,True,,XS_150,XS_150,1.0,,,,13,shy,cocoa,cocoa,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_117,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_117,True,,XS_150,XS_150,1.0,,,,13,shy,cocoa,cocoa,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_118,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_118,True,,XS_150,S_130,1.0,,none,,13,idle,soda,soda,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_119,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_119,True,,S_130,S_130,1.0,,bgm_story_sunnycarnival,,13,shy,soda,soda,,15,serious,,,17,delight,,,,,
d_nikke_soda_05_120,d_nikke_soda_05,Narration,Locale_NikkeEpisode:d_nikke_soda_05_120,False,,black,black,1.0,sfx_scn_heavytrip,,,13,shy,,,,15,serious,,,17,delight,,,cocoa,ade,Low_2
d_nikke_soda_05_121,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_121,True,,50,50,1.0,,,,13,shy,regularguest,regularguest,regularguest,5,idle,,calmguest,3,idle,,,,,
d_nikke_soda_05_122,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_122,True,,50,50,1.0,,,,13,shy,regularguest,regularguest,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_123,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_123,True,,4,4,1.0,,,,13,shy,calmguest,calmguest,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_124,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_124,True,,4,4,1.0,,,,13,shy,regularguest,regularguest,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_125,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_125,True,,4,4,1.0,,,,13,shy,regularguest,regularguest,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_126,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_126,False,,4,4,1.0,,,,13,shy,,,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_127,d_nikke_soda_05,Monologue,Locale_NikkeEpisode:d_nikke_soda_05_127,False,,black,black,1.0,,,,13,shy,,,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_128,d_nikke_soda_05,Self,Locale_NikkeEpisode:d_nikke_soda_05_128,False,,S_130,S_130,1.0,,,,13,shy,,,,5,idle,,,3,idle,,,,,
d_nikke_soda_05_129,d_nikke_soda_05,Speech,Locale_NikkeEpisode:d_nikke_soda_05_129,True,,S_130,S_1300,1.0,,,,13,shy,,soda,,5,idle,,,3,idle,,,,,
