id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_nikke_julia_03_17,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_17,True,,S_10,S_100,1.0,,julia,julia,,3,idle,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_18,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_18,True,,S_700,S_700,1.0,,neon,neon,,3,idle,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_19,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_19,True,,S_100,S_10,2.0,,julia,julia,,3,idle,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_20,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_20,False,,S_10,S_10,1.0,,julia,,,3,idle,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_21,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_21,True,,S_10,S_10,1.0,,julia,julia,,3,idle,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_22,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_22,False,,S_10,S_10,1.0,,julia,,,3,idle,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_23,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_23,True,,S_10,1,2.0,,julia,julia,,3,idle,,5,idle,,7,idle,,,1,think,,julia,,,,
d_nikke_julia_03_24,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_24,False,,1,4,2.0,,julia,,,3,idle,,5,idle,,7,idle,,,,,,,,,,
d_nikke_julia_03_25,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_25,True,,4,4,1.0,,anis,anis,,3,idle,,5,angry,,7,idle,,,,,,,,,,
d_nikke_julia_03_26,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_26,True,,4,4,1.0,,anis,anis,,3,idle,,5,angry,,7,idle,,,,,,,,,,
d_nikke_julia_03_27,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_27,True,,4,S_30,2.0,,rapi,rapi,,3,idle,,5,angry,,7,idle,,,,,,,,,,
d_nikke_julia_03_28,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_28,False,,S_30,S_30,1.0,,rapi,,,3,idle,,5,angry,,7,idle,,,,,,,,,,
d_nikke_julia_03_29,d_nikke_julia_03,Narration,Locale_NikkeEpisode:d_nikke_julia_03_29,False,none,black,black,1.0,,rapi,,,,,,,,,,,,,,,,,rapi,anis,neon,
d_nikke_julia_03_30,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_30,True,Armory,1,S_10,1.0,,julia,julia,,,,,,,,,,,julia,1,idle,,,,,,
d_nikke_julia_03_31,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_31,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_32,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_32,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_33,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_33,False,,S_10,S_130,2.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_34,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_34,True,,S_130,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_35,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_35,False,,S_10,S_100,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_36,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_36,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_37,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_37,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_38,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_38,False,,black,black,1.0,,julia,,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_39,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_39,False,,S_100,S_10,0.5,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_40,d_nikke_julia_03,Narration,Locale_NikkeEpisode:d_nikke_julia_03_40,False,none,black,black,1.0,,julia,,,,,,,,,,,,,1,idle,,julia,,,,
d_nikke_julia_03_41,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_41,True,OutpostOut,6001,S_10,1.0,,julia,julia,,,,,,,,,,,julia,1,idle,,,,,,
d_nikke_julia_03_42,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_42,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_43,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_43,False,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_44,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_44,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_45,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_45,False,,S_10,S_100,2.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_46,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_46,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_47,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_47,False,,S_100,S_100,1.0,,julia,,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_48,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_48,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_49,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_49,False,,black,black,1.0,,julia,,,,,,,,,,,,,1,think,,,,,,
d_nikke_julia_03_50,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_50,False,,S_100,S_10,0.5,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_51,d_nikke_julia_03,Narration,Locale_NikkeEpisode:d_nikke_julia_03_51,False,none,black,black,1.0,,julia,,,,,,,,,,,,,1,idle,,julia,,,,
d_nikke_julia_03_52,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_52,True,NikkeRoom,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,julia,1,idle,,,,,,
d_nikke_julia_03_53,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_53,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_54,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_54,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_55,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_55,True,,S_10,S_100,0.5,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_56,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_56,False,,S_100,S_100,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_57,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_57,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_58,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_58,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_59,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_59,False,,S_100,S_100,1.0,none,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_60,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_60,True,,S_100,S_100,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_61,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_61,False,,S_100,S_100,1.0,,julia,,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_62,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_62,True,,S_100,S_10,2.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_63,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_63,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_64,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_64,False,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_65,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_65,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_66,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_66,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_67,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_67,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_68,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_68,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_69,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_69,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_70,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_70,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_71,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_71,False,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_72,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_72,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_73,d_nikke_julia_03,Narration,Locale_NikkeEpisode:d_nikke_julia_03_73,False,none,black,black,1.0,,,,,,,,,,,,,,,1,idle,,julia,,,,
d_nikke_julia_03_74,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_74,True,CommanderRoom,S_70,S_70,1.0,bgm_story_leisuretime,neon,neon,,,,anis,5,idle,neon,7,delight,,julia,1,idle,,,,,,
d_nikke_julia_03_75,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_75,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,idle,,,1,surprise,,,,,,
d_nikke_julia_03_76,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_76,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,idle,,,1,surprise,,,,,,
d_nikke_julia_03_77,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_77,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_78,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_78,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_79,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_79,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_80,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_80,True,,S_70,S_700,0.5,,neon,neon,,,,,5,idle,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_81,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_81,True,,S_700,S_700,1.0,,neon,neon,,,,,5,idle,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_82,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_82,True,,S_700,50,2.0,,anis,anis,,,,,5,no,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_83,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_83,True,,50,6,1.0,,neon,neon,,,,,5,no,,7,angry,,,1,idle,,,,,,
d_nikke_julia_03_84,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_84,True,,6,6,1.0,,neon,neon,,,,,5,no,,7,angry,,,1,idle,,,,,,
d_nikke_julia_03_85,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_85,False,,6,1,2.0,,julia,julia,,,,,5,no,,7,angry,,,1,idle,,,,,,
d_nikke_julia_03_86,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_86,True,,1,S_10,1.0,,julia,julia,,,,,5,idle,,7,angry,,,1,idle,,,,,,
d_nikke_julia_03_87,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_87,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_88,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_88,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_89,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_89,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_90,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_90,True,,50,50,1.0,,anis,anis,,,,,5,no,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_91,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_91,True,,50,S_10,1.0,,julia,julia,,,,,5,no,,7,idle,,,1,surprise,,,,,,
d_nikke_julia_03_92,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_92,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_93,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_93,True,,S_70,S_700,0.5,,neon,neon,,,,,5,idle,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_94,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_94,True,,S_700,S_700,1.0,,neon,neon,,,,,5,idle,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_95,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_95,True,,S_10,S_100,2.0,,julia,julia,,,,,5,idle,,7,no,,,1,idle,,,,,,
d_nikke_julia_03_96,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_96,True,,S_700,S_70,0.5,,neon,neon,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_97,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_97,False,,S_70,S_10,2.0,none,julia,julia,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_98,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_98,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,idle,,,1,idle,,,,,,
d_nikke_julia_03_99,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_99,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_100,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_100,True,,S_10,S_10,1.0,,julia,julia,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_101,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_101,True,,S_10,S_100,2.0,,julia,julia,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_102,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_102,True,,S_100,S_100,1.0,,julia,julia,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_103,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_103,True,,S_70,S_70,1.0,,neon,neon,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_104,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_104,False,,S_100,S_100,1.0,,julia,julia,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_105,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_105,True,,S_100,1,0.5,,julia,julia,,,,,5,idle,,7,surprise,,,1,idle,,,,,,
d_nikke_julia_03_106,d_nikke_julia_03,Monologue,Locale_NikkeEpisode:d_nikke_julia_03_106,False,,1,6,2.0,,julia,,,,,,5,worry,,7,surprise,,,1,idle,,julia,,,,
d_nikke_julia_03_107,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_107,True,,6,6,1.0,,anis,anis,,,,,5,worry,,7,surprise,,,,,,,,,,
d_nikke_julia_03_108,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_108,True,,6,6,1.0,,neon,neon,,,,,5,worry,,7,surprise,,,,,,,,,,
d_nikke_julia_03_109,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_109,False,,6,6,1.0,,neon,,,,,,5,worry,,7,surprise,,,,,,,,,,
d_nikke_julia_03_110,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_110,True,none,black,black,1.0,,julia,julia,,,,,5,worry,,7,surprise,,,,,,,,anis,neon,black
d_nikke_julia_03_111,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_111,True,NikkeRoom,1,S_10,1.0,,julia,julia,,,,,,,,,,,julia,1,idle,,,,,,
d_nikke_julia_03_112,d_nikke_julia_03,Narration,Locale_NikkeEpisode:d_nikke_julia_03_112,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,sfx_scn_knock,,1,idle,,,,,,
d_nikke_julia_03_113,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_113,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_114,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_114,True,,S_10,S_10,1.0,bgm_story_fairytalesend_if,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_115,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_115,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_116,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_116,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_117,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_117,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_118,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_118,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_119,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_119,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_120,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_120,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_121,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_121,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_122,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_122,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_123,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_123,True,,S_10,1,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_124,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_124,True,,1,1,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_125,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_125,True,,1,1,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_126,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_126,True,,1,1,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_127,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_127,False,,1,1,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_128,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_128,True,,1,S_10,0.6,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_129,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_129,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_130,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_130,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_131,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_131,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,idle,,,,,,
d_nikke_julia_03_132,d_nikke_julia_03,Speech,Locale_NikkeEpisode:d_nikke_julia_03_132,True,,S_10,S_10,1.0,,julia,julia,,,,,,,,,,,,1,surprise,,,,,,
d_nikke_julia_03_133,d_nikke_julia_03,Self,Locale_NikkeEpisode:d_nikke_julia_03_133,False,,S_10,S_10,1.0,,julia,,,,,,,,,,,,,1,surprise,,,,,,
