id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,play_sound,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_viper_01_57,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_57,True,,1,1,1.0,bgm_story_kneeldownfools,,,,,touter,touter,1,idle,,,,,,
d_nikke_viper_01_58,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_58,False,,1,1,1.0,,,,,,,,1,idle,,,,,,
d_nikke_viper_01_59,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_59,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_60,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_60,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_61,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_61,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_62,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_62,False,,1,1,1.0,,,,,,,,1,idle,,,,,,
d_nikke_viper_01_63,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_63,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_64,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_64,False,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_65,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_65,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_66,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_66,False,,1,1,1.0,,,,,,,,1,idle,,,,,,
d_nikke_viper_01_67,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_67,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_68,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_68,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_69,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_69,True,,1,10,0.5,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_70,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_70,False,,10,10,1.0,,,,,,,,1,idle,,,,,,
d_nikke_viper_01_71,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_71,True,,10,10,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_72,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_72,True,,10,10,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_73,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_73,True,,10,10,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_74,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_74,True,,10,10,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_75,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_75,False,,10,10,1.0,,,,,,,,1,idle,,,,,,
d_nikke_viper_01_76,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_76,True,,10,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_77,d_nikke_viper_01,Speech,touter,Locale_NikkeEpisode:d_nikke_viper_01_77,True,,1,1,1.0,,,,,,touter,,1,idle,,,,,,
d_nikke_viper_01_78,d_nikke_viper_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_01_78,False,OuterRim,black,black,1.0,none,,,,black,,,1,idle,,touter,,,,
d_nikke_viper_01_79,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_79,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_80,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_80,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_81,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_81,False,,1,1,1.0,bgm_story_orangepop,,,,,,,,,,,,,,
d_nikke_viper_01_82,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_82,False,,1,1,1.0,,,,sfx_scn_rustle,,,,,,,,,,,
d_nikke_viper_01_83,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_83,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_84,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_84,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_85,d_nikke_viper_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_01_85,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_86,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_86,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_87,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_87,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_88,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_88,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_89,d_nikke_viper_01,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_01_89,True,,1,1,1.0,,,,,,viper,viper,15,idle,,,,,,
d_nikke_viper_01_90,d_nikke_viper_01,Speech,viper,Locale_NikkeEpisode:d_nikke_viper_01_90,True,,1,15,1.0,,,,,,viper,,15,delight,,,,,,
