id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade
d_nikke_crust_05_49,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_49,True,,XS_10,XS_10,1.0,,,crust,crust,,1,delight,,
d_nikke_crust_05_50,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_50,False,,black,black,1.0,,,,crust,,1,delight,,
d_nikke_crust_05_51,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_51,False,,black,black,1.0,,,,crust,,1,delight,,
d_nikke_crust_05_52,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_52,False,,XS_10,XS_10,1.0,,sfx_scn_noisily,audience03,crust,,1,delight,,
d_nikke_crust_05_53,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_53,True,,XS_10,XS_10,1.0,,,crust,crust,,1,idle,,
d_nikke_crust_05_54,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_54,True,,XS_10,XS_10,1.0,,,crust,crust,,1,idle,,
d_nikke_crust_05_55,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_55,False,,XS_10,XS_10,1.0,,,glasseswoman,crust,,1,idle,,
d_nikke_crust_05_56,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_56,False,,XS_10,XS_10,1.0,,,glasseswoman,crust,,1,idle,,
d_nikke_crust_05_57,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_57,False,,XS_10,XS_10,1.0,,,youngman,crust,,1,idle,,
d_nikke_crust_05_58,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_58,False,,XS_10,XS_10,1.0,,,youngman,crust,,1,idle,,
d_nikke_crust_05_59,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_59,False,,XS_10,XS_10,1.0,,,,crust,,1,idle,,
d_nikke_crust_05_60,d_nikke_crust_05,Narration,Locale_NikkeEpisode:d_nikke_crust_05_60,False,,black,black,1.0,,,,crust,,1,delight,,black
d_nikke_crust_05_61,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_61,True,,XS_10,1,1.3,,,crust,crust,,1,delight,,
d_nikke_crust_05_62,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_62,True,,1,1,1.0,,,crust,crust,,1,delight,,
d_nikke_crust_05_63,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_63,True,,1,1,1.0,,,crust,crust,,1,idle,,
d_nikke_crust_05_64,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_64,True,,1,1,1.0,,,crust,crust,,1,idle,,
d_nikke_crust_05_65,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_65,False,,1,5,1.75,,,glasseswoman,crust,,1,idle,,
d_nikke_crust_05_66,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_66,False,,5,5,1.0,,,glasseswoman,crust,,1,idle,,
d_nikke_crust_05_67,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_67,False,,5,5,1.0,,,glasseswoman,crust,,1,idle,,
d_nikke_crust_05_68,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_68,False,,5,5,1.0,,,youngman,crust,,1,idle,,
d_nikke_crust_05_69,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_69,False,,5,5,1.0,,,youngman,crust,,1,idle,,
d_nikke_crust_05_70,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_70,False,,5,5,1.0,,,youngman,crust,,1,idle,,
d_nikke_crust_05_71,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_71,False,,5,5,1.0,,,,crust,,1,idle,,
d_nikke_crust_05_72,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_72,False,,5,5,1.0,,,,crust,,1,idle,,
d_nikke_crust_05_73,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_73,True,,5,5,2.0,none,,crust,crust,,5,delight,,
d_nikke_crust_05_74,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_74,True,,5,5,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_75,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_75,True,,5,XS_50,1.5,,,crust,crust,,5,idle,,
d_nikke_crust_05_76,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_76,False,,XS_50,XS_50,1.0,,,,crust,,5,idle,,
d_nikke_crust_05_77,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_77,True,,XS_50,XS_50,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_78,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_78,True,,XS_50,XS_50,1.0,,,crust,crust,,5,sad,,
d_nikke_crust_05_79,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_79,True,,XS_50,XS_50,1.0,,,crust,crust,,5,sad,,
d_nikke_crust_05_80,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_80,False,,XS_50,XS_50,1.0,,,,crust,,5,sad,,
d_nikke_crust_05_81,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_81,False,,XS_50,XS_50,1.0,,,,crust,,5,sad,,
d_nikke_crust_05_82,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_82,False,,black,black,1.0,,,,crust,,5,sad,,
d_nikke_crust_05_83,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_83,False,,black,black,1.0,,,,crust,,5,sad,,
d_nikke_crust_05_84,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_84,False,,XS_50,XS_50,1.0,bgm_story_cosmos,,,crust,,5,sad,,
d_nikke_crust_05_85,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_85,True,,XS_50,XS_500,1.3,,,crust,crust,,5,sad,,
d_nikke_crust_05_86,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_86,True,,XS_500,XS_500,1.0,,,crust,crust,,5,delight,,
d_nikke_crust_05_87,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_87,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_88,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_88,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_89,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_89,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_90,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_90,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_91,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_91,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_92,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_92,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_93,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_93,False,,XS_500,XS_500,1.0,,,,crust,,5,idle,,
d_nikke_crust_05_94,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_94,False,,XS_500,XS_500,1.0,,,,crust,,5,idle,,
d_nikke_crust_05_95,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_95,True,,XS_500,XS_50,1.3,,,crust,crust,,5,surprise,,
d_nikke_crust_05_96,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_96,True,,XS_50,XS_50,1.0,,,crust,crust,,5,surprise,,
d_nikke_crust_05_97,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_97,False,,XS_50,XS_50,1.0,,,,crust,,5,surprise,,
d_nikke_crust_05_98,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_98,True,,XS_50,XS_50,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_99,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_99,True,,XS_50,XS_500,1.3,,,crust,crust,,5,delight,,
d_nikke_crust_05_100,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_100,True,,XS_500,XS_500,1.0,,,crust,crust,,5,delight,,
d_nikke_crust_05_101,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_101,True,,XS_500,XS_500,1.0,,,crust,crust,,5,delight,,
d_nikke_crust_05_102,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_102,True,,XS_500,XS_500,1.0,,,crust,crust,,5,idle,,
d_nikke_crust_05_103,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_103,False,,XS_500,XS_500,1.0,,,,crust,,5,idle,,
d_nikke_crust_05_104,d_nikke_crust_05,Speech,Locale_NikkeEpisode:d_nikke_crust_05_104,True,,XS_500,XS_500,1.0,,,crust,crust,,5,delight,,
d_nikke_crust_05_105,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_105,False,,black,black,1.0,,,,crust,,5,delight,,
d_nikke_crust_05_106,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_106,False,,black,black,1.0,,,,crust,,5,delight,,
d_nikke_crust_05_107,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_107,False,,black,black,1.0,,,,crust,,5,delight,,
d_nikke_crust_05_108,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_108,False,CommanderRoom,black,black,1.0,,,,crust,,5,delight,crust,
d_nikke_crust_05_109,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_109,False,,4,4,1.0,,,,crust,,,,,black
d_nikke_crust_05_110,d_nikke_crust_05,Self,Locale_NikkeEpisode:d_nikke_crust_05_110,False,,4,4,1.0,,,,crust,,,,,
d_nikke_crust_05_111,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_111,False,,4,4,1.0,,,,crust,,,,,
d_nikke_crust_05_112,d_nikke_crust_05,Monologue,Locale_NikkeEpisode:d_nikke_crust_05_112,False,,4,4,1.0,,,,crust,,,,,
