id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_aria_05_31,d_nikke_aria_05,Speech,audienceman,Locale_NikkeEpisode:d_nikke_aria_05_31,False,,700,700,1.0,,audienceman,,,,,7,think,,,,,,,,,
d_nikke_aria_05_32,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_32,True,,700,7,1.0,,aria,,,,,7,think,,,,,,,,,
d_nikke_aria_05_33,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_33,True,,7,7,1.0,,aria,,,,,7,think,,,,,,,,,
d_nikke_aria_05_34,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_34,True,,7,7,1.0,,aria,,,,,7,think,,,,,,,,,
d_nikke_aria_05_35,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_35,True,,7,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_36,d_nikke_aria_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_aria_05_36,False,CommanderRoom,black,black,1.0,none,,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_37,d_nikke_aria_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_aria_05_37,False,,black,black,1.0,,,,,,,7,idle,,audience02,13,idle,,,,,
d_nikke_aria_05_38,d_nikke_aria_05,Speech,reporter,Locale_NikkeEpisode:d_nikke_aria_05_38,False,RoyalRoad,black,black,1.0,,reporter,,,,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_39,d_nikke_aria_05,Speech,reporter,Locale_NikkeEpisode:d_nikke_aria_05_39,False,,black,black,1.0,,reporter,,,,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_40,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_40,False,,130,130,1.0,bgm_story_backtonormal,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_41,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_41,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_42,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_42,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_43,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_43,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_44,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_44,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_45,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_45,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_46,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_46,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_47,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_47,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_48,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_48,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_49,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_49,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_50,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_50,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_51,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_51,False,CommanderRoom,130,70,1.0,,,,,,,7,idle,,,13,idle,audience02,,,,
d_nikke_aria_05_52,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_52,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_53,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_53,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_54,d_nikke_aria_05,Choice,,Locale_NikkeEpisode:d_nikke_aria_05_54,False,,70,70,1.0,,,d_nikke_aria_05_56,,,,7,idle,,,,,,,,,
d_nikke_aria_05_55,d_nikke_aria_05,Choice,,Locale_NikkeEpisode:d_nikke_aria_05_55,False,,70,70,1.0,,,d_nikke_aria_05_57,,,,7,idle,,,,,,,,,
d_nikke_aria_05_56,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_56,True,,70,70,1.0,,aria,d_nikke_aria_05_58,,,,7,idle,,,,,,,,,
d_nikke_aria_05_57,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_57,True,,70,70,1.0,,aria,d_nikke_aria_05_58,,,,7,idle,,,,,,,,,
d_nikke_aria_05_58,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_58,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_59,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_59,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_60,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_60,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_61,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_61,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_62,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_62,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_63,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_63,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_64,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_64,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_65,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_65,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_66,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_66,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_67,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_67,False,,70,70,1.0,,,,,,,7,idle,,audience02,13,idle,,,,,
d_nikke_aria_05_68,d_nikke_aria_05,Speech,reporter,Locale_NikkeEpisode:d_nikke_aria_05_68,False,RoyalRoad,70,130,1.0,,reporter,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_69,d_nikke_aria_05,Speech,reporter,Locale_NikkeEpisode:d_nikke_aria_05_69,False,,130,130,1.0,,reporter,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_70,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_70,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_71,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_71,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_72,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_72,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_73,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_73,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_74,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_74,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_75,d_nikke_aria_05,Speech,audience02,Locale_NikkeEpisode:d_nikke_aria_05_75,True,,130,130,1.0,,audience02,,,Grey,,7,idle,,,13,idle,,,,,
d_nikke_aria_05_76,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_76,False,CommanderRoom,130,70,1.0,,,,,,,7,idle,,,13,idle,audience02,,,,
d_nikke_aria_05_77,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_77,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_78,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_78,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_79,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_79,False,,70,70,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_80,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_80,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_81,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_81,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_82,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_82,False,,70,70,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_83,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_83,True,,70,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_84,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_84,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_85,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_85,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_86,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_86,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_87,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_87,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_88,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_88,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_89,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_89,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_90,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_90,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_91,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_91,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_92,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_92,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_93,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_93,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_94,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_94,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_95,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_95,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_96,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_96,True,,7,7,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_97,d_nikke_aria_05,Self,Self,Locale_NikkeEpisode:d_nikke_aria_05_97,False,,7,7,1.0,none,,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_98,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_98,False,,7,7,1.0,,aria,,,,,7,think,,,,,,,,,
d_nikke_aria_05_99,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_99,False,,7,70,1.0,bgm_story_shapeofhope,aria,,,,,7,"expression_0,idle",,,,,,,,,
d_nikke_aria_05_100,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_100,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_101,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_101,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_102,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_102,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_103,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_103,True,,70,70,1.0,,aria,,,,,7,idle,,,,,,,,,
d_nikke_aria_05_104,d_nikke_aria_05,Speech,aria,Locale_NikkeEpisode:d_nikke_aria_05_104,True,,black,black,1.0,,aria,,,,,7,idle,,,,,,,,,
