id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_mica_03_26,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_26,True,,1315,1315,1.0,,,,1,worry,,,13,angry,,,15,think,
d_nikke_mica_03_27,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_27,True,,1315,1315,1.0,,,,1,worry,,,13,idle,,,15,think,
d_nikke_mica_03_28,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_28,True,,1315,1315,1.0,,,,1,worry,,,13,idle,,,15,think,
d_nikke_mica_03_29,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_29,True,,1315,113,1.0,,,,1,worry,,,13,delight,,,15,think,
d_nikke_mica_03_30,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_30,False,,113,113,1.0,,,,1,worry,,,13,idle,,,15,idle,
d_nikke_mica_03_31,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_31,True,,113,113,1.0,,,,1,worry,,,13,idle,,,15,idle,
d_nikke_mica_03_32,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_32,True,,113,113,1.0,,,,1,worry,,,13,idle,,,15,idle,
d_nikke_mica_03_33,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_33,True,,113,113,1.0,,,,1,worry,,,13,idle,,,15,idle,
d_nikke_mica_03_34,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_34,True,,113,113,1.0,,,,1,worry,,,13,idle,,,15,idle,
d_nikke_mica_03_35,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_35,True,,113,XS_130,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_36,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_36,True,,XS_130,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_37,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_37,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_38,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_38,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_39,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_39,False,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_40,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_40,False,,XS_10,XS_100,0.5,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_41,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_41,True,,XS_100,XS_100,1.0,,,,1,delight,,,13,idle,,,15,idle,
d_nikke_mica_03_42,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_42,True,,XS_100,XS_1300,0.5,,,,1,delight,,,13,delight,,,15,idle,
d_nikke_mica_03_43,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_43,True,,XS_1300,XS_1300,1.0,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_mica_03_44,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_44,True,,XS_1300,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_45,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_45,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_46,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_46,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_47,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_47,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_48,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_48,True,,1315,XS_130,1.0,,,,1,idle,,,13,delight,,,15,idle,
d_nikke_mica_03_49,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_49,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,delight,,,15,idle,
d_nikke_mica_03_50,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_50,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_51,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_51,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_mica_03_52,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_52,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_53,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_53,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_54,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_54,True,,XS_10,XS_10,1.0,,,,1,delight,,,13,idle,,,15,idle,
d_nikke_mica_03_55,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_55,True,,XS_10,S_150,1.0,,,,1,delight,,,13,idle,,,15,idle,
d_nikke_mica_03_56,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_56,True,,S_150,1315,1.0,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_mica_03_57,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_57,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_mica_03_58,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_58,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_59,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_59,True,,1315,1315,1.0,,,,1,idle,,,13,angry,,,15,think,
d_nikke_mica_03_60,d_nikke_mica_03,Narration,,,Locale_NikkeEpisode:d_nikke_mica_03_60,False,,1315,XS_10,0.8,,sfx_scn_poke2,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_61,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_61,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_62,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_62,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_63,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_63,False,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_64,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_64,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_65,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_65,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_66,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_66,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_67,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_67,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_68,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_68,True,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_69,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_69,False,,XS_10,XS_10,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_70,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_70,True,,XS_10,XS_100,1.0,,,,1,delight,,,13,idle,,,15,idle,
d_nikke_mica_03_71,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_71,True,,XS_100,113,1.0,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_mica_03_72,d_nikke_mica_03,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_mica_03_72,True,,113,113,1.0,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_mica_03_73,d_nikke_mica_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_mica_03_73,True,,113,1315,1.0,,,,1,idle,,,13,idle,,,15,delight,
d_nikke_mica_03_74,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_74,True,,XS_100,XS_100,1.0,,,,1,idle,,,13,idle,poli,,15,delight,miranda
d_nikke_mica_03_75,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_75,True,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_76,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_76,False,BriefingRoom,black,black,1.0,,,,1,idle,mica,,,,,,,,
d_nikke_mica_03_77,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_77,True,,31,31,1.0,,,mica,1,idle,,signal,3,idle,,delta,5,idle,
d_nikke_mica_03_78,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_78,True,,31,31,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_79,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_79,True,,31,53,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_80,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_80,True,,53,31,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_81,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_81,True,,31,XS_30,0.5,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_82,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_82,True,,XS_30,XS_30,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_83,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_83,True,,XS_30,XS_30,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_84,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_84,True,,XS_30,XS_10,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_85,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_85,False,,XS_10,XS_10,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_86,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_86,True,,XS_10,XS_10,1.0,,,,1,delight,,,3,delight,,,5,idle,
d_nikke_mica_03_87,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_87,True,,XS_10,31,1.0,,,,1,delight,,,3,delight,,,5,idle,
d_nikke_mica_03_88,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_88,True,,31,31,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_89,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_89,True,,31,53,0.5,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_90,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_90,True,,53,53,1.0,,,,1,idle,,,3,delight,,,5,idle,
d_nikke_mica_03_91,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_91,False,,53,S_50,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_92,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_92,False,,S_50,S_50,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_93,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_93,True,,S_50,S_500,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_94,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_94,True,,S_500,S_500,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_95,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_95,True,,S_500,S_500,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_96,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_96,True,,XS_100,XS_100,1.0,,,,1,worry,,,3,idle,,,5,idle,
d_nikke_mica_03_97,d_nikke_mica_03,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_mica_03_97,True,,XS_300,XS_300,1.0,,,,1,idle,,,3,shy,,,5,idle,
d_nikke_mica_03_98,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_98,True,,S_500,S_500,1.0,,,,1,idle,,,3,idle,,,5,delight,
d_nikke_mica_03_99,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_99,True,,S_500,S_50,1.0,,,,1,idle,,,3,idle,,,5,delight,
d_nikke_mica_03_100,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_100,True,,XS_10,XS_10,1.0,,,,1,idle,,,3,idle,,,5,delight,
d_nikke_mica_03_101,d_nikke_mica_03,Speech,delta,delta,Locale_NikkeEpisode:d_nikke_mica_03_101,True,,S_50,S_50,1.0,,,,1,idle,,,3,idle,,,5,idle,
d_nikke_mica_03_102,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_102,True,,XS_10,XS_10,1.0,,,,1,delight,,,3,idle,,,5,delight,delta
d_nikke_mica_03_103,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_103,False,Cafe,black,black,1.0,,,,1,idle,mica,,3,idle,signal,,,,
d_nikke_mica_03_104,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_104,True,,XS_10,XS_10,1.0,,,mica,1,idle,,,,,,,,,
d_nikke_mica_03_105,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_105,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_106,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_106,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_107,d_nikke_mica_03,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_mica_03_107,True,,XS_10,S_130,1.0,,,,1,idle,,milk,13,delight,,,,,
d_nikke_mica_03_108,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_108,False,,S_130,XS_10,1.0,,,,1,idle,,,13,delight,,,,,
d_nikke_mica_03_109,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_109,True,,XS_10,XS_10,1.0,,,,1,delight,,,13,delight,,,,,
d_nikke_mica_03_110,d_nikke_mica_03,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_mica_03_110,True,,XS_10,113,1.0,,,,1,delight,,,13,delight,,,,,
d_nikke_mica_03_111,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_111,True,,113,113,1.0,,,,1,delight,,,13,delight,,,,,
d_nikke_mica_03_112,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_112,False,,113,113,1.0,,,,1,delight,,,13,delight,,,,,
d_nikke_mica_03_113,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_113,False,,113,113,1.0,,,,1,delight,,,13,delight,,,,,
d_nikke_mica_03_114,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_114,True,,113,XS_10,1.0,,,,1,idle,,,13,delight,,,,,
d_nikke_mica_03_115,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_115,True,,XS_10,XS_10,1.0,,,,1,delight,,,13,idle,,,,,
d_nikke_mica_03_116,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_116,False,,black,black,1.0,,,,1,idle,,,13,idle,milk,,,,
d_nikke_mica_03_117,d_nikke_mica_03,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_03_117,False,CommanderRoom_n,black,black,1.0,none,,,1,idle,,,,,,,,,
d_nikke_mica_03_118,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_118,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_119,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_119,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_120,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_120,True,,XS_10,XS_100,1.0,,,,1,delight,,,,,,,,,
d_nikke_mica_03_121,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_121,True,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,
d_nikke_mica_03_122,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_122,True,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,
d_nikke_mica_03_123,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_123,False,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,
d_nikke_mica_03_124,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_124,True,,XS_100,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_125,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_125,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_126,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_126,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_127,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_127,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_128,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_128,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_129,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_129,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_130,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_130,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_131,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_131,True,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_132,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_132,True,,XS_10,XS_100,1.0,bgm_story_sunshinesorrow,,,1,worry,,,,,,,,,
d_nikke_mica_03_133,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_133,True,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,
d_nikke_mica_03_134,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_134,True,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,
d_nikke_mica_03_135,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_135,True,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,
d_nikke_mica_03_136,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_136,False,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,
d_nikke_mica_03_137,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_137,True,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_138,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_138,True,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_139,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_139,True,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_140,d_nikke_mica_03,Self,,,Locale_NikkeEpisode:d_nikke_mica_03_140,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,
d_nikke_mica_03_141,d_nikke_mica_03,Speech,mica,mica,Locale_NikkeEpisode:d_nikke_mica_03_141,True,,XS_100,XS_10,1.0,,,,1,idle,,,,,,,,,
