id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_yan_02_22,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_22,False,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_23,d_nikke_yan_02,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_02_23,False,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_24,d_nikke_yan_02,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_02_24,False,,S_10,S_10,1.0,,,,Low_2,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_25,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_25,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_26,d_nikke_yan_02,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_02_26,False,,S_10,S_10,1.0,,,,,d_nikke_yan_02_28,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_27,d_nikke_yan_02,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_02_27,False,,S_10,S_10,1.0,,,,,d_nikke_yan_02_33,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_28,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_28,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_29,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_29,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_30,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_30,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_31,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_31,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_32,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_32,False,,S_10,S_10,1.0,,,,,d_nikke_yan_02_39,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_33,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_33,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_34,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_34,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_35,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_35,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_36,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_36,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_37,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_37,False,,S_10,S_10,1.0,,,,,,,1,"expression_0,idle",,,,,,,,,,,,,
d_nikke_yan_02_38,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_38,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,,,,,,,,,
d_nikke_yan_02_39,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_39,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_40,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_40,True,,S_10,S_10,1.0,,,,,,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_41,d_nikke_yan_02,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_02_41,False,,S_10,S_10,1.0,,,,,d_nikke_yan_02_43,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_42,d_nikke_yan_02,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_02_42,False,,S_10,S_10,1.0,,,,,d_nikke_yan_02_43,,1,sad,,,,,,,,,,,,,
d_nikke_yan_02_43,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_43,True,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_44,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_44,True,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_45,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_45,True,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,,,,,,,
d_nikke_yan_02_46,d_nikke_yan_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_02_46,False,,black,black,1.0,none,,black,,,,1,delight,yan,neon,14,idle,,anis,16,idle,,rapi,18,idle,
d_nikke_yan_02_47,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_47,False,,14,14,1.0,bgm_story_whosdumber,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_48,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_48,False,,14,16,1.0,,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_49,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_49,False,,16,17,1.0,,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_50,d_nikke_yan_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_02_50,False,,17,17,1.0,,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_51,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_51,True,,17,160,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,idle,
d_nikke_yan_02_52,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_52,True,,160,160,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,idle,
d_nikke_yan_02_53,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_53,True,,160,160,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,idle,
d_nikke_yan_02_54,d_nikke_yan_02,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_02_54,False,,160,S_140,0.5,,,,,,,,,,,14,idle,,,16,worry,,,18,idle,
d_nikke_yan_02_55,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_55,True,,S_140,S_140,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_56,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_56,True,,S_140,S_140,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_57,d_nikke_yan_02,Self,neon,Self,Locale_NikkeEpisode:d_nikke_yan_02_57,False,,S_140,S_140,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_58,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_58,True,,S_140,S_1400,0.5,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_59,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_59,True,,S_1400,S_1400,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_60,d_nikke_yan_02,Self,neon,Self,Locale_NikkeEpisode:d_nikke_yan_02_60,False,,S_1400,180,2.0,,,,,,,,,,,14,angry,,,16,idle,,,18,idle,
d_nikke_yan_02_61,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_61,True,,180,180,1.0,,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_62,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_62,True,,180,180,1.0,,,,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_63,d_nikke_yan_02,Choice,rapi,,Locale_NikkeEpisode:d_nikke_yan_02_63,False,,180,180,1.0,,,,,d_nikke_yan_02_65,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_64,d_nikke_yan_02,Choice,rapi,,Locale_NikkeEpisode:d_nikke_yan_02_64,False,,180,180,1.0,,,,,d_nikke_yan_02_65,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_65,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_65,False,,180,17,2.0,,,,,,,,,,,14,idle,,,16,idle,,,18,think,
d_nikke_yan_02_66,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_66,True,,17,17,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,think,
d_nikke_yan_02_67,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_67,True,,17,17,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,think,
d_nikke_yan_02_68,d_nikke_yan_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_02_68,True,,17,17,1.0,,,,,,,,,,,14,idle,,,16,worry,,,18,think,
d_nikke_yan_02_69,d_nikke_yan_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_02_69,False,,17,15,2.0,,,,,,,,,,,14,idle,,,16,idle,,,18,think,
d_nikke_yan_02_70,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_70,True,,15,15,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,think,
d_nikke_yan_02_71,d_nikke_yan_02,Self,neon,Self,Locale_NikkeEpisode:d_nikke_yan_02_71,False,,15,15,1.0,,,,,,,,,,,14,angry,,,16,idle,,,18,think,
d_nikke_yan_02_72,d_nikke_yan_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_02_72,False,ShoppingMall,5,1,2.0,bgm_story_orangepop,,black,,,,,,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_73,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_73,True,,1,1,1.0,,,,,,yan,1,idle,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_74,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_74,True,,1,1,1.0,,,,,,,1,idle,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_75,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_75,False,,1,1,1.0,,,,,,,1,idle,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_76,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_76,True,,1,1,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_77,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_77,True,,1,1,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_78,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_78,True,,1,S_10,2.0,,,,,,,1,etc,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_79,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_79,True,,S_10,S_10,1.0,,,,,,,1,etc,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_80,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_80,True,,S_10,S_10,1.0,,,,,,,1,etc,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_81,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_81,True,,S_10,S_10,1.0,,,,,,,1,etc,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_82,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_82,True,,S_10,S_10,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_83,d_nikke_yan_02,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_02_83,False,,S_10,S_10,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_84,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_84,True,,S_10,S_10,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_85,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_85,True,,S_10,S_10,1.0,,,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_86,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_86,True,,S_10,14,1.0,,,,,,,1,delight,,,14,surprise,,,16,idle,,,18,idle,
d_nikke_yan_02_87,d_nikke_yan_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_02_87,True,,14,14,1.0,,,,,,,1,delight,,,14,surprise,,,16,idle,,,18,idle,
d_nikke_yan_02_88,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_88,True,,14,1,2.0,,,,,,,1,delight,,,14,surprise,,,16,idle,,,18,idle,
d_nikke_yan_02_89,d_nikke_yan_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_02_89,False,,black,black,1.0,,sfx_scn_autodooropen,,,,,1,delight,,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_90,d_nikke_yan_02,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_02_90,False,,S_10,S_10,1.0,,,,,,,1,"expression_0,idle",,,14,idle,,,16,idle,,,18,idle,
d_nikke_yan_02_91,d_nikke_yan_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_02_91,False,,black,black,1.0,none,,,,,,1,idle,,,14,idle,,,16,idle,,,18,idle,
