id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,speaker,jump_target
treasurestory_drake_02_35,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_35,True,,100,100,1.0,,drake,,1,delight,,drake,
treasurestory_drake_02_36,treasurestory_drake_02,Self,Locale_NikkeEpisode:treasurestory_drake_02_36,False,,100,100,1.0,,drake,,1,delight,,,
treasurestory_drake_02_37,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_37,True,,100,10,1.5,,drake,,1,angry,,drake,
treasurestory_drake_02_38,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_38,True,,10,10,1.0,,drake,,1,angry,,drake,
treasurestory_drake_02_39,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_39,True,,10,10,1.0,,drake,,1,angry,,drake,
treasurestory_drake_02_40,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_40,True,,10,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_41,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_41,True,,10,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_42,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_42,True,,10,100,1.5,,drake,,1,idle,,drake,
treasurestory_drake_02_43,treasurestory_drake_02,Self,Locale_NikkeEpisode:treasurestory_drake_02_43,False,,100,100,1.0,,drake,,1,idle,,,
treasurestory_drake_02_44,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_44,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_45,treasurestory_drake_02,Self,Locale_NikkeEpisode:treasurestory_drake_02_45,False,,100,100,1.0,,drake,,1,idle,,,
treasurestory_drake_02_46,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_46,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_47,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_47,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_48,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_48,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_49,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_49,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_50,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_50,True,,100,100,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_51,treasurestory_drake_02,Choice,Locale_NikkeEpisode:treasurestory_drake_02_51,False,,100,100,1.0,,drake,,1,idle,,,treasurestory_drake_02_53
treasurestory_drake_02_52,treasurestory_drake_02,Choice,Locale_NikkeEpisode:treasurestory_drake_02_52,False,,100,100,1.0,,drake,,1,idle,,,treasurestory_drake_02_55
treasurestory_drake_02_53,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_53,True,,100,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_54,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_54,True,,10,10,1.0,,drake,,1,idle,,drake,treasurestory_drake_02_56
treasurestory_drake_02_55,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_55,True,,100,10,1.0,,drake,,1,idle,,drake,treasurestory_drake_02_56
treasurestory_drake_02_56,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_56,True,,10,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_57,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_57,True,,10,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_58,treasurestory_drake_02,Speech,Locale_NikkeEpisode:treasurestory_drake_02_58,True,,10,10,1.0,,drake,,1,idle,,drake,
treasurestory_drake_02_59,treasurestory_drake_02,Self,Locale_NikkeEpisode:treasurestory_drake_02_59,False,,10,10,1.0,,drake,,1,idle,,,
