id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id
d_nikke_rei_01_11,d_nikke_rei_01,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_rei_01_11,True,,16,idle,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_12,d_nikke_rei_01,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_rei_01_12,True,,16,idle,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_13,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_13,False,,16,idle,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_14,d_nikke_rei_01,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_rei_01_14,True,,16,sad,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_15,d_nikke_rei_01,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_rei_01_15,True,,16,idle,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_16,d_nikke_rei_01,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_rei_01_16,True,,16,idle,,1,no,,XS_160,XS_160,1.0,,,,,,,,,
d_nikke_rei_01_17,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_17,True,,16,idle,,1,no,,XS_10,XS_100,1.0,,,,,,,,,
d_nikke_rei_01_18,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_18,False,,16,idle,,1,no,none,black,black,1.0,none,ether,rei,black,,,,,
d_nikke_rei_01_19,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_19,True,,,,rei,1,delight,Classroom,1,1,1.0,bgm_story_whosdumber,,,,,,,,
d_nikke_rei_01_20,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_20,True,,,,,1,delight,,1,1,1.0,,,,,,,,,
d_nikke_rei_01_21,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_21,True,,,,,1,idle,,1,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_22,d_nikke_rei_01,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_rei_01_22,False,,,,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_23,d_nikke_rei_01,Speech,rei,naru2,Locale_NikkeEpisode:d_nikke_rei_01_23,False,,,,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_24,d_nikke_rei_01,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_01_24,False,,,,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_25,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_25,True,zwei,13,good,,1,idle,,XS_10,12,1.0,,,,,,,,,
d_nikke_rei_01_26,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_26,True,,13,good,,1,idle,,12,12,1.0,,,,,,,,,
d_nikke_rei_01_27,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_27,True,,13,good,,1,surprise,,12,12,1.0,,,,,,,,,
d_nikke_rei_01_28,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_28,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,
d_nikke_rei_01_29,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_29,True,,13,idle,,1,idle,,12,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_30,d_nikke_rei_01,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_01_30,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_31,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_31,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_32,d_nikke_rei_01,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_01_32,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_33,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_33,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_34,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_34,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_35,d_nikke_rei_01,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_01_35,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_36,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_36,True,,13,idle,,1,"expression_0,delight",,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_37,d_nikke_rei_01,Monologue,rei,,Locale_NikkeEpisode:d_nikke_rei_01_37,False,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,,,,
d_nikke_rei_01_38,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_38,True,,13,idle,,1,delight,,XS_10,2,1.0,,,,,ein,3,delight,sfx_scn_dooropenfast,
d_nikke_rei_01_39,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_39,True,,13,idle,,1,idle,,2,2,1.0,,,,,,3,delight,,
d_nikke_rei_01_40,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_40,True,,13,idle,,1,idle,,2,2,1.0,,,,,,3,surprise,,
d_nikke_rei_01_41,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_41,True,,13,idle,,1,surprise,,2,2,1.0,,,,,,3,surprise,,
d_nikke_rei_01_42,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_42,True,,13,idle,,1,surprise,,2,2,1.0,,,,,,3,delight,,
d_nikke_rei_01_43,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_43,False,,13,idle,,1,surprise,,2,2,1.0,,,,,,3,delight,,
d_nikke_rei_01_44,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_44,True,,13,idle,,1,idle,,2,XS_10,1.0,,,,,,3,delight,,
d_nikke_rei_01_45,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_45,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,delight,,
d_nikke_rei_01_46,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_46,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,delight,,
d_nikke_rei_01_47,d_nikke_rei_01,Speech,rei,naruall,Locale_NikkeEpisode:d_nikke_rei_01_47,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,delight,,
d_nikke_rei_01_48,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_48,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,delight,,
d_nikke_rei_01_49,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_49,False,,13,idle,,1,idle,none,black,black,1.0,,,,,,3,idle,,
d_nikke_rei_01_50,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_50,False,,13,idle,,1,idle,Classroom,1,1,1.0,,,,,,3,idle,,
d_nikke_rei_01_51,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_51,False,,13,idle,,1,idle,,1,1,1.0,,,,,,3,idle,,
d_nikke_rei_01_52,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_52,False,,13,idle,,1,idle,,1,1,1.0,,,,,,3,idle,,
d_nikke_rei_01_53,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_53,True,,13,idle,,1,idle,,1,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_54,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_54,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_55,d_nikke_rei_01,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_rei_01_55,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_56,d_nikke_rei_01,Speech,rei,naru2,Locale_NikkeEpisode:d_nikke_rei_01_56,False,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_57,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_57,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_58,d_nikke_rei_01,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_01_58,False,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_59,d_nikke_rei_01,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_01_59,False,,13,idle,,1,delight,,XS_10,XS_100,1.0,,,,,,3,idle,,
d_nikke_rei_01_60,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_60,False,,13,surprise,,1,delight,,130,130,1.0,,,,,,3,idle,,
d_nikke_rei_01_61,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_61,False,,13,surprise,,1,delight,,30,30,1.0,,,,,,3,idle,,
d_nikke_rei_01_62,d_nikke_rei_01,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_01_62,False,,13,surprise,,1,delight,,XS_100,XS_100,1.0,,,,,,3,idle,,
d_nikke_rei_01_63,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_63,False,,13,surprise,,1,delight,,1,1,1.0,,,,,,3,idle,,
d_nikke_rei_01_64,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_64,True,,13,surprise,,1,surprise,,1,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_65,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_65,False,,13,idle,,1,surprise,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_66,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_66,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_67,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_67,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_68,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_68,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_69,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_69,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_70,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_70,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_71,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_71,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_72,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_72,False,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_73,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_73,True,,13,idle,,1,surprise,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_74,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_74,True,,13,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_75,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_75,True,,13,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_76,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_76,True,,13,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_77,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_77,False,,13,idle,,1,angry,,130,1300,1.7,,,,,,3,idle,,
d_nikke_rei_01_78,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_78,False,,13,idle,,1,angry,,30,300,1.7,,,,,,3,idle,,
d_nikke_rei_01_79,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_79,False,,13,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_80,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_80,False,,13,idle,,1,angry,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_81,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_81,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_82,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_82,True,,13,idle,,1,delight,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_83,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_83,True,,13,idle,,1,"expression_0,delight",,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_84,d_nikke_rei_01,Monologue,,,Locale_NikkeEpisode:d_nikke_rei_01_84,False,,13,idle,,1,delight,,XS_10,XS_10,1.0,none,,,,,3,idle,,
d_nikke_rei_01_85,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_85,False,,13,idle,,1,idle,,black,black,1.0,bgm_story_herecomestrouble,,,,,3,idle,,
d_nikke_rei_01_86,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_86,True,,13,idle,,1,idle,,1,1,1.0,,,,,,3,idle,,
d_nikke_rei_01_87,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_87,False,,13,idle,,1,idle,,1,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_88,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_88,True,,13,idle,,1,idle,,XS_10,XS_10,1.0,,,,,,3,idle,,
d_nikke_rei_01_89,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_89,False,,13,idle,,1,idle,,black,black,1.0,,,,,,3,idle,,
d_nikke_rei_01_90,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_90,True,,13,idle,,1,idle,,12,12,1.0,,,,,,3,idle,,
d_nikke_rei_01_91,d_nikke_rei_01,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_01_91,True,,13,surprise,,1,idle,,12,12,1.0,,,,,,3,idle,,
d_nikke_rei_01_92,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_92,True,,13,surprise,,1,delight,,12,12,1.0,,,,,,3,idle,,
d_nikke_rei_01_93,d_nikke_rei_01,Narration,,,Locale_NikkeEpisode:d_nikke_rei_01_93,False,,13,surprise,,1,idle,,black,black,1.0,,zwei,,,,4,idle,,ein
d_nikke_rei_01_94,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_94,True,,,,,1,idle,,2,2,1.0,,,,,ein,3,idle,,
d_nikke_rei_01_95,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_95,True,,,,,1,idle,,2,2,1.0,,,,,,3,idle,,
d_nikke_rei_01_96,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_96,True,,,,,1,idle,,2,2,1.0,,,,,,3,idle,,
d_nikke_rei_01_97,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_97,True,,,,,1,idle,,2,2,1.0,,,,,,3,idle,,
d_nikke_rei_01_98,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_98,True,,,,,1,delight,,2,2,1.0,,,,,,3,idle,,
d_nikke_rei_01_99,d_nikke_rei_01,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_01_99,True,,,,,1,delight,,2,2,1.0,,,,,,3,delight,,
d_nikke_rei_01_100,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_100,False,,,,,1,delight,,2,2,1.0,,,,,,3,delight,,
d_nikke_rei_01_101,d_nikke_rei_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_01_101,True,,,,,1,surprise,,2,1,1.0,,,,,,3,delight,,
d_nikke_rei_01_102,d_nikke_rei_01,Self,,,Locale_NikkeEpisode:d_nikke_rei_01_102,False,,,,,1,surprise,,1,1,1.0,,,,,,3,delight,,
