id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,set_object,set_object_position,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
treasurestory_milk_06_42,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_42,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_43,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_43,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_44,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_44,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_45,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_45,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_46,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_46,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_47,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_47,True,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,milk,,,,,,,
treasurestory_milk_06_48,treasurestory_milk_06,Self,milk,Locale_NikkeEpisode:treasurestory_milk_06_48,False,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,,,,,,,,
treasurestory_milk_06_49,treasurestory_milk_06,Self,milk,Locale_NikkeEpisode:treasurestory_milk_06_49,False,,treasurestory_milk_01,treasurestory_milk_01,1.0,,,,,,,,,,
treasurestory_milk_06_50,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_50,True,,treasurestory_milk_01,treasurestory_milk_02,1.5,,,milk,,,,,,,
treasurestory_milk_06_51,treasurestory_milk_06,Choice,milk,Locale_NikkeEpisode:treasurestory_milk_06_51,False,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,,,,treasurestory_milk_06_53,,,,
treasurestory_milk_06_52,treasurestory_milk_06,Choice,milk,Locale_NikkeEpisode:treasurestory_milk_06_52,False,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,,,,treasurestory_milk_06_54,,,,
treasurestory_milk_06_53,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_53,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,treasurestory_milk_06_55,,,,
treasurestory_milk_06_54,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_54,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,treasurestory_milk_06_55,,,,
treasurestory_milk_06_55,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_55,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_56,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_56,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_57,treasurestory_milk_06,Self,milk,Locale_NikkeEpisode:treasurestory_milk_06_57,False,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,,,,,,,,
treasurestory_milk_06_58,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_58,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_59,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_59,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_60,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_60,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_61,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_61,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_62,treasurestory_milk_06,Self,milk,Locale_NikkeEpisode:treasurestory_milk_06_62,False,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,,,,,,,,
treasurestory_milk_06_63,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_63,True,,treasurestory_milk_02,treasurestory_milk_02,1.0,,,milk,,,,,,,
treasurestory_milk_06_64,treasurestory_milk_06,Speech,milk,Locale_NikkeEpisode:treasurestory_milk_06_64,True,,black,black,1.0,,,milk,,,,,,,
