id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,characters/1/hide_char_id,fade
d_nikke_Mary_BayGoddess_02_23,d_nikke_Mary_BayGoddess_02,Monologue,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_23,False,,1,surprise,,10,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_24,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_24,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_25,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_25,True,,1,sad,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_26,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_26,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_27,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_27,True,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_28,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_28,True,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_29,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_29,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_30,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_30,True,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_31,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_31,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_32,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_32,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_33,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_33,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_34,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_34,True,,1,surprise,,100,10,2.0,,,,,,,
d_nikke_Mary_BayGoddess_02_35,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_35,True,,1,surprise,,10,12,1.0,,neon_s,13,idle,sfx_scn_run,,
d_nikke_Mary_BayGoddess_02_36,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_36,True,,1,think,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_37,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_37,True,,1,think,,12,12,1.0,,,13,shy,,,
d_nikke_Mary_BayGoddess_02_38,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_38,True,,1,think,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_39,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_39,True,,1,think,,12,XS_130,1.0,,,13,surprise,,,
d_nikke_Mary_BayGoddess_02_40,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_40,True,,1,think,,XS_130,XS_130,1.0,,,13,surprise,,,
d_nikke_Mary_BayGoddess_02_41,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_41,True,,1,idle,,10,10,1.0,,,13,surprise,,,
d_nikke_Mary_BayGoddess_02_42,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_42,True,,1,idle,,10,10,1.0,,,13,surprise,,,
d_nikke_Mary_BayGoddess_02_43,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_43,True,,1,idle,,10,XS_130,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_44,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_44,True,,1,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_45,d_nikke_Mary_BayGoddess_02,Self,neon_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_45,False,,1,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_46,d_nikke_Mary_BayGoddess_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_46,True,,1,idle,,XS_130,XS_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_47,d_nikke_Mary_BayGoddess_02,Monologue,,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_47,False,,1,think,,XS_130,10,2.0,,,13,idle,sfx_scn_run,neon_s,
d_nikke_Mary_BayGoddess_02_48,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_48,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_49,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_49,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_50,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_50,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_51,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_51,True,,1,sad,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_52,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_52,True,,1,sad,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_53,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_53,False,,1,sad,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_54,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_54,True,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_55,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_55,True,,1,idle,,10,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_56,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_56,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_57,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_57,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_58,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_58,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_59,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_59,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_60,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_60,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_61,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_61,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_62,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_62,True,,1,think,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_63,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_63,True,,1,think,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_64,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_64,True,,1,think,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_65,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_65,False,,1,think,,100,100,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_66,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_66,True,,1,think,,100,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_67,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_67,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_68,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_68,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_69,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_69,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_70,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_70,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_71,d_nikke_Mary_BayGoddess_02,Monologue,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_71,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_72,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_72,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_73,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_73,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_74,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_74,False,,1,think,,10,10,1.0,none,,,,,,
d_nikke_Mary_BayGoddess_02_75,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_75,True,,1,idle,Beach_d,3,12,2.0,bgm_story_breakaway,yan_s,13,idle,,,black
d_nikke_Mary_BayGoddess_02_76,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_76,True,,1,idle,,12,12,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_77,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_77,True,,1,idle,,12,12,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_78,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_78,True,,1,idle,,12,12,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_79,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_79,True,,1,idle,,12,12,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_80,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_80,True,,1,idle,,12,S_130,1.0,,,13,etc,,,
d_nikke_Mary_BayGoddess_02_81,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_81,True,,1,idle,,S_130,S_130,1.0,,,13,etc,,,
d_nikke_Mary_BayGoddess_02_82,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_82,True,,1,idle,,10,10,1.0,,,13,etc,,,
d_nikke_Mary_BayGoddess_02_83,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_83,True,,1,idle,,S_130,S_130,1.0,,,13,delight,,,
d_nikke_Mary_BayGoddess_02_84,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_84,True,,1,idle,,10,10,1.0,,,13,delight,,,
d_nikke_Mary_BayGoddess_02_85,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_85,True,,1,idle,,10,12,1.0,,,13,sad,,,
d_nikke_Mary_BayGoddess_02_86,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_86,True,,1,idle,,12,12,1.0,,,13,sad,,,
d_nikke_Mary_BayGoddess_02_87,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_87,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_88,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_88,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_89,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_89,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_90,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_90,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_91,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_91,True,,1,idle,,12,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_92,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_92,True,,1,idle,,10,10,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_93,d_nikke_Mary_BayGoddess_02,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_93,False,,1,idle,LogHouseIn_d,black,black,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_94,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_94,True,,1,idle,,S_130,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_95,d_nikke_Mary_BayGoddess_02,Monologue,yan_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_95,False,,1,idle,,S_130,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_96,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_96,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_97,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_97,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_98,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_98,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_99,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_99,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_100,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_100,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_101,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_101,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_102,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_102,True,,1,idle,,12,12,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_103,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_103,True,,1,idle,,12,S_130,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_104,d_nikke_Mary_BayGoddess_02,Self,yan_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_104,False,,1,idle,,S_130,S_130,1.0,,,13,no,,,
d_nikke_Mary_BayGoddess_02_105,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_105,True,,1,idle,,S_130,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_106,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_106,True,,1,idle,,S_130,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_107,d_nikke_Mary_BayGoddess_02,Self,yan_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_107,False,,1,idle,,S_130,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_108,d_nikke_Mary_BayGoddess_02,Speech,yan_s,yan_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_108,True,,1,idle,,S_130,S_130,1.0,,,13,idle,,,
d_nikke_Mary_BayGoddess_02_109,d_nikke_Mary_BayGoddess_02,Narration,,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_109,False,,1,idle,,S_130,10,2.0,none,,13,idle,,yan_s,
d_nikke_Mary_BayGoddess_02_110,d_nikke_Mary_BayGoddess_02,Self,,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_110,False,,1,sad,,10,10,1.0,bgm_story_fairytalesend_if,,,,,,
d_nikke_Mary_BayGoddess_02_111,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_111,True,,1,sad,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_112,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_112,False,,1,sad,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_113,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_113,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_114,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_114,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_115,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_115,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_116,d_nikke_Mary_BayGoddess_02,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_116,False,,1,think,,black,black,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_117,d_nikke_Mary_BayGoddess_02,Narration,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_117,False,,1,think,,black,black,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_118,d_nikke_Mary_BayGoddess_02,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_118,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_119,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_119,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_Mary_BayGoddess_02_120,d_nikke_Mary_BayGoddess_02,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_02_120,True,,1,idle,,10,10,1.0,,,,,,,
