id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake
d_nikke_rupee_wintershopper_05_21,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_21,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,
d_nikke_rupee_wintershopper_05_22,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_22,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,
d_nikke_rupee_wintershopper_05_23,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_23,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,
d_nikke_rupee_wintershopper_05_24,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_24,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,
d_nikke_rupee_wintershopper_05_25,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_25,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,
d_nikke_rupee_wintershopper_05_26,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_26,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_27,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_27,False,,L_10,L_10,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_28,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_28,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_29,d_nikke_rupee_wintershopper_05,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_29,False,,L_10,L_10,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_30,d_nikke_rupee_wintershopper_05,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_30,False,,L_10,L_10,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_31,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_31,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_32,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_32,False,,L_10,L_100,2.0,,,,,rupee_w,rupee,,1,etc,,
d_nikke_rupee_wintershopper_05_33,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_33,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,etc,,
d_nikke_rupee_wintershopper_05_34,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_34,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,etc,,
d_nikke_rupee_wintershopper_05_35,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_35,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_36,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_36,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_37,d_nikke_rupee_wintershopper_05,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_37,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_38,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_38,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_39,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_39,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_40,d_nikke_rupee_wintershopper_05,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_40,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,etc,,
d_nikke_rupee_wintershopper_05_41,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_41,False,black,L_100,L_100,1.0,none,,,,rupee_w,rupee,,1,surprise,rupee_w,
d_nikke_rupee_wintershopper_05_42,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_42,True,,1,1,1.0,,,,,rupee_w,rupee,,,,,
d_nikke_rupee_wintershopper_05_43,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_43,True,,1,1,1.0,,,,,rupee_w,rupee,,,,,
d_nikke_rupee_wintershopper_05_44,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_44,False,,1,1,1.0,,,,,rupee_w,rupee,,,,,
d_nikke_rupee_wintershopper_05_45,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_45,False,,1,1,1.0,,,,,rupee_w,rupee,,,,,
d_nikke_rupee_wintershopper_05_46,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_46,True,Winter_AmusementPark,1,1,1.0,,,,,rupee_w,rupee,rupee_w,1,surprise,,
d_nikke_rupee_wintershopper_05_47,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_47,True,,1,1,1.0,,,,,rupee_w,rupee,,1,surprise,,
d_nikke_rupee_wintershopper_05_48,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_48,True,,1,L_10,2.0,,,,,rupee_w,rupee,,1,surprise,,
d_nikke_rupee_wintershopper_05_49,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_49,True,,L_10,L_100,0.5,bgm_story_shopperholic,,,,rupee_w,rupee,,1,delight,,Low_2
d_nikke_rupee_wintershopper_05_50,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_50,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,delight,,
d_nikke_rupee_wintershopper_05_51,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_51,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,delight,,
d_nikke_rupee_wintershopper_05_52,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_52,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,delight,,
d_nikke_rupee_wintershopper_05_53,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_53,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_54,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_54,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_55,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_55,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_56,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_56,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_57,d_nikke_rupee_wintershopper_05,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_57,True,,L_100,L_100,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_58,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_58,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_59,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_59,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_60,d_nikke_rupee_wintershopper_05,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_60,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,shy,,
d_nikke_rupee_wintershopper_05_61,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_61,True,,L_100,L_100,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_62,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_62,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,shy,,
d_nikke_rupee_wintershopper_05_63,d_nikke_rupee_wintershopper_05,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_05_63,True,,L_100,L_100,1.0,,,,,rupee_w,,,1,shy,,
