id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/0/hide_char_id,fade
d_nikke_privaty_01_11,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_11,True,,17,15,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_12,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_12,True,,15,15,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_13,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_13,True,,S_100,S_100,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_14,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_14,False,,S_100,S_100,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_15,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_15,True,,S_100,S_10,0.5,,,1,delight,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_16,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_16,True,,140,140,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_17,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_17,True,,140,160,0.5,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_18,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_18,True,,160,S_180,0.5,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_19,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_19,False,,140,140,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_20,d_nikke_privaty_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_privaty_01_20,,,140,140,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_21,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_21,True,,140,1400,2.0,,,1,idle,,14,worry,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_22,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_22,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_23,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_23,True,,S_10,S_100,0.5,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_24,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_24,True,,S_100,S_100,1.0,,,1,idle,,14,idle,,18,angry,,16,angry,,,,,,
d_nikke_privaty_01_25,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_25,False,,S_180,S_1800,0.5,,,1,idle,,14,idle,,18,surprise,,16,angry,,,,,,
d_nikke_privaty_01_26,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_26,True,,S_100,S_100,1.0,,,1,idle,,14,idle,,18,surprise,,16,angry,,,,,,
d_nikke_privaty_01_27,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_27,False,,160,1600,0.5,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_28,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_28,True,,S_100,S_10,2.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_29,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_29,False,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_30,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_30,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_31,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_31,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_32,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_32,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_33,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_33,True,,1600,17,2.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_34,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_34,True,,17,17,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_35,d_nikke_privaty_01,Choice,neon,,Locale_NikkeEpisode:d_nikke_privaty_01_35,,,17,17,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,d_nikke_privaty_01_37,,,,,
d_nikke_privaty_01_36,d_nikke_privaty_01,Choice,neon,,Locale_NikkeEpisode:d_nikke_privaty_01_36,,,17,17,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,d_nikke_privaty_01_41,,,,,
d_nikke_privaty_01_37,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_37,False,,17,15,2.0,,,1,idle,,14,think,,18,no,,16,no,,,,,,
d_nikke_privaty_01_38,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_38,True,,15,160,0.5,,,1,idle,,14,think,,18,no,,16,no,,,,,,
d_nikke_privaty_01_39,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_39,True,,160,S_180,0.5,,,1,idle,,14,think,,18,no,,16,no,,,,,,
d_nikke_privaty_01_40,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_40,True,,160,160,1.0,,,1,idle,,14,idle,,18,no,,16,angry,d_nikke_privaty_01_49,,,,,
d_nikke_privaty_01_41,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_41,False,,17,15,2.0,,,1,idle,,14,idle,,18,worry,,16,worry,,,,,,
d_nikke_privaty_01_42,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_42,True,,15,15,1.0,,,1,idle,,14,idle,,18,worry,,16,worry,,,,,,
d_nikke_privaty_01_43,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_43,True,,15,160,2.0,,,1,idle,,14,idle,,18,worry,,16,idle,,,,,,
d_nikke_privaty_01_44,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_44,False,,160,1600,2.0,,,1,idle,,14,idle,,18,worry,,16,idle,,,,,,
d_nikke_privaty_01_45,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_45,True,,1600,160,0.5,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_46,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_46,True,,160,S_180,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_47,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_47,True,,S_180,S_180,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_48,d_nikke_privaty_01,Self,neon,,Locale_NikkeEpisode:d_nikke_privaty_01_48,,,S_180,S_180,1.0,,,1,idle,,14,idle,,18,worry,,16,sad,d_nikke_privaty_01_49,,,,,
d_nikke_privaty_01_49,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_49,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_50,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_50,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,worry,,16,sad,,,,,,
d_nikke_privaty_01_51,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_51,True,,140,140,1.0,,,1,delight,,14,think,,18,idle,,16,sad,,,,,,
d_nikke_privaty_01_52,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_52,True,,S_10,S_100,0.5,,,1,angry,,14,think,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_53,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_53,True,,140,140,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_54,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_54,True,,140,140,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_55,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_55,False,,140,140,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_56,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_56,True,,140,1400,0.5,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_57,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_57,False,,S_10,S_10,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_58,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_58,True,,140,140,2.0,,,1,angry,,14,think,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_59,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_59,True,,S_10,S_100,0.5,,,1,shy,,14,think,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_60,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_60,True,,140,140,1.0,,,1,shy,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_61,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_61,True,,140,140,1.0,,,1,shy,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_62,d_nikke_privaty_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_01_62,True,,140,140,1.0,,,1,shy,,14,idle,,18,idle,,16,idle,,,,,,
d_nikke_privaty_01_63,d_nikke_privaty_01,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_01_63,,,140,15,2.0,,,1,shy,,14,idle,,18,idle,,16,idle,,rapi,,,,
d_nikke_privaty_01_64,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_64,True,,15,17,1.0,,,1,shy,,,,,18,idle,,16,delight,,,,,,
d_nikke_privaty_01_65,d_nikke_privaty_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_01_65,True,,17,17,0.5,,,1,shy,,,,,18,idle,,16,delight,,,,,,
d_nikke_privaty_01_66,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_66,True,,17,17,1.0,,,1,shy,,,,,18,delight,,16,delight,,,,,,
d_nikke_privaty_01_67,d_nikke_privaty_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_01_67,True,,17,17,1.0,,,1,shy,,,,,18,delight,,16,delight,,,,,,
d_nikke_privaty_01_68,d_nikke_privaty_01,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_01_68,,,17,17,2.0,,,1,shy,,,,,18,delight,,16,delight,,,neon,anis,,
d_nikke_privaty_01_69,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_69,False,,17,1,2.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_70,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_70,,,1,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_71,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_71,True,,S_10,S_10,1.0,,,1,surprise,,,,,,,,,,,,,,,
d_nikke_privaty_01_72,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_72,False,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_73,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_73,False,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_74,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_74,,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_75,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_75,True,,S_10,S_100,0.5,,,1,surprise,,,,,,,,,,,,,,,
d_nikke_privaty_01_76,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_76,,,S_100,S_100,1.0,,,1,shy,,,,,,,,,,,,,,,
d_nikke_privaty_01_77,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_77,True,none,black,black,1.0,none,,1,surprise,,,,,,,,,,,,,,privaty,
d_nikke_privaty_01_78,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_78,True,Cafe,S_140,S_140,1.0,bgm_story_tuffguys,privaty,1,idle,milk,14,good,sugar,16,idle,frima,18,idle,,,,,,black
d_nikke_privaty_01_79,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_79,True,,S_140,S_160,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_80,d_nikke_privaty_01,Narration,sugar,,Locale_NikkeEpisode:d_nikke_privaty_01_80,,,S_160,180,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_81,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_81,True,,S_10,S_10,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_82,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_82,,,S_10,S_10,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_83,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_83,True,,S_10,S_10,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_84,d_nikke_privaty_01,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_privaty_01_84,True,,180,180,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_85,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_85,True,,S_10,S_10,0.5,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_86,d_nikke_privaty_01,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_privaty_01_86,False,,180,180,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_87,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_87,True,,180,S_140,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_88,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_88,True,,S_140,S_140,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_89,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_89,True,,S_140,S_140,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_90,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_90,True,,S_140,S_140,1.0,,,1,idle,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_91,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_91,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_92,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_92,True,,S_140,S_1400,2.0,,,1,idle,,14,angry,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_93,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_93,True,,S_10,S_100,0.5,,,1,idle,,14,angry,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_94,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_94,True,,S_1400,S_1400,1.0,,,1,idle,,14,angry,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_95,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_95,True,,S_100,S_100,1.0,,,1,idle,,14,angry,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_96,d_nikke_privaty_01,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_01_96,True,,S_1400,S_140,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_97,d_nikke_privaty_01,Narration,milk,,Locale_NikkeEpisode:d_nikke_privaty_01_97,,,S_140,S_160,0.5,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_98,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_98,True,,S_160,S_160,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_99,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_99,True,,S_160,S_160,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_100,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_100,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_101,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_101,,,S_10,S_10,1.0,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_102,d_nikke_privaty_01,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_102,,,S_160,S_1600,0.5,,,1,idle,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_103,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_103,False,,S_10,S_100,0.5,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_104,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_104,True,,S_100,S_100,1.0,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_105,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_105,True,,S_1600,S_1600,1.0,,,1,surprise,,14,idle,,16,surprise,,18,idle,,,,,,
d_nikke_privaty_01_106,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_106,True,,S_1600,S_160,2.0,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_107,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_107,True,,S_100,S_100,1.0,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_108,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_108,True,,S_100,S_100,0.5,,,1,angry,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_109,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_109,True,,S_160,S_160,0.5,,,1,angry,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_110,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_110,True,,S_160,15,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_111,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_111,True,,15,15,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_112,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_112,True,,S_10,S_10,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_113,d_nikke_privaty_01,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_113,,,S_160,S_1600,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_114,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_114,True,,S_1600,S_1600,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_115,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_115,True,,S_100,S_100,1.0,,,1,angry,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_116,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_116,True,,S_100,S_100,1.0,,,1,sad,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_117,d_nikke_privaty_01,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_117,,,S_100,S_10,1.0,,,1,sad,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_118,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_118,False,,S_10,S_10,1.0,,,1,sad,,14,good,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_119,d_nikke_privaty_01,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_119,,,S_10,S_10,1.0,,,1,sad,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_120,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_120,True,,S_10,S_10,1.0,,,1,sad,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_121,d_nikke_privaty_01,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_01_121,,,S_10,S_100,2.0,,,1,sad,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_122,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_122,False,,S_100,S_100,0.5,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_123,d_nikke_privaty_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_01_123,True,,S_100,S_100,1.0,,,1,surprise,,14,idle,,16,idle,,18,idle,,,,,,
d_nikke_privaty_01_124,d_nikke_privaty_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_01_124,True,,S_160,S_160,1.0,,,1,surprise,,14,idle,,16,delight,,18,idle,,,,,,
