id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/0/hide_char_id
d_nikke_rouge_05_28,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_28,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_29,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_29,False,,1,delight,,100,100,1.0,,,,,
d_nikke_rouge_05_30,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_30,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_31,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_31,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_32,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_32,False,,1,delight,,black,black,1.0,,,,,
d_nikke_rouge_05_33,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_33,False,,1,delight,,black,black,1.0,,,sfx_scn_heavytrip,,
d_nikke_rouge_05_34,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_34,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_rouge_05_35,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_35,True,,1,surprise,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_36,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_36,True,,1,delight,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_37,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_37,True,,1,delight,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_38,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_38,True,,1,delight,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_39,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_39,True,,1,delight,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_40,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_40,False,,1,delight,,10,10,1.0,,,,,
d_nikke_rouge_05_41,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_41,True,,1,delight,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_42,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_42,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_05_43,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_43,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_05_44,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_44,False,,1,idle,CoinRushGameZone,black,black,1.0,,,,,
d_nikke_rouge_05_45,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_45,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_46,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_46,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_47,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_47,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_48,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_48,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_49,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_49,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_50,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_50,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_51,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_51,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_52,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_52,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_53,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_53,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_54,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_54,True,,1,idle,,10,100,1.0,,rouge,,,
d_nikke_rouge_05_55,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_55,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_56,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_56,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_57,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_57,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_58,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_58,False,,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_05_59,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_59,False,,1,idle,,black,black,1.0,,,sfx_scn_heavytrip,,
d_nikke_rouge_05_60,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_60,False,,1,think,NikkeRoom,black,black,1.0,none,,,black,
d_nikke_rouge_05_61,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_61,False,,1,think,,10,10,1.0,bgm_story_lastbullet,rouge,,,
d_nikke_rouge_05_62,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_62,True,,1,think,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_63,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_63,True,,1,think,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_64,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_64,True,,1,think,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_65,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_65,True,,1,think,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_66,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_66,True,,1,think,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_67,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_67,True,,1,think,,10,100,1.0,,rouge,,,
d_nikke_rouge_05_68,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_68,True,,1,think,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_69,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_69,False,,1,think,,100,100,1.0,,,sfx_scn_coin,,
d_nikke_rouge_05_70,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_70,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_05_71,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_71,False,,1,think,,100,100,1.0,,,sfx_scn_clap,,
d_nikke_rouge_05_72,d_nikke_rouge_05,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_72,False,,1,think,,100,100,1.0,,,,,
d_nikke_rouge_05_73,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_73,False,,1,think,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_74,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_74,False,,1,surprise,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_75,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_75,True,,1,surprise,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_76,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_76,True,,1,surprise,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_77,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_77,False,,1,surprise,CoinRushGameZone,black,black,1.0,none,,,black,rouge
d_nikke_rouge_05_78,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_78,False,,,,,10,10,1.0,event_bgm_goldcoinrush_inst,,,,
d_nikke_rouge_05_79,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_79,False,,,,,10,10,1.0,,,,,
d_nikke_rouge_05_80,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_80,False,,,,,10,10,1.0,,,,,
d_nikke_rouge_05_81,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_81,False,rouge,1,idle,,black,black,1.0,,,,,
d_nikke_rouge_05_82,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_82,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_83,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_83,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_84,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_84,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_85,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_85,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_86,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_86,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_87,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_87,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_88,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_88,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_89,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_89,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_90,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_90,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_91,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_91,False,,1,idle,,10,100,1.0,,,,,
d_nikke_rouge_05_92,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_92,False,,1,idle,,100,100,1.0,,,,,
d_nikke_rouge_05_93,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_93,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_94,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_94,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_95,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_95,False,,1,idle,,100,100,1.0,,,,,
d_nikke_rouge_05_96,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_96,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_97,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_97,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_98,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_98,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_99,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_99,False,,1,idle,,100,100,1.0,,,,,
d_nikke_rouge_05_100,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_100,True,,1,idle,,100,10,1.0,,rouge,,,
d_nikke_rouge_05_101,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_101,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_102,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_102,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_103,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_103,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_104,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_104,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_105,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_105,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_106,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_106,False,,1,idle,,10,10,1.0,,,,,
d_nikke_rouge_05_107,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_107,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_108,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_108,True,,1,idle,,10,10,1.0,,rouge,,,
d_nikke_rouge_05_109,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_109,True,,1,idle,,10,100,1.0,,rouge,,,
d_nikke_rouge_05_110,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_110,True,,1,idle,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_111,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_111,False,,1,idle,,100,100,1.0,,,,,
d_nikke_rouge_05_112,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_112,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_113,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_113,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_114,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_114,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_115,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_115,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_116,d_nikke_rouge_05,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_116,True,,1,delight,,100,100,1.0,,rouge,,,
d_nikke_rouge_05_117,d_nikke_rouge_05,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_117,False,,1,delight,,100,100,1.0,,,,,
d_nikke_rouge_05_118,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_118,False,,1,delight,,100,10,1.0,,,,,rouge
d_nikke_rouge_05_119,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_119,False,,,,,10,10,1.0,,,,,
d_nikke_rouge_05_120,d_nikke_rouge_05,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_05_120,False,,,,,black,black,1.0,,,,,
