id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_anis_sprklingsummer_05_49,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_49,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_50,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_50,True,,1,1,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_51,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_51,True,,1,1,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_52,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_52,False,,1,1,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_53,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_53,False,,1,1,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_54,d_nikke_anis_sparklingsummer_05,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_54,False,,1,1,1.0,,,Low_2,,1,worry,
d_nikke_anis_sprklingsummer_05_55,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_55,False,,1,1,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_56,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_56,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_57,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_57,True,,1,1,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_58,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_58,False,,1,1,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_59,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_59,True,,1,XS_10,1.0,,,,,1,"expression_0,idle",
d_nikke_anis_sprklingsummer_05_60,d_nikke_anis_sparklingsummer_05,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_60,False,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_61,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_61,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_62,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_62,False,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_63,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_63,True,,XS_10,XS_10,1.0,,,,,1,angry,
d_nikke_anis_sprklingsummer_05_64,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_64,False,,XS_10,XS_10,1.0,,,,,1,angry,
d_nikke_anis_sprklingsummer_05_65,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_65,True,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_66,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_66,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_67,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_67,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_68,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_68,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_69,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_69,False,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_70,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_70,True,,XS_10,XS_100,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_71,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_71,True,,XS_100,XS_100,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_72,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_72,True,,XS_100,XS_100,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_73,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_73,True,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_74,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_74,True,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_75,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_75,False,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_76,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_76,False,,XS_100,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_77,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_77,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_78,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_78,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_79,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_79,True,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_80,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_80,True,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_81,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_81,True,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_82,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_82,False,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_83,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_83,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_84,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_84,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_85,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_85,True,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_86,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_86,False,,XS_10,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_87,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_87,False,,XS_10,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_88,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_88,False,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_89,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_89,False,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_90,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_90,False,,XS_100,XS_100,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_91,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_91,True,,XS_100,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_92,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_92,True,,XS_10,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_93,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_93,False,,XS_10,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_94,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_94,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_95,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_95,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_96,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_96,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_97,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_97,False,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_98,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_98,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_99,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_99,True,,XS_10,1,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_100,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_100,False,,1,1,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_101,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_101,False,,1,1,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_102,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_102,True,,1,1,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_103,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_103,False,,1,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_104,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_104,False,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_105,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_105,True,,XS_10,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_106,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_106,False,,XS_10,XS_10,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_107,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_107,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_108,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_108,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_109,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_109,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_110,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_110,False,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_111,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_111,False,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_112,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_112,False,,XS_10,L_10,1.0,,,,,1,shy,anis_s
d_nikke_anis_sprklingsummer_05_113,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_113,False,,L_10,L_10,1.0,,,,,,,
d_nikke_anis_sprklingsummer_05_114,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_114,False,,L_10,L_10,1.0,,,,,,,
