id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,set_camera_shake,characters/0/hide_char_id,fade
d_nikke_mast_03_49,d_nikke_mast_03,Choice,Locale_NikkeEpisode:d_nikke_mast_03_49,False,,10,10,1.0,,mast,,,1,sad2,d_nikke_mast_03_52,,,
d_nikke_mast_03_50,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_50,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_51,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_51,True,,10,10,1.0,,mast,mast,,1,idle,d_nikke_mast_03_54,,,
d_nikke_mast_03_52,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_52,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_53,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_53,True,,10,10,1.0,,mast,mast,,1,idle,d_nikke_mast_03_54,,,
d_nikke_mast_03_54,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_54,True,,10,10,1.0,,mast,mast,,1,delight,,,,
d_nikke_mast_03_55,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_55,False,,10,10,1.0,,mast,,,1,delight,,,,
d_nikke_mast_03_56,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_56,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_57,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_57,False,,10,10,1.0,,mast,,,1,idle,,,,
d_nikke_mast_03_58,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_58,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_59,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_59,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_60,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_60,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_61,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_61,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_62,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_62,True,,10,10,1.0,,mast,mast,,1,idle,,,,
d_nikke_mast_03_63,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_63,False,,10,10,1.0,,mast,,,1,idle,,,,
d_nikke_mast_03_64,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_64,True,,10,1,1.0,,mast,mast,,1,shy2,,,,
d_nikke_mast_03_65,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_65,True,,1,1,1.0,,mast,mast,,1,shy2,,,,
d_nikke_mast_03_66,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_66,True,,1,1,1.0,,mast,mast,,1,shy2,,,,
d_nikke_mast_03_67,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_67,False,,1,1,1.0,,mast,,,1,shy2,,,,
d_nikke_mast_03_68,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_68,False,,1,17,1.0,,mast,,,17,shy2,,,,
d_nikke_mast_03_69,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_69,True,,17,170,1.0,,mast,mast,,17,idle,,,,
d_nikke_mast_03_70,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_70,False,,170,170,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_71,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_71,True,,170,170,1.0,,mast,mast,,17,idle,,,,
d_nikke_mast_03_72,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_72,False,,170,170,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_73,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_73,False,,170,170,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_74,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_74,True,,170,170,1.0,,mast,mast,,17,idle,,,,
d_nikke_mast_03_75,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_75,False,,170,170,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_76,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_76,True,,170,17,1.0,,mast,mast,,17,idle,,,,
d_nikke_mast_03_77,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_77,True,,17,17,1.0,,mast,mast,,17,idle,,,,
d_nikke_mast_03_78,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_78,False,,17,17,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_79,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_79,False,,17,17,1.0,,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_80,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_80,False,,17,17,1.0,none,mast,jackrowactor,,17,idle,,,,
d_nikke_mast_03_81,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_81,True,,17,170,1.4,,mast,mast,,17,shy,,,,
d_nikke_mast_03_82,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_82,False,,170,170,1.0,bgm_story_fairytalesend_if,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_83,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_83,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_84,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_84,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_85,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_85,True,,170,170,1.0,,mast,mast,,17,shy,,,,
d_nikke_mast_03_86,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_86,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_87,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_87,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_88,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_88,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_89,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_89,False,,170,170,1.0,,mast,jackrowactor,,17,shy,,,,
d_nikke_mast_03_90,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_90,False,,170,170,1.0,,mast,,,17,surprise,,,,
d_nikke_mast_03_91,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_91,True,,170,17,1.0,,mast,mast,,17,surprise,,,,
d_nikke_mast_03_92,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_92,True,,17,17,1.0,,mast,mast,,17,surprise,,,,
d_nikke_mast_03_93,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_93,False,,17,17,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_94,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_94,False,,17,17,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_95,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_95,False,,17,17,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_96,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_96,False,,17,17,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_97,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_97,False,,17,17,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_98,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_98,True,,17,170,1.4,,mast,mast,,17,surprise,,,,
d_nikke_mast_03_99,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_99,False,,170,170,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_100,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_100,False,,170,170,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_101,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_101,True,,170,170,1.0,,mast,mast,,17,surprise,,,,
d_nikke_mast_03_102,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_102,False,,170,170,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_103,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_103,False,,170,170,1.0,,mast,jackrowactor,,17,surprise,,,,
d_nikke_mast_03_104,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_104,False,,170,1700,0.6,,mast,mast,,17,angry,,Low_2,,
d_nikke_mast_03_105,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_105,True,,1700,1700,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_106,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_106,True,,1700,1700,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_107,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_107,True,,1700,1700,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_108,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_108,False,,1700,1700,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_109,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_109,False,,1700,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_110,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_110,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_111,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_111,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_112,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_112,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_113,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_113,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_114,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_114,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_115,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_115,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_116,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_116,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_117,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_117,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_118,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_118,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_119,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_119,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_120,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_120,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_121,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_121,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_122,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_122,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_123,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_123,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_124,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_124,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_125,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_125,False,,170,170,1.0,,mast,jackrowactor,,17,angry,,,,
d_nikke_mast_03_126,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_126,False,,170,1,1.0,,mast,unknown,,17,angry,,,,
d_nikke_mast_03_127,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_127,False,,1,1,1.0,,mast,unknown,,17,angry,,,,
d_nikke_mast_03_128,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_128,False,,1,1,1.0,,mast,unknown,,17,angry,,,,
d_nikke_mast_03_129,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_129,False,,1,1,1.0,,mast,unknown,,17,angry,,,,
d_nikke_mast_03_130,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_130,False,,1,170,0.7,,mast,mast,,17,angry,,,,
d_nikke_mast_03_131,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_131,False,,170,170,1.0,,mast,,,17,angry,,,,
d_nikke_mast_03_132,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_132,False,,170,17,1.0,,mast,,,17,angry,,,mast,
d_nikke_mast_03_133,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_133,False,Armory,17,17,1.0,,mast,mast,mast,17,angry,,,,black
d_nikke_mast_03_134,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_134,True,,17,17,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_135,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_135,True,,17,17,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_136,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_136,False,,17,17,1.0,,mast,,,17,angry,,,,
d_nikke_mast_03_137,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_137,False,,17,17,1.0,,mast,,,17,angry,,,,
d_nikke_mast_03_138,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_138,True,,17,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_139,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_139,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_140,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_140,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_141,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_141,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_142,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_142,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_143,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_143,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_144,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_144,True,,170,170,1.0,,mast,mast,,17,angry,,,,
d_nikke_mast_03_145,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_145,False,,170,170,1.0,,mast,,,17,angry,,,,
d_nikke_mast_03_146,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_146,False,,170,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_147,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_147,True,,17,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_148,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_148,True,,17,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_149,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_149,True,,17,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_150,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_150,True,,17,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_151,d_nikke_mast_03,Speech,Locale_NikkeEpisode:d_nikke_mast_03_151,True,,17,17,1.0,,mast,mast,,17,sad,,,,
d_nikke_mast_03_152,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_152,False,,17,170,1.0,,mast,,,17,sad,,,mast,
d_nikke_mast_03_153,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_153,False,,170,170,1.0,,mast,,,,,,,,
d_nikke_mast_03_154,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_154,False,none,black,black,1.0,,mast,,,,,,,,
d_nikke_mast_03_155,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_155,False,,black,black,1.0,,mast,,,,,,,,
d_nikke_mast_03_156,d_nikke_mast_03,Monologue,Locale_NikkeEpisode:d_nikke_mast_03_156,False,,black,black,1.0,,mast,,,,,,,,
d_nikke_mast_03_157,d_nikke_mast_03,Self,Locale_NikkeEpisode:d_nikke_mast_03_157,False,,black,black,1.0,,mast,,,,,,,,
