id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound
d_nikke_maiden_icerose_01_34,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_34,True,,1,1,1.0,,yulha,,2,idle,,,12,idle,,,yulha,,,,,
d_nikke_maiden_icerose_01_35,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_35,True,,1,1,1.0,,yulha,,2,idle,,,12,idle,,,yulha,,,,,
d_nikke_maiden_icerose_01_36,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_36,False,,12,12,1.0,,maiden_w,,2,idle,yulha,,12,idle,,black,,,,,,
d_nikke_maiden_icerose_01_37,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_37,False,,12,12,1.0,,maiden_w,,,,,,12,idle,,,,,,,,
d_nikke_maiden_icerose_01_38,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_38,False,,12,L_1200,0.5,,maiden_w,,,,,,12,surprise,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_39,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_39,True,,L_1200,L_1200,1.0,,maiden_w,,,,,,12,surprise,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_40,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_40,True,,L_1200,L_1200,1.0,,maiden_w,,,,,,12,surprise,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_41,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_41,True,,L_1200,L_1200,1.0,,maiden_w,,,,,,12,shy,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_42,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_42,True,,L_1200,L_1200,1.0,,maiden_w,,,,,,12,shy,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_43,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_43,False,,L_1200,L_1200,1.0,,maiden_w,,,,,,12,shy,,,,,,,,
d_nikke_maiden_icerose_01_44,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_44,True,,L_1200,L_120,1.0,,maiden_w,,,,,,12,worry,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_45,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_45,True,,L_120,L_120,1.0,,maiden_w,,,,,,12,worry,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_46,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_46,True,,L_120,L_120,1.0,,maiden_w,,,,,,12,worry,,,maiden_w,,,,,
d_nikke_maiden_icerose_01_47,d_nikke_maiden_icerose_01,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_47,False,DiningRoom_n,black,black,1.0,none,,guillotine_w_no,4,angry,,,12,worry,maiden_w,black,,vesti_c,2,delight,,
d_nikke_maiden_icerose_01_48,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_48,True,,3,3,1.0,event_bgm_icedragonsaga_anotherhero,guillotine_w_no,,4,angry,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_49,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_49,True,,3,3,1.0,,guillotine_w_no,,4,shy,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_50,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_50,True,,3,3,1.0,,vesti_c,,4,shy,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_51,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_51,True,,3,3,1.0,,guillotine_w_no,,4,angry,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_52,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_52,True,,3,3,1.0,,guillotine_w_no,,4,angry,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_53,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_53,True,,3,3,1.0,,vesti_c,,4,angry,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_54,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_54,True,,3,3,1.0,,guillotine_w_no,,4,idle,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_55,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_55,True,,3,XS_20,0.5,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_56,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_56,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,idle,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_57,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_57,True,,XS_200,XS_200,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,shy,,
d_nikke_maiden_icerose_01_58,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_58,True,,XS_400,XS_400,1.0,,guillotine_w_no,,4,idle,,,,,,,guillotine_w_no,,2,shy,,
d_nikke_maiden_icerose_01_59,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_59,True,,XS_200,XS_200,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,shy,,
d_nikke_maiden_icerose_01_60,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_60,True,,XS_200,XS_200,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_61,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_61,True,,XS_200,3,1.0,,guillotine_w_no,,4,idle,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_62,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_62,True,,3,3,1.0,,guillotine_w_no,,4,idle,,,,,,,guillotine_w_no,,2,delight,,
d_nikke_maiden_icerose_01_63,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_63,True,,3,3,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_64,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_64,True,,3,3,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_65,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_65,True,,3,3,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_66,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_66,True,,3,XS_20,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_67,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_67,True,,XS_20,XS_20,1.0,,vesti_c,,4,idle,,,,,,,vesti_c,,2,delight,,
d_nikke_maiden_icerose_01_68,d_nikke_maiden_icerose_01,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_68,False,,black,black,1.0,,,,4,idle,,,,,,,,,2,delight,vesti_c,sfx_scn_down
d_nikke_maiden_icerose_01_69,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_69,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,no,,,,,,,guillotine_w_no,,,,,
d_nikke_maiden_icerose_01_70,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_70,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,no,,,,,,,guillotine_w_no,,,,,
d_nikke_maiden_icerose_01_71,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_71,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,no,,,,,,,guillotine_w_no,,,,,
d_nikke_maiden_icerose_01_72,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_72,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,think,,,,,,,guillotine_w_no,,,,,
d_nikke_maiden_icerose_01_73,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_73,True,,XS_40,XS_40,1.0,,guillotine_w_no,,4,think,,,,,,,guillotine_w_no,,,,,
d_nikke_maiden_icerose_01_74,d_nikke_maiden_icerose_01,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_74,False,,black,black,1.0,,,,4,think,guillotine_w_no,privaty_m,14,sad2,,,,maiden_w,12,shy,,sfx_scn_down
d_nikke_maiden_icerose_01_75,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_75,True,,13,13,1.0,,privaty_m,,,,,,14,sad2,,black,privaty_m,,12,shy,,
d_nikke_maiden_icerose_01_76,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_76,True,,13,13,1.0,,privaty_m,,,,,,14,sad2,,,privaty_m,,12,shy,,
d_nikke_maiden_icerose_01_77,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_77,True,,13,13,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_78,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_78,True,,13,13,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_79,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_79,True,,13,13,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_80,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_80,True,,13,13,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_81,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_81,False,,13,L_120,0.5,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_82,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_82,True,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_83,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_83,True,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_84,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_84,False,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,guillotine_w_no,,12,surprise,,
d_nikke_maiden_icerose_01_85,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_85,True,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,shy,,
d_nikke_maiden_icerose_01_86,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_86,False,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,guillotine_w_no,,12,shy,,
d_nikke_maiden_icerose_01_87,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_87,True,,L_120,L_1200,0.5,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,angry,,
d_nikke_maiden_icerose_01_88,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_88,False,,L_1200,L_1200,1.0,,maiden_w,,,,,,14,sad2,,,guillotine_w_no,,12,angry,,
d_nikke_maiden_icerose_01_89,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_89,True,,L_1200,L_120,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_90,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_90,True,,L_120,L_120,1.0,,maiden_w,,,,,,14,sad2,,,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_91,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_91,True,HotSpringInnIn_n,L_120,L_120,1.0,none,maiden_w,,,,,,14,sad2,privaty_m,black,maiden_w,,12,worry,,
d_nikke_maiden_icerose_01_92,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_92,True,,L_120,L_120,1.0,,maiden_w,,,,,,,,,,maiden_w,,12,shy,,
d_nikke_maiden_icerose_01_93,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_93,True,,L_120,L_120,1.0,bgm_story_tepidappleade,maiden_w,,,,,,,,,,maiden_w,,12,shy,,
d_nikke_maiden_icerose_01_94,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_94,False,,L_120,L_120,1.0,,maiden_w,,,,,,,,,,,,12,shy,,
d_nikke_maiden_icerose_01_95,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_95,False,,L_120,L_120,1.0,,maiden_w,,,,,,,,,,,,12,shy,,
d_nikke_maiden_icerose_01_96,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_96,True,,L_120,L_20,1.0,,yulha,yulha,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_97,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_97,True,,L_20,L_20,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_98,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_98,True,,L_20,L_20,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_99,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_99,True,,L_20,1,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_100,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_100,True,,1,1,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_101,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_101,True,,1,1,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_102,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_102,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,surprise,,
d_nikke_maiden_icerose_01_103,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_103,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,surprise,,
d_nikke_maiden_icerose_01_104,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_104,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,surprise,,
d_nikke_maiden_icerose_01_105,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_105,True,,1,1,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,shy,,
d_nikke_maiden_icerose_01_106,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_106,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_107,d_nikke_maiden_icerose_01,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_107,False,,1,1,1.0,,yulha,,2,idle,,,,,,,,,12,shy,,
d_nikke_maiden_icerose_01_108,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_108,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_109,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_109,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_110,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_110,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_111,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_111,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_112,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_112,True,,1,1,1.0,,yulha,,2,idle,,,,,,,yulha,,12,shy,,
d_nikke_maiden_icerose_01_113,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_113,False,,1,L_120,0.5,,maiden_w,,2,idle,,,,,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_114,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_114,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,surprise,,
d_nikke_maiden_icerose_01_115,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_115,True,,L_120,L_120,1.0,none,maiden_w,,2,idle,,,,,,,maiden_w,,12,shy,,
d_nikke_maiden_icerose_01_116,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_116,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,idle,,
d_nikke_maiden_icerose_01_117,d_nikke_maiden_icerose_01,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_01_117,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,,,,,,maiden_w,,12,idle,,
