id,group_id,speech_window,scenario_localkey,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,play_sound,fade,characters/0/hide_char_id,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_alice_02_26,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_26,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_27,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_27,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_28,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_28,,S_10,S_100,0.5,,alice,alice,False,,1,surprise,,,,,,,,,
d_nikke_alice_02_29,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_29,,S_100,S_100,1.0,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_30,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_30,,S_100,S_10,2.0,,alice,,,,1,delight,d_nikke_alice_02_31,,,,,,,,
d_nikke_alice_02_31,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_31,,S_10,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_32,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_32,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_33,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_33,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_34,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_34,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_35,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_35,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_36,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_36,Cafe,S_50,S_10,2.0,,alice,,,,1,idle,,sfx_scn_chimebell,black,,,,,,
d_nikke_alice_02_37,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_37,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_38,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_38,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_39,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_39,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_40,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_40,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_41,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_41,,S_10,S_100,0.5,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_42,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_42,,S_100,S_10,2.0,,alice,,,,1,surprise,,,,,,,,,
d_nikke_alice_02_43,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_43,,S_10,S_30,2.0,,alice,,,,1,surprise,,,,,,,,,
d_nikke_alice_02_44,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_44,,S_30,S_10,2.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_45,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_45,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_46,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_46,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_47,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_47,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_48,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_48,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_49,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_49,,S_10,S_100,0.5,,alice,alice,False,,1,surprise,,,,,,,,,
d_nikke_alice_02_50,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_50,,S_100,S_100,1.0,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_51,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_51,,S_100,S_10,2.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_52,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_52,Library,S_60,S_10,2.0,,alice,,,,1,delight,,,black,,,,,,
d_nikke_alice_02_53,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_53,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_54,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_54,,S_10,S_100,1.0,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_55,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_55,,S_100,S_100,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_56,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_56,,S_100,S_100,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_57,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_57,,S_100,S_100,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_58,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_58,,S_100,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_59,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_59,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_60,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_60,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_61,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_61,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_62,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_62,,S_10,S_160,2.0,,alice,,,,1,idle,,,,alice,,,,,
d_nikke_alice_02_63,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_63,,S_10,S_10,1.0,,alice,alice,True,alice,1,special,,,,,,,,,
d_nikke_alice_02_64,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_64,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_65,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_65,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_66,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_66,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_67,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_67,,S_10,S_100,2.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_68,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_68,,S_100,S_100,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_69,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_69,,S_100,S_10,0.5,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_70,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_70,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_71,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_71,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_72,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_72,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_73,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_73,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_74,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_74,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_75,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_75,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_76,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_76,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_77,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_77,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_78,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_78,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_79,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_79,,S_10,S_100,0.5,,alice,alice,False,,1,surprise,,,,,,,,,
d_nikke_alice_02_80,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_80,,S_100,S_100,1.0,,alice,alice,True,,1,surprise,,,,,,,,,
d_nikke_alice_02_81,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_81,,S_100,S_100,1.0,,alice,,,,1,surprise,,,,,,,,,
d_nikke_alice_02_82,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_82,,S_100,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_83,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_83,,S_100,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_84,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_84,none,S_100,S_10,2.0,,alice,,,,1,delight,,,,alice,,,,,
d_nikke_alice_02_85,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_85,,S_10,S_10,1.0,none,alice,,,,1,delight,,,,,,,,,
d_nikke_alice_02_86,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_86,,S_10,S_10,1.0,,alice,,,,1,delight,,,,,,,,,
d_nikke_alice_02_87,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_87,City,16,1,2.0,bgm_story_leisuretime,alice,,,alice,1,idle,,,black,,,,,,
d_nikke_alice_02_88,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_88,,1,1,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_89,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_89,,1,1,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_90,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_90,,1,1,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_91,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_91,,1,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_92,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_92,,S_10,6001,1.0,,alice,,,,1,idle,,,,alice,,,,,
d_nikke_alice_02_93,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_93,,6001,S_10,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_94,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_94,,S_10,S_10,2.0,,alice,,,alice,1,idle,,,,,,,,,
d_nikke_alice_02_95,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_95,,S_10,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_96,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_96,,S_100,S_100,1.0,,alice,alice,True,,1,idle,,,,,,,,,
d_nikke_alice_02_97,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_97,,S_100,S_100,1.0,,alice,,,,1,idle,,,,,,,,,
d_nikke_alice_02_98,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_98,,S_100,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_99,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_99,,S_100,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,,,
d_nikke_alice_02_100,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_100,,S_100,1,0.5,none,alice,,,,1,delight,,sfx_scn_whistle,,,Low_2,,,,
d_nikke_alice_02_101,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_101,,1,1,1.0,,alice,alice,False,,1,surprise,,,,,,,,,
d_nikke_alice_02_102,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_102,,1,XS_160,0.5,bgm_story_herecomestrouble,poli,poli,True,,1,surprise,,,,,Low_2,poli,16,angry,
d_nikke_alice_02_103,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_103,,XS_160,XS_1600,0.5,,poli,,,,1,surprise,,,,,,,16,angry,
d_nikke_alice_02_104,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_104,,S_10,S_10,1.0,,alice,alice,False,,1,surprise,,,,,,,16,angry,
d_nikke_alice_02_105,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_105,,S_10,S_10,1.0,,alice,,,,1,surprise,,,,,,,16,angry,
d_nikke_alice_02_106,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_106,,S_10,S_10,1.0,,alice,,,,1,surprise,,,,,,,16,angry,
d_nikke_alice_02_107,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_107,,S_10,S_10,1.0,,alice,,,,1,surprise,,,,,,,16,angry,
d_nikke_alice_02_108,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_108,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,16,angry,
d_nikke_alice_02_109,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_109,,XS_160,XS_160,1.0,,poli,poli,True,,1,idle,,,,,,,16,surprise,
d_nikke_alice_02_110,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_110,,XS_160,XS_1600,0.5,,poli,poli,True,,1,idle,,,,,Low_2,,16,surprise,
d_nikke_alice_02_111,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_111,none,XS_1600,XS_1600,1.0,,poli,,,,1,idle,,,,alice,,,16,surprise,poli
d_nikke_alice_02_112,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_112,City,XS_1600,XS_160,2.0,,poli,poli,True,alice,1,surprise,,,,,,poli,16,sad,
d_nikke_alice_02_113,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_113,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,16,sad,
d_nikke_alice_02_114,d_nikke_alice_02,Self,Locale_NikkeEpisode:d_nikke_alice_02_114,,S_10,S_10,1.0,,alice,,,,1,surprise,,,,,,,16,sad,
d_nikke_alice_02_115,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_115,,S_10,1,0.5,,alice,alice,True,,1,surprise,,,,,Low_2,,16,sad,
d_nikke_alice_02_116,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_116,none,1,1,1.0,,alice,,,,1,surprise,,,,alice,,,16,sad,
d_nikke_alice_02_117,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_117,City,1,S_10,2.0,none,alice,alice,True,alice,1,idle,,,,,,,16,idle,
d_nikke_alice_02_118,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_118,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,16,idle,poli
d_nikke_alice_02_119,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_119,none,black,black,1.0,,alice,,,,1,idle,,,,alice,,,,,
d_nikke_alice_02_120,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_120,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,,
d_nikke_alice_02_121,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_121,,S_10,S_10,1.0,,alice,unknown,True,,,,,,,,,,,,
d_nikke_alice_02_122,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_122,City,S_10,S_10,1.0,,alice,alice,True,alice,1,idle,,,,,,candyman,13,idle,
d_nikke_alice_02_123,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_123,,S_10,130,1.0,,candyman,unknown,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_124,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_124,,130,130,1.0,,candyman,unknown,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_125,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_125,,130,130,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_126,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_126,,130,12,1.0,bgm_story_whosdumber,alice,alice,True,,1,surprise,,,,,,,13,idle,
d_nikke_alice_02_127,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_127,,12,12,1.0,,alice,alice,True,,1,delight,,,,,,,13,idle,
d_nikke_alice_02_128,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_128,,12,12,2.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_129,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_129,,12,12,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_130,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_130,,12,S_10,1.0,,alice,alice,False,,1,surprise,,,,,,,13,idle,
d_nikke_alice_02_131,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_131,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,13,idle,
d_nikke_alice_02_132,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_132,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_133,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_133,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_134,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_134,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_135,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_135,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_136,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_136,,S_10,S_100,2.0,,alice,alice,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_137,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_137,none,S_100,S_100,1.0,,alice,,,,1,idle,,,,alice,,,13,idle,
d_nikke_alice_02_138,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_138,,S_100,S_100,1.0,,alice,,,,,,,,,,,,13,idle,
d_nikke_alice_02_139,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_139,,S_100,S_100,1.0,,alice,,,,,,,,,,,,13,idle,
d_nikke_alice_02_140,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_140,City,S_100,S_100,1.0,,alice,alice,True,alice,1,idle,,,,,,,13,idle,
d_nikke_alice_02_141,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_141,,S_100,12,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_142,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_142,,12,12,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_143,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_143,,12,12,1.0,,candyman,candyman,True,,1,idle,,,,,,,13,idle,
d_nikke_alice_02_144,d_nikke_alice_02,Speech,Locale_NikkeEpisode:d_nikke_alice_02_144,,12,S_100,1.0,,alice,alice,True,,1,delight,,,,,,,13,idle,
d_nikke_alice_02_145,d_nikke_alice_02,Narration,Locale_NikkeEpisode:d_nikke_alice_02_145,none,S_100,S_100,1.0,,alice,,,,1,delight,,,,alice,,,13,idle,candyman
