id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/0/hide_char_id,set_filter_01,set_filter_02,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,jump_target
d_nikke_liter_05_11,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_11,True,,1,idle,,13,idle,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_12,d_nikke_liter_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_05_12,True,,1,think,,13,idle,,3,idle,,XS_30,2,1.0,,,,,,,,,,,
d_nikke_liter_05_13,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_13,True,,1,think,,13,idle,,3,idle,,2,2,1.0,,neon,,,,,,,,,
d_nikke_liter_05_14,d_nikke_liter_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_05_14,False,anis,1,pain,,,,,3,no,,black,black,1.0,none,,rapi,,,,,,,,
d_nikke_liter_05_15,d_nikke_liter_05,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_05_15,False,,1,pain,,,,,3,no,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_16,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_16,False,,1,pain,,,,,3,no,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_17,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_17,True,,1,pain,,,,,3,no,,1,2,1.0,,,,,,,,,,,
d_nikke_liter_05_18,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_18,True,,1,sad,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_19,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_19,False,,1,sad,,,,,3,sorrow,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_20,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_20,True,,1,sad,,,,,3,idle,,2,2,1.0,bgm_story_fairytalesend_if,,,,,,,,,,
d_nikke_liter_05_21,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_21,False,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_22,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_22,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_23,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_23,False,,1,void,,,,,3,idle,,2,1,1.0,,,,,,,,,,,
d_nikke_liter_05_24,d_nikke_liter_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_05_24,False,,1,void,,,,,3,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_liter_05_25,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_25,True,,1,void,,,,,3,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_26,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_26,True,,1,void,,,,,3,idle,,1,2,1.0,,,,,,,,,,,
d_nikke_liter_05_27,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_27,True,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_28,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_28,True,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_29,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_29,True,,1,void,,,,,3,idle,,2,10,1.0,,,,,,,,,,,
d_nikke_liter_05_30,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_30,True,,1,void,,,,,3,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_liter_05_31,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_31,True,,1,void,,,,,3,no,,10,2,1.0,,,,,,,,,,,
d_nikke_liter_05_32,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_32,True,,1,void,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_33,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_33,True,,1,void,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_34,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_34,True,,1,void,,,,,3,sorrow,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_35,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_35,True,,1,void,,,,,3,sorrow,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_36,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_36,False,,1,void,,,,,3,sorrow,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_37,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_37,True,,1,void,,,,,3,idle,none,black,black,1.0,,,,,,,,,,,
d_nikke_liter_05_38,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_38,True,,1,void,,,,,3,idle,JunkMountain,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_39,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_39,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_40,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_40,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_41,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_41,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,rapi,rapi,17,idle,,
d_nikke_liter_05_42,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_42,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,neon,neon,19,idle,,
d_nikke_liter_05_43,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_43,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_44,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_44,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_45,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_45,True,,1,void,,,,,3,idle,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_46,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_46,True,,1,void,,,,,3,no,,19,19,1.0,,,,Vignetting,Grey,,,,,,
d_nikke_liter_05_47,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_47,True,,1,void,,,,,3,no,,19,19,1.0,,,,Vignetting,Red,,,,,,
d_nikke_liter_05_48,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_48,True,,1,void,,,,,3,no,,19,19,1.0,,,,Vignetting,Red,,,,,,
d_nikke_liter_05_49,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_49,True,,1,void,,,,,3,no,,19,19,1.0,,,,Vignetting,Red,,,,,,
d_nikke_liter_05_50,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_50,True,,1,void,,,,,3,no,,19,19,1.0,,,,Vignetting,Red,,,,,,
d_nikke_liter_05_51,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_51,False,,1,void,,,,,3,no,NikkeRoom,black,black,1.0,,,,,,,,,,,
d_nikke_liter_05_52,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_52,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_53,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_53,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_54,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_54,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_55,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_55,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_56,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_56,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_57,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_57,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_58,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_58,True,,1,void,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_59,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_59,True,,1,void,,,,,3,no,,XS_30,3,1.8,,,,,,,,,,,
d_nikke_liter_05_60,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_60,False,,1,void,,,,,3,no,,3,2,1.0,,,,,,,,,,,
d_nikke_liter_05_61,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_61,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_62,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_62,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_63,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_63,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_64,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_64,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_65,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_65,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_66,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_66,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_67,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_67,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_68,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_68,True,,1,angry,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_69,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_69,True,,1,angry,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_70,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_70,False,,1,angry,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_71,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_71,True,,1,angry,,,,,3,no,,2,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_72,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_72,True,,1,angry,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_73,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_73,True,,1,angry,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_74,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_74,True,,1,angry,,,,,3,no,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_75,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_75,True,,1,void,,,,,3,no,,10,10,1.0,,,,,,,,,,,
d_nikke_liter_05_76,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_76,True,,1,void,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_77,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_77,False,,1,void,,,,,3,idle,,XS_30,2,1.0,,,,,,,,,,,
d_nikke_liter_05_78,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_78,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_79,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_79,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_80,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_80,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_81,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_81,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_82,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_82,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_83,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_83,True,,1,void,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_84,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_84,False,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_85,d_nikke_liter_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_05_85,False,,1,sad,,,,,3,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_liter_05_86,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_86,True,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_87,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_87,True,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_88,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_88,True,,1,sad,neon,19,surprise,,3,idle,,2,2,1.0,,,,,,rapi,,17,idle,,
d_nikke_liter_05_89,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_89,False,,1,void,,19,surprise,,3,idle,,2,10,1.0,none,,,,,,,17,idle,,
d_nikke_liter_05_90,d_nikke_liter_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_05_90,False,,1,void,,19,surprise,,3,idle,,170,170,1.0,,,,,,,,17,idle,,
d_nikke_liter_05_91,d_nikke_liter_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_05_91,False,,1,void,,19,surprise,,3,idle,,S_190,S_190,1.0,,,,,,,,17,idle,,
d_nikke_liter_05_92,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_92,True,,1,worry,,19,surprise,,3,idle,,10,10,1.0,bgm_story_herecomestrouble,,,,,,,17,idle,,
d_nikke_liter_05_93,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_93,True,,1,worry,,19,surprise,,3,idle,,10,10,1.0,,neon,,,,,rapi,17,idle,,
d_nikke_liter_05_94,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_94,True,,1,worry,,,,,3,no,,10,2,1.0,,,,,,,,,,,
d_nikke_liter_05_95,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_95,True,,1,worry,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_96,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_96,True,,1,no,,,,,3,no,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_97,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_97,True,,1,no,,,,,3,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_liter_05_98,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_98,False,,1,void,,,,,3,idle,,2,1,1.0,,,,,,,,,,,
d_nikke_liter_05_99,d_nikke_liter_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_05_99,True,,1,idle,,,,,3,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_100,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_100,True,,1,idle,,,,,3,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_101,d_nikke_liter_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_05_101,False,,17,idle,,,,,3,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_liter_05_102,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_102,False,,17,idle,,,,,3,"expression_0,idle",,1,XS_30,1.0,,,anis,,,,,,,,
d_nikke_liter_05_103,d_nikke_liter_05,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_05_103,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_104,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_104,True,,,,,,,,3,delight,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_105,d_nikke_liter_05,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_05_105,False,,,,,,,,3,delight,,XS_30,XS_30,1.0,,,,,,,,,,sfx_scn_dogbark,
d_nikke_liter_05_106,d_nikke_liter_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_05_106,False,,,,,,,,3,idle,,black,black,1.0,none,,,,,,,,,,
d_nikke_liter_05_107,d_nikke_liter_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_05_107,False,,,,,,,,3,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_liter_05_108,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_108,False,,,,,,,,3,idle,,3,3,1.0,,,,,,,,,,,
d_nikke_liter_05_109,d_nikke_liter_05,Choice,,,Locale_NikkeEpisode:d_nikke_liter_05_109,False,,,,,,,,3,idle,,3,3,1.0,bgm_story_backtonormal,,,,,,,,,,d_nikke_liter_05_111
d_nikke_liter_05_110,d_nikke_liter_05,Choice,,,Locale_NikkeEpisode:d_nikke_liter_05_110,False,,,,,,,,3,idle,,3,3,1.0,,,,,,,,,,,d_nikke_liter_05_112
d_nikke_liter_05_111,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_111,True,,,,,,,,3,idle,,3,3,1.0,,,,,,,,,,,d_nikke_liter_05_113
d_nikke_liter_05_112,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_112,True,,,,,,,,3,idle,,3,3,1.0,,,,,,,,,,,d_nikke_liter_05_113
d_nikke_liter_05_113,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_113,True,,,,,,,,3,idle,,3,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_114,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_114,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_115,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_115,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_116,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_116,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_117,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_117,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_118,d_nikke_liter_05,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_05_118,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_119,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_119,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_120,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_120,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_121,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_121,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_122,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_122,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_123,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_123,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_124,d_nikke_liter_05,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_05_124,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_125,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_125,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_126,d_nikke_liter_05,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_05_126,False,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_127,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_127,True,,,,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,
d_nikke_liter_05_128,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_128,False,,,,,,,,3,no,,XS_30,XS_300,1.0,,,,,,,,,,,
d_nikke_liter_05_129,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_129,True,,,,,,,,3,idle,,XS_300,XS_300,1.0,,,,,,,,,,,
d_nikke_liter_05_130,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_130,True,,,,,,,,3,idle,,XS_300,XS_300,1.0,,,,,,,,,,,
d_nikke_liter_05_131,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_131,True,,,,,,,,3,idle,,XS_300,XS_300,1.0,,,,,,,,,,,
d_nikke_liter_05_132,d_nikke_liter_05,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_05_132,True,,,,,,,,3,idle,,XS_300,XS_300,1.0,,,,,,,,,,,
