id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,set_filter_01,set_filter_02,jump_target,characters/0/hide_char_id,fade,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_ether_02_58,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_58,True,,S_10,S_10,1.0,,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_59,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_59,True,,S_10,S_10,1.0,,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_60,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_60,True,,S_10,S_10,1.0,,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_61,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_61,False,,black,black,1.0,,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_62,d_nikke_ether_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_02_62,False,,black,black,1.0,sfx_scn_stockingripped,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_63,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_63,True,,S_10,6002,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_64,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_64,True,,6002,6002,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_65,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_65,True,,6002,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_66,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_66,False,,S_10,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_67,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_67,True,,S_10,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_68,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_68,True,,S_10,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_69,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_69,False,,S_10,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_70,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_70,True,,S_10,S_10,1.0,,,,1,idle,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_71,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_71,True,,S_10,S_10,1.0,,,,1,sad,ether,Grey,,,,,,,,,,,,,
d_nikke_ether_02_72,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_72,False,,S_10,S_10,1.0,,,,5,sad,,Grey,,,,,,,,,,,,,
d_nikke_ether_02_73,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_73,False,,S_10,S_10,1.0,,none,,5,sad,,,,,ether,black,,,,,,,,,
d_nikke_ether_02_74,d_nikke_ether_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_02_74,False,,1,1,1.0,sfx_scn_clock,,,,,,Blur_Middle,,,,,,,,,,,,,
d_nikke_ether_02_75,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_75,False,,1,1,1.0,,bgm_story_fairytalesend_if,,,,,Blur_Low,,,,,,,,,,,,,
d_nikke_ether_02_76,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_76,False,,1,6001,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_77,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_77,False,,6001,6001,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_78,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_78,False,,6001,1,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_79,d_nikke_ether_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_02_79,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_80,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_80,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_81,d_nikke_ether_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_02_81,False,,black,black,1.0,sfx_scn_rustydooropen,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_82,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_82,False,Corridor,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_83,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_83,False,,500,10,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_84,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_84,False,,10,10,1.0,,,,,,,,,,,,Low_1,,,,,,,,
d_nikke_ether_02_85,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_85,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_86,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_86,True,,10,10,1.0,,,,,,unknown,,,,,,Low_1,,,,,,,,
d_nikke_ether_02_87,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_87,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_88,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_88,False,,10,130,0.5,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_89,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_89,True,,130,130,1.0,,,,,,unknown,,,,,,,,,,,,,,
d_nikke_ether_02_90,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_90,False,,130,1900,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_91,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_91,False,,1900,1900,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_92,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_92,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_93,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_93,False,,15,190,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_94,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_94,False,,190,190,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_95,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_95,False,,190,190,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_96,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_96,True,,190,190,1.0,,,,,,unknown,,,,,,Low_1,,,,,,,,
d_nikke_ether_02_97,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_97,False,,190,190,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_98,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_98,True,,190,190,1.0,,,,,,unknown,,,,,,,,,,,,,,
d_nikke_ether_02_99,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_99,False,,190,190,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_100,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_100,False,,190,1900,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_101,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_101,True,,1900,1900,1.0,,,,,,ether,,,,,,,,,,,,,,
d_nikke_ether_02_102,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_102,False,,1900,1900,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_103,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_103,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_104,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_104,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_105,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_105,False,,1900,1900,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_106,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_106,False,Laboratory,black,black,1.0,,,,,,,,,,,,,idollocean,16,idle,product23,18,idle,,
d_nikke_ether_02_107,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_107,True,,1,1,1.0,,,,,,unknown,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_108,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_108,False,,1,10,1.0,,,,,,,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_109,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_109,True,,10,10,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_110,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_110,True,,10,10,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_111,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_111,True,,10,10,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_112,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_112,True,,10,10,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_113,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_113,False,,10,10,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_114,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_114,True,,10,1,2.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_115,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_115,True,,1,1,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_116,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_116,True,,1,1,1.0,,,,,,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_117,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_117,False,,1,17,2.0,,,,,,,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_118,d_nikke_ether_02,Speech,unknown,Locale_NikkeEpisode:d_nikke_ether_02_118,True,,17,17,1.0,,,,,,unknown,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_119,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_119,False,,17,17,1.0,,,,,,,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_120,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_120,False,,17,17,1.0,,,ether,1,angry,,Blur_Low,,,,,Low_2,,16,idle,,18,idle,,
d_nikke_ether_02_121,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_121,True,,17,XS_100,0.5,,,,1,angry,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_122,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_122,False,,XS_100,XS_100,1.0,,,,1,angry,ether,,,,,,,,16,idle,,18,idle,,
d_nikke_ether_02_123,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_123,False,Corridor,black,black,1.0,,,,1,angry,,,,,ether,,,,16,idle,,18,idle,idollocean,product23
d_nikke_ether_02_124,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_124,False,,1900,1900,1.0,,,,,,,,,,,,Low_2,,,,,,,,
d_nikke_ether_02_125,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_125,False,,1900,50,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_126,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_126,False,,50,50,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_127,d_nikke_ether_02,Self,Self,Locale_NikkeEpisode:d_nikke_ether_02_127,False,,50,500,1.0,,,,,,,,,,,,,,,,,,,,
d_nikke_ether_02_128,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_128,False,,S_10,S_10,1.0,,,ether,1,angry,,,,,,black,,,,,,,,,
d_nikke_ether_02_129,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_129,True,,S_10,S_10,1.0,,,,1,angry,ether,,,,,,,,,,,,,,
d_nikke_ether_02_130,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_130,True,,S_10,S_10,1.0,,,,1,angry,ether,,,,,,,,,,,,,,
d_nikke_ether_02_131,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_131,True,,S_10,S_10,1.0,,,,1,angry,ether,,,,,,,,,,,,,,
d_nikke_ether_02_132,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_132,False,,black,black,1.0,,,,1,angry,,,,,ether,,,,,,,,,,
d_nikke_ether_02_133,d_nikke_ether_02,Speech,ether,Locale_NikkeEpisode:d_nikke_ether_02_133,True,,1,1,1.0,,,,,,ether,,,,,,,,,,,,,,
d_nikke_ether_02_134,d_nikke_ether_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_ether_02_134,False,,1,1,1.0,sfx_scn_tablehit,,,,,,,,,,,Low_1,,,,,,,,
d_nikke_ether_02_135,d_nikke_ether_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ether_02_135,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
