id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_signal_02_36,d_nikke_signal_02,Narration,,,Locale_NikkeEpisode:d_nikke_signal_02_36,False,,10,10,1.0,,,sfx_scn_autodooropen,,,,,,,,,,
d_nikke_signal_02_37,d_nikke_signal_02,Narration,,,Locale_NikkeEpisode:d_nikke_signal_02_37,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_signal_02_38,d_nikke_signal_02,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_signal_02_38,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_signal_02_39,d_nikke_signal_02,Self,,,Locale_NikkeEpisode:d_nikke_signal_02_39,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_signal_02_40,d_nikke_signal_02,Narration,,,Locale_NikkeEpisode:d_nikke_signal_02_40,False,,10,100,1.0,,,,,,,,,,,,,
d_nikke_signal_02_41,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_41,True,Office,10,100,0.5,bgm_story_sunshinesorrow,black,,,,celia,1,idle,,rosaline,3,idle,
d_nikke_signal_02_42,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_42,False,,30,30,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_43,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_43,True,,30,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_44,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_44,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_45,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_45,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_46,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_46,True,,black,black,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_47,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_47,True,,2,2,1.0,none,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_48,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_48,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_49,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_49,True,,2,2,1.0,bgm_story_herecomestrouble,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_50,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_50,False,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_51,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_51,True,,2,10,2.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_52,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_52,True,,10,30,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_53,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_53,True,,30,30,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_54,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_54,True,,10,10,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_55,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_55,True,,30,30,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_56,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_56,True,,black,black,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_57,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_57,True,,10,100,0.5,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_58,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_58,True,,100,100,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_59,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_59,True,,100,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_60,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_60,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_61,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_61,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_62,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_62,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_63,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_63,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_64,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_64,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_65,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_65,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_66,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_66,False,,black,black,0.5,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_67,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_67,True,,2,30,2.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_68,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_68,True,,30,30,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_69,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_69,True,,30,10,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_70,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_70,True,none,black,black,1.0,none,,,,,,1,idle,celia,,3,idle,rosaline
d_nikke_signal_02_71,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_71,False,NikkeRoom,1,XS_10,2.0,,,,,,signal,1,angry,,,,,
d_nikke_signal_02_72,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_72,True,,XS_10,XS_10,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_73,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_73,True,,XS_10,XS_10,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_74,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_74,False,,XS_10,XS_100,0.5,,,,,,,1,idle,,,,,
d_nikke_signal_02_75,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_75,True,,XS_100,XS_100,1.0,bgm_story_whosdumber,,,,,,1,shy,,,,,
d_nikke_signal_02_76,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_76,True,,XS_100,XS_100,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_77,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_77,True,,XS_100,XS_100,1.0,,,,,,,1,angry,,,,,
d_nikke_signal_02_78,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_78,True,,XS_100,XS_100,1.0,,,,,,,1,angry,,,,,
d_nikke_signal_02_79,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_79,False,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_80,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_80,True,,XS_100,XS_100,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_81,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_81,True,,XS_100,XS_100,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_82,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_82,True,,XS_100,XS_10,0.5,,,,,,,1,shy,,,,,
d_nikke_signal_02_83,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_83,True,,XS_10,XS_10,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_84,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_84,True,,XS_10,XS_10,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_85,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_85,True,,XS_10,XS_10,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_86,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_86,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_87,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_87,True,,XS_10,XS_100,0.5,,,,,,,1,shy,,,,,
d_nikke_signal_02_88,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_88,True,,XS_100,XS_100,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_89,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_89,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_90,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_90,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_91,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_91,True,,XS_100,XS_10,2.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_92,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_92,True,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_93,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_93,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_94,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_94,True,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_95,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_95,True,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_96,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_96,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_97,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_97,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_98,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_98,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_99,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_99,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_100,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_100,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_101,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_101,True,,XS_10,XS_100,0.5,,,,,,,1,idle,,,,,
d_nikke_signal_02_102,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_102,True,,XS_100,XS_10,2.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_103,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_103,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_104,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_104,True,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_105,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_105,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_106,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_106,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_107,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_107,True,,XS_10,XS_10,1.0,,,,,,,1,delight,,,,,
d_nikke_signal_02_108,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_108,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_109,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_109,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_110,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_110,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_111,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_111,False,,XS_10,XS_100,0.5,,,,,,,1,idle,,,,,
d_nikke_signal_02_112,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_112,True,,XS_100,XS_100,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_113,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_113,True,,XS_100,XS_100,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_114,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_114,True,,XS_100,XS_10,2.0,,,,,,,1,angry,,,,,
d_nikke_signal_02_115,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_115,False,,XS_10,XS_10,1.0,,,,,,,1,angry,,,,,
d_nikke_signal_02_116,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_116,True,,XS_10,XS_10,1.0,,,,,,,1,delight,,,,,
d_nikke_signal_02_117,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_117,True,,XS_10,XS_10,1.0,,,,,,,1,delight,,,,,
d_nikke_signal_02_118,d_nikke_signal_02,Narration,,,Locale_NikkeEpisode:d_nikke_signal_02_118,True,none,black,black,1.0,,,,,,,1,idle,signal,,,,
d_nikke_signal_02_119,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_119,True,Office,3,30,0.5,,,,,,celia,1,idle,,rosaline,3,idle,
d_nikke_signal_02_120,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_120,True,,30,10,2.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_121,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_121,True,,10,10,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_122,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_122,True,,10,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_123,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_123,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_124,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_124,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_125,d_nikke_signal_02,Speech,rosaline,rosaline,Locale_NikkeEpisode:d_nikke_signal_02_125,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_126,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_126,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_127,d_nikke_signal_02,Speech,celia,celia,Locale_NikkeEpisode:d_nikke_signal_02_127,True,,2,2,1.0,,,,,,,1,idle,,,3,idle,
d_nikke_signal_02_128,d_nikke_signal_02,Narration,signal,,Locale_NikkeEpisode:d_nikke_signal_02_128,True,none,black,black,1.0,,,,,,,1,idle,celia,,3,idle,rosaline
d_nikke_signal_02_129,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_129,True,NikkeRoom,XS_10,XS_10,1.0,,,,,,signal,1,idle,,,,,
d_nikke_signal_02_130,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_130,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_131,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_131,True,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_132,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_132,True,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_133,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_133,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,
d_nikke_signal_02_134,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_134,True,,XS_10,XS_10,0.5,,,,,,,1,shy,,,,,
d_nikke_signal_02_135,d_nikke_signal_02,Choice,signal,,Locale_NikkeEpisode:d_nikke_signal_02_135,False,,XS_10,XS_10,1.0,,,,,d_nikke_signal_02_137,,1,shy,,,,,
d_nikke_signal_02_136,d_nikke_signal_02,Choice,signal,,Locale_NikkeEpisode:d_nikke_signal_02_136,False,,XS_10,XS_10,1.0,,,,,d_nikke_signal_02_143,,1,shy,,,,,
d_nikke_signal_02_137,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_137,True,,XS_10,XS_100,0.5,,,,,,,1,idle,,,,,
d_nikke_signal_02_138,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_138,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_139,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_139,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_140,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_140,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_141,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_141,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_142,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_142,True,,XS_100,XS_100,1.0,,,,,d_nikke_signal_02_149,,1,idle,,,,,
d_nikke_signal_02_143,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_143,True,,XS_10,XS_100,2.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_144,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_144,True,,XS_100,XS_100,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_145,d_nikke_signal_02,Self,signal,,Locale_NikkeEpisode:d_nikke_signal_02_145,True,,XS_100,XS_100,1.0,,,,,,,1,sad,,,,,
d_nikke_signal_02_146,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_146,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
d_nikke_signal_02_147,d_nikke_signal_02,Speech,signal,signal,Locale_NikkeEpisode:d_nikke_signal_02_147,True,,XS_100,XS_100,1.0,,,,,,,1,idle,,,,,
