id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_anchor_02_28,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_28,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_29,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_29,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_30,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_30,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_31,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_31,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_32,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_32,True,,S_10,S_100,2.0,,,,,1,delight,
d_nikke_anchor_02_33,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_33,True,,S_100,S_100,1.0,,,,,1,delight,
d_nikke_anchor_02_34,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_34,True,,S_100,S_100,1.0,,,,,1,delight,
d_nikke_anchor_02_35,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_35,True,,S_100,S_100,1.0,,,,,1,delight,
d_nikke_anchor_02_36,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_36,False,,S_100,S_100,1.0,,,,,1,delight,
d_nikke_anchor_02_37,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_37,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_38,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_38,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_39,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_39,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_40,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_40,False,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_41,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_41,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_42,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_42,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_43,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_43,True,,S_100,S_100,1.0,,,,,1,idle,
d_nikke_anchor_02_44,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_44,False,,S_100,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_45,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_45,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_46,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_46,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_47,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_47,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_48,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_48,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_49,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_49,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_50,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_50,False,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_51,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_51,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_52,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_52,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_53,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_53,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_54,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_54,False,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_55,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_55,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_56,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_56,False,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_57,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_57,False,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_58,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_58,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_59,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_59,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_60,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_60,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_61,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_61,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_62,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_62,True,,S_10,S_100,2.0,,,,,1,angry,
d_nikke_anchor_02_63,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_63,True,,S_100,S_100,1.0,,,,,1,angry,
d_nikke_anchor_02_64,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_64,True,,S_100,S_100,1.0,,,,,1,shy,
d_nikke_anchor_02_65,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_65,True,,S_100,S_100,1.0,,,,,1,shy,
d_nikke_anchor_02_66,d_nikke_anchor_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_02_66,False,,black,black,1.0,,,,,1,shy,
d_nikke_anchor_02_67,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_67,False,,S_100,S_100,1.0,,,,,1,shy,
d_nikke_anchor_02_68,d_nikke_anchor_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_02_68,False,City_d,1,1,1.0,bgm_story_orangepop,,black,,1,shy,anchor
d_nikke_anchor_02_69,d_nikke_anchor_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_02_69,False,,1,1,1.0,,,,,,,
d_nikke_anchor_02_70,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_70,True,,1,1,1.0,,,,anchor,1,idle,
d_nikke_anchor_02_71,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_71,False,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_72,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_72,False,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_73,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_73,True,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_74,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_74,True,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_75,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_75,True,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_76,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_76,True,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_77,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_77,False,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_78,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_78,True,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_79,d_nikke_anchor_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_02_79,False,,1,1,1.0,,,,,1,idle,
d_nikke_anchor_02_80,d_nikke_anchor_02,Choice,,,Locale_NikkeEpisode:d_nikke_anchor_02_80,False,,1,1,1.0,,d_nikke_anchor_02_82,,,1,idle,
d_nikke_anchor_02_81,d_nikke_anchor_02,Choice,,,Locale_NikkeEpisode:d_nikke_anchor_02_81,False,,1,1,1.0,,d_nikke_anchor_02_87,,,1,idle,
d_nikke_anchor_02_82,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_82,True,,1,S_10,2.0,,,,,1,surprise,
d_nikke_anchor_02_83,d_nikke_anchor_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_02_83,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_84,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_84,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_85,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_85,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_86,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_86,True,,S_10,S_10,1.0,,d_nikke_anchor_02_96,,,1,delight,
d_nikke_anchor_02_87,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_87,True,,1,S_10,2.0,,,,,1,surprise,
d_nikke_anchor_02_88,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_88,True,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_89,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_89,False,,S_10,S_10,1.0,,,,,1,surprise,
d_nikke_anchor_02_90,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_90,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_91,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_91,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_92,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_92,True,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_93,d_nikke_anchor_02,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_02_93,False,,S_10,S_10,1.0,,,,,1,sad,
d_nikke_anchor_02_94,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_94,True,,S_10,S_10,1.0,,,,,1,idle,
d_nikke_anchor_02_95,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_95,True,,S_10,S_10,1.0,,,,,1,delight,
d_nikke_anchor_02_96,d_nikke_anchor_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_02_96,True,,S_10,S_10,1.0,,,,,1,delight,
