id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_nero_05_48,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_48,False,,L_1500,L_1500,1.0,,,,,,sfx_scn_waterslide,Low_2,,15,sad,
d_nikke_nero_05_49,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_49,False,,L_1500,L_1500,1.0,,,,,,sfx_scn_waterslide,Low_2,,15,sad,
d_nikke_nero_05_50,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_50,False,,L_1500,L_1500,1.0,,,,,,,,,15,sad,
d_nikke_nero_05_51,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_51,False,,L_1500,L_150,1.0,,,,,,,,,15,sad,
d_nikke_nero_05_52,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_52,False,,L_150,L_150,1.0,,,,,,,,,15,sad,
d_nikke_nero_05_53,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_53,False,,L_150,L_150,1.0,,nero,nero,,,,,,15,sad,
d_nikke_nero_05_54,d_nikke_nero_05,Choice,Locale_NikkeEpisode:d_nikke_nero_05_54,False,,L_150,L_150,1.0,,,,d_nikke_nero_05_56,,,,,15,sad,
d_nikke_nero_05_55,d_nikke_nero_05,Choice,Locale_NikkeEpisode:d_nikke_nero_05_55,False,,L_150,L_150,1.0,,,,d_nikke_nero_05_59,,,,,15,sad,
d_nikke_nero_05_56,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_56,False,,L_150,L_150,1.0,,nero,nero,,,,,,15,sad,
d_nikke_nero_05_57,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_57,False,,L_150,L_150,1.0,,,,,,,,,15,sad,
d_nikke_nero_05_58,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_58,False,,L_150,L_150,1.0,,,,d_nikke_nero_05_59,,,,,15,sad,
d_nikke_nero_05_59,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_59,True,,L_150,L_1500,1.0,,nero,nero,,,,,,15,angry,
d_nikke_nero_05_60,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_60,True,,L_1500,L_1500,1.0,,nero,nero,,,,,,15,angry,
d_nikke_nero_05_61,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_61,True,,L_1500,L_1500,1.0,,nero,nero,,,,,,15,angry,
d_nikke_nero_05_62,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_62,False,,L_1500,L_100,1.0,,,,,,,,,1,angry,
d_nikke_nero_05_63,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_63,False,,L_100,L_100,1.0,,,,,,,,,1,angry,
d_nikke_nero_05_64,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_64,False,,black,black,1.0,,,,,,,,,1,angry,
d_nikke_nero_05_65,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_65,False,,black,black,1.0,,,,,,,,,1,angry,
d_nikke_nero_05_66,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_66,True,,1,L_10,1.0,,notification,notification,,,sfx_scn_whistle,,,1,angry,
d_nikke_nero_05_67,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_67,True,,L_10,L_10,1.0,,notification,notification,,,,,,1,angry,
d_nikke_nero_05_68,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_68,False,,L_10,L_10,1.0,,,,,,sfx_scn_down,,,1,idle,nero
d_nikke_nero_05_69,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_69,False,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_nero_05_70,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_70,True,,black,black,1.0,none,notification,notification,,,,,,,,
d_nikke_nero_05_71,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_71,False,,L_10,L_10,1.0,,nero,nero,,,,,nero,1,idle,
d_nikke_nero_05_72,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_72,False,,L_10,L_10,1.0,,,,,,,,,1,idle,
d_nikke_nero_05_73,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_73,True,,L_10,L_10,1.0,,notification,notification,,,,,,1,idle,
d_nikke_nero_05_74,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_74,True,,L_10,L_100,0.5,bgm_story_impression,notification,notification,,,,,,1,idle,
d_nikke_nero_05_75,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_75,False,,L_100,L_100,1.0,,,,,,,,,1,sad,
d_nikke_nero_05_76,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_76,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,sad,
d_nikke_nero_05_77,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_77,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,sad,
d_nikke_nero_05_78,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_78,False,,L_100,L_100,1.0,,,,,,,,,1,sad,
d_nikke_nero_05_79,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_79,True,,L_100,L_10,0.5,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_80,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_80,False,,L_10,L_10,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_81,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_81,False,,L_10,L_100,0.5,,,,,,sfx_scn_medhit,,,1,delight,
d_nikke_nero_05_82,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_82,False,,L_100,L_100,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_83,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_83,False,,L_100,L_100,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_84,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_84,False,,L_100,L_100,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_85,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_85,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_86,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_86,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_87,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_87,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_88,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_88,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_89,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_89,False,,L_100,L_100,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_90,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_90,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_91,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_91,True,,L_100,L_10,0.5,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_92,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_92,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_93,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_93,False,,L_10,L_10,1.0,,,,,,,,,1,delight,
d_nikke_nero_05_94,d_nikke_nero_05,Choice,Locale_NikkeEpisode:d_nikke_nero_05_94,False,,L_10,L_10,1.0,,,,d_nikke_nero_05_96,,,,,1,delight,
d_nikke_nero_05_95,d_nikke_nero_05,Choice,Locale_NikkeEpisode:d_nikke_nero_05_95,False,,L_10,L_10,1.0,,,,d_nikke_nero_05_98,,,,,1,delight,
d_nikke_nero_05_96,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_96,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,sad,
d_nikke_nero_05_97,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_97,True,,L_10,L_10,1.0,,nero,nero,d_nikke_nero_05_101,,,,,1,sad,
d_nikke_nero_05_98,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_98,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,sad,
d_nikke_nero_05_99,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_99,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,sad,
d_nikke_nero_05_100,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_100,True,,L_10,L_10,1.0,,nero,nero,d_nikke_nero_05_101,,,,,1,sad,
d_nikke_nero_05_101,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_101,False,,L_10,L_10,1.0,,,,,,,,,1,sad,
d_nikke_nero_05_102,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_102,False,,L_10,L_100,2.0,,,,,,,,,1,angry,
d_nikke_nero_05_103,d_nikke_nero_05,Self,Locale_NikkeEpisode:d_nikke_nero_05_103,False,,L_100,L_100,1.0,,,,,,,,,1,angry,
d_nikke_nero_05_104,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_104,False,,L_100,L_100,1.0,,nero,nero,,,,,,1,idle,
d_nikke_nero_05_105,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_105,True,,L_100,L_10,1.0,,nero,nero,,,,,,1,idle,
d_nikke_nero_05_106,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_106,False,,L_10,L_10,1.0,,,,,,,,,1,shy,
d_nikke_nero_05_107,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_107,False,,L_10,L_10,1.0,,,,,,,,,1,shy,
d_nikke_nero_05_108,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_108,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,shy,
d_nikke_nero_05_109,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_109,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,shy,
d_nikke_nero_05_110,d_nikke_nero_05,Monologue,Locale_NikkeEpisode:d_nikke_nero_05_110,False,,L_10,L_10,1.0,,,,,,,,,1,shy,
d_nikke_nero_05_111,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_111,False,Park_n,black,black,1.0,none,,,,black,,,,1,idle,
d_nikke_nero_05_112,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_112,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_nero_05_113,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_113,False,,1,L_10,1.0,,,,,,,,,1,idle,
d_nikke_nero_05_114,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_114,True,,L_10,L_10,1.0,bgm_story_shapeofhope,cats,cats,,,sfx_scn_cat,,,1,idle,
d_nikke_nero_05_115,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_115,True,,L_10,L_10,1.0,,cats,cats,,,,,,1,idle,
d_nikke_nero_05_116,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_116,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,idle,
d_nikke_nero_05_117,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_117,True,,L_10,L_10,1.0,,cats,cats,,,sfx_scn_cat,,,1,idle,
d_nikke_nero_05_118,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_118,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,idle,
d_nikke_nero_05_119,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_119,True,,L_10,L_10,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_120,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_120,True,,L_10,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_121,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_121,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_122,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_122,True,,L_100,L_100,1.0,,nero,nero,,,,,,1,delight,
d_nikke_nero_05_123,d_nikke_nero_05,Speech,Locale_NikkeEpisode:d_nikke_nero_05_123,True,,L_100,L_100,1.0,,cats,cats,,,,,,1,delight,
d_nikke_nero_05_124,d_nikke_nero_05,Narration,Locale_NikkeEpisode:d_nikke_nero_05_124,False,,black,black,1.0,,,,,,,,,1,delight,
