id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_c_1_03_21,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_21,False,,S_1300,S_1300,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_22,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_22,True,,S_1300,S_1300,1.0,,,,,,13,angry,,,,
d_nikke_c_1_03_23,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_23,True,,S_1300,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_24,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_24,True,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_25,d_nikke_c_1_03,Choice,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_25,False,,S_130,S_130,1.0,,d_nikke_c_1_03_27,,,,13,idle,,,,
d_nikke_c_1_03_26,d_nikke_c_1_03,Choice,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_26,False,,S_130,S_130,1.0,,d_nikke_c_1_03_28,,,,13,idle,,,,
d_nikke_c_1_03_27,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_27,True,,S_130,S_130,1.0,,d_nikke_c_1_03_29,,,,13,shy,,,,
d_nikke_c_1_03_28,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_28,True,,S_130,S_130,1.0,,d_nikke_c_1_03_29,,,,13,delight,,,,
d_nikke_c_1_03_29,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_29,True,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_30,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_30,False,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_31,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_31,True,,S_130,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_32,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_32,True,,S_1300,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_33,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_33,True,,S_1300,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_34,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_34,True,,S_1300,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_35,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_35,False,,S_1300,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_36,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_36,True,,S_1300,S_1300,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_37,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_37,True,,S_1300,13,2.0,,,,,,13,shy,,,,
d_nikke_c_1_03_38,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_38,False,Storage,black,black,1.0,none,,,,,13,idle,,,,
d_nikke_c_1_03_39,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_39,True,,13,13,1.0,bgm_story_tomboyprincess,,,,,13,delight,,,,
d_nikke_c_1_03_40,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_40,True,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_41,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_41,False,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_42,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_42,False,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_43,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_43,True,,13,13,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_44,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_44,True,,13,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_45,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_45,True,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_46,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_46,True,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_47,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_47,False,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_48,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_48,False,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_49,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_49,False,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_50,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_50,False,,S_130,S_130,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_51,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_51,True,,S_130,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_52,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_52,True,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_53,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_53,True,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_54,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_54,False,,13,13,1.0,,,,,,13,delight,,,,
d_nikke_c_1_03_55,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_55,True,,13,13,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_56,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_56,True,,13,13,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_57,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_57,False,,13,13,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_58,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_58,True,,13,13,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_59,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_59,False,,13,13,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_60,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_60,False,,13,S_130,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_61,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_61,True,,S_130,S_130,1.0,,,,,,13,surprise,,,,
d_nikke_c_1_03_62,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_62,True,,S_130,S_130,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_63,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_63,False,,S_130,S_130,1.0,,,,,,13,shy,,,,
d_nikke_c_1_03_64,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_64,True,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_65,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_65,True,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_66,d_nikke_c_1_03,Self,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_66,False,,S_130,S_130,1.0,,,,,,13,idle,,,,
d_nikke_c_1_03_67,d_nikke_c_1_03,Monologue,privaty,,Locale_NikkeEpisode:d_nikke_c_1_03_67,False,,S_130,S_170,1.0,none,,,,,13,idle,,,,
d_nikke_c_1_03_68,d_nikke_c_1_03,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_c_1_03_68,True,,S_170,S_170,2.0,,,,,,13,idle,,,,
d_nikke_c_1_03_69,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_69,True,LivingRoom,10,10,2.0,bgm_inark,,black,,,13,idle,privaty,c_1,1,think
d_nikke_c_1_03_70,d_nikke_c_1_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_1_03_70,False,,10,10,1.0,,,,,,,,,,1,think
d_nikke_c_1_03_71,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_71,True,,10,10,1.0,,,,,,,,,,1,think
d_nikke_c_1_03_72,d_nikke_c_1_03,Self,,,Locale_NikkeEpisode:d_nikke_c_1_03_72,False,,10,10,1.0,,,,,,,,,,1,think
d_nikke_c_1_03_73,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_73,False,,10,10,1.0,,,,,,,,,,1,think
d_nikke_c_1_03_74,d_nikke_c_1_03,Self,,,Locale_NikkeEpisode:d_nikke_c_1_03_74,False,,10,10,1.0,,,,,,,,,,1,think
d_nikke_c_1_03_75,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_75,True,,10,10,1.0,,,,,,,,,,1,idle
d_nikke_c_1_03_76,d_nikke_c_1_03,Narration,,,Locale_NikkeEpisode:d_nikke_c_1_03_76,False,,10,100,1.0,,,,sfx_scn_buggerbite,,,,,,1,idle
d_nikke_c_1_03_77,d_nikke_c_1_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_1_03_77,False,,100,100,1.0,,,,,,,,,,1,no
d_nikke_c_1_03_78,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_78,False,,100,100,1.0,,,,,,,,,,1,no
d_nikke_c_1_03_79,d_nikke_c_1_03,Self,,,Locale_NikkeEpisode:d_nikke_c_1_03_79,False,,100,100,1.0,,,,,,,,,,1,no
d_nikke_c_1_03_80,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_80,True,,100,10,1.0,,,,,,,,,,1,no
d_nikke_c_1_03_81,d_nikke_c_1_03,Speech,c_1,c_1,Locale_NikkeEpisode:d_nikke_c_1_03_81,True,,10,10,1.0,,,,,,,,,,1,no
