id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_ade_05_11,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_11,True,,10,10,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_12,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_12,True,,10,10,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_13,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_13,True,,10,10,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_14,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_14,True,,10,10,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_15,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_15,True,,10,10,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_16,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_16,False,,10,100,1.0,,ade,,,1,shy,,,,,,,,,
d_nikke_ade_05_17,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_17,False,,100,100,1.0,,ade,,,1,shy,sfx_scn_hairtouch,,,,,,,,
d_nikke_ade_05_18,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_18,False,,100,100,1.0,,ade,ade,,1,shy,,,,,,,,,
d_nikke_ade_05_19,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_19,True,,100,100,1.0,,ade,ade,,1,delight,,,,,,,,,
d_nikke_ade_05_20,d_nikke_ade_05,Narration,Locale_NikkeEpisode:d_nikke_ade_05_20,True,,100,100,1.0,,ade,,,1,delight,sfx_scn_smallalarm,,,,,,,,
d_nikke_ade_05_21,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_21,True,,100,100,1.0,,ade,,,1,delight,,,,,,,,,
d_nikke_ade_05_22,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_22,True,,100,100,1.0,,ade,,,1,delight,,,,,,,,,
d_nikke_ade_05_23,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_23,True,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_24,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_24,True,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_25,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_25,False,,100,100,1.0,,ade,,,1,worried,,,,,,,,,
d_nikke_ade_05_26,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_26,True,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_27,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_27,False,,100,100,1.0,,ade,,,1,worried,,,,,,,,,
d_nikke_ade_05_28,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_28,False,,100,100,1.0,,ade,,,1,worried,,,,,,,,,
d_nikke_ade_05_29,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_29,False,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_30,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_30,True,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_31,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_31,True,,100,100,1.0,,ade,ade,,1,worried,,,,,,,,,
d_nikke_ade_05_32,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_32,False,,100,10,1.0,,ade,,,1,worried,sfx_scn_handtouch,,,,,,,,
d_nikke_ade_05_33,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_33,True,,10,10,1.0,,ade,ade,,1,idle,,,,,,,,,
d_nikke_ade_05_34,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_34,True,,10,10,1.0,,ade,ade,,1,idle,,,,,,,,,
d_nikke_ade_05_35,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_35,True,,10,10,1.0,,ade,ade,,1,idle,,,,,,,,,
d_nikke_ade_05_36,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_36,True,,10,10,1.0,,ade,ade,,1,idle,,,,,,,,,
d_nikke_ade_05_37,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_37,False,,10,10,1.0,,ade,,,1,idle,,,,,,,,,
d_nikke_ade_05_38,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_38,False,,10,1,1.0,none,ade,,,1,idle,sfx_scn_autodooropen,ade,,,,,,,
d_nikke_ade_05_39,d_nikke_ade_05,Narration,Locale_NikkeEpisode:d_nikke_ade_05_39,False,MaidCafe,2,2,1.0,bgm_story_leisuretime,ade,,,,,sfx_scn_toyshopbell,,black,,,,,,
d_nikke_ade_05_40,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_40,True,,2,2,1.0,,cocoa,cocoa,ade,1,idle,,,,cocoa,3,idle,soda,13,idle
d_nikke_ade_05_41,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_41,True,,2,12,1.0,,soda,soda,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_42,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_42,True,,12,12,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_43,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_43,True,,XS_30,XS_30,1.0,,cocoa,cocoa,,1,idle,,,,,3,delight,,13,idle
d_nikke_ade_05_44,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_44,True,,XS_30,XS_30,1.0,,cocoa,cocoa,,1,idle,,,,,3,delight,,13,idle
d_nikke_ade_05_45,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_45,True,,XS_30,1,1.0,,ade,ade,,1,idle,,,,,3,delight,,13,idle
d_nikke_ade_05_46,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_46,False,,1,1,1.0,,,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_47,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_47,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_48,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_48,False,,1,1,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_49,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_49,False,,1,1,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_50,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_50,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_51,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_51,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_52,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_52,True,,1,2,1.0,,soda,soda,,1,idle,,ade,,,3,idle,,1,idle
d_nikke_ade_05_53,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_53,True,,2,2,1.0,,cocoa,cocoa,,1,idle,,,,,3,idle,,1,idle
d_nikke_ade_05_54,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_54,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,idle,,1,idle
d_nikke_ade_05_55,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_55,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,idle,,1,idle
d_nikke_ade_05_56,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_56,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,idle,,1,think
d_nikke_ade_05_57,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_57,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,idle,,1,think
d_nikke_ade_05_58,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_58,False,,2,2,1.0,,soda,,,1,idle,,,,,3,idle,,1,think
d_nikke_ade_05_59,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_59,True,,2,2,1.0,,cocoa,cocoa,,1,idle,,,,,3,idle,,1,think
d_nikke_ade_05_60,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_60,True,,2,2,1.0,,cocoa,cocoa,,1,idle,,,,,3,delight,,1,think
d_nikke_ade_05_61,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_61,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,delight,,1,idle
d_nikke_ade_05_62,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_62,True,,2,2,1.0,,soda,soda,,1,idle,,,,,3,delight,,1,idle
d_nikke_ade_05_63,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_63,False,,2,2,1.0,,soda,,,1,idle,,,,,3,delight,,1,idle
d_nikke_ade_05_64,d_nikke_ade_05,Narration,Locale_NikkeEpisode:d_nikke_ade_05_64,True,,black,black,1.0,,,,,1,idle,sfx_scn_putdown,,,,3,idle,,13,idle
d_nikke_ade_05_65,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_65,True,,10,1,1.0,,ade,ade,ade,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_66,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_66,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_67,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_67,False,,1,1,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_68,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_68,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_69,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_69,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_70,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_70,False,,1,1,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_71,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_71,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_72,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_72,True,,1,1,1.0,,ade,ade,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_73,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_73,True,,3,XS_30,1.0,,cocoa,cocoa,,1,idle,,,,,3,surprised,,13,idle
d_nikke_ade_05_74,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_74,True,,XS_30,XS_30,1.0,,cocoa,cocoa,,1,idle,,,,,3,surprised,,13,idle
d_nikke_ade_05_75,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_75,True,,S_130,S_130,1.0,,soda,soda,,1,idle,,,,,3,surprised,,13,idle
d_nikke_ade_05_76,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_76,True,,S_130,S_130,1.0,,soda,soda,,1,idle,,,,,3,surprised,,13,idle
d_nikke_ade_05_77,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_77,True,,3,3,1.0,,cocoa,cocoa,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_78,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_78,False,,3,2,1.0,,cocoa,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_79,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_79,True,,2,2,1.0,,ade,ade,,1,delight,,,,,3,idle,,13,idle
d_nikke_ade_05_80,d_nikke_ade_05,Speech,Locale_NikkeEpisode:d_nikke_ade_05_80,True,,2,2,1.0,,ade,ade,,1,delight,,,,,3,idle,,13,idle
d_nikke_ade_05_81,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_81,False,,2,2,1.0,,ade,,,1,delight,,,,,3,idle,,13,idle
d_nikke_ade_05_82,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_82,False,,2,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_83,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_83,False,,10,10,1.0,,ade,,,1,idle,sfx_scn_handtouch,,,,3,idle,,13,idle
d_nikke_ade_05_84,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_84,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_85,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_85,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_86,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_86,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_87,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_87,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_88,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_88,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_89,d_nikke_ade_05,Self,Locale_NikkeEpisode:d_nikke_ade_05_89,False,,10,10,1.0,,ade,,,1,idle,,,,,3,idle,,13,idle
d_nikke_ade_05_90,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_90,False,,10,100,1.0,,ade,,,1,delight,,,,,3,idle,,13,idle
d_nikke_ade_05_91,d_nikke_ade_05,Monologue,Locale_NikkeEpisode:d_nikke_ade_05_91,False,,100,100,1.0,,ade,,,1,delight,,,,,3,idle,,13,idle
