id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_dorothy_04_34,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_34,True,,100,100,1.0,,,dorothy,dorothy,,Grey,Vignetting,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_35,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_35,True,,100,100,1.0,,,dorothy,dorothy,,Grey,Vignetting,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_36,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_36,True,,100,100,1.0,,,dorothy,dorothy,,Grey,Vignetting,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_37,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_37,False,EdenLobby,black,black,1.0,,,dorothy,,,Grey,Vignetting,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_38,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_38,True,,10,1,2.0,,,dorothy,dorothy,,Grey,Vignetting,,,1,think,,,,,,,,,
d_nikke_dorothy_04_39,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_39,False,,1,1,1.0,,,dorothy,,,Grey,Vignetting,,,1,think,,,,,,,,,
d_nikke_dorothy_04_40,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_40,False,EdenIndoor,black,black,1.0,,,dorothy,,,Grey,Vignetting,,rapi,1,think,dorothy,,,,,,,,
d_nikke_dorothy_04_41,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_41,False,,10,10,1.0,,,rapi,,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_42,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_42,True,,10,10,1.0,,,rapi,rapi,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_43,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_43,True,,10,10,1.0,,,rapi,rapi,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_44,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_44,True,,10,10,1.0,,,rapi,rapi,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_45,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_45,False,,10,10,1.0,,,rapi,,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_46,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_46,False,EdenLobby,black,black,1.0,,none,rapi,,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_47,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_47,False,,5,1,2.0,,bgm_story_promise,dorothy,,,,,black,dorothy,1,think,rapi,,,,,,,,
d_nikke_dorothy_04_48,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_48,True,,1,1,1.0,,,dorothy,dorothy,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_49,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_49,False,,1,10,2.0,,,dorothy,,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_50,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_50,False,,black,black,1.0,,,dorothy,,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_51,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_51,False,,black,black,1.0,,,dorothy,,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_52,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_52,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_53,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_53,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_54,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_54,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_55,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_55,False,,10,10,1.0,,,dorothy,,,,,,,1,idle,,,,,,,,,
d_nikke_dorothy_04_56,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_56,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_57,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_57,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_58,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_58,False,,10,10,1.0,,,dorothy,,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_59,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_59,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_60,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_60,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_61,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_61,False,,10,10,1.0,,,dorothy,,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_62,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_62,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_63,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_63,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_64,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_64,False,,10,10,1.0,,,dorothy,,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_65,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_65,False,,10,10,1.0,,,dorothy,,,,,,,1,think,,,,,,,,,
d_nikke_dorothy_04_66,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_66,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_67,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_67,False,,10,10,1.0,,,dorothy,,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_68,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_68,False,,10,10,1.0,,,dorothy,,,,,,,1,worry,,,,,,,,,
d_nikke_dorothy_04_69,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_69,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_70,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_70,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_71,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_71,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_72,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_72,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_73,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_73,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_74,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_74,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_75,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_75,True,,black,black,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_76,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_76,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_77,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_77,True,,10,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_78,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_78,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_79,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_79,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_80,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_80,False,,100,100,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_81,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_81,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_82,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_82,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_83,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_83,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_84,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_84,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_85,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_85,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_86,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_86,False,,100,100,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_87,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_87,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_88,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_88,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_89,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_89,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_90,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_90,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_91,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_91,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_92,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_92,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_93,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_93,False,,100,100,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_94,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_94,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_95,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_95,True,,100,10,0.5,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_96,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_96,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_97,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_97,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_98,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_98,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_99,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_99,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_100,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_100,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_101,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_101,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_102,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_102,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_103,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_103,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_104,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_104,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_105,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_105,False,CityForest_03,10,10,1.0,,,dorothy,,,Grey,Vignetting,,marian,1,idle,dorothy,,,,,,,,
d_nikke_dorothy_04_106,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_106,False,JunkMountain,12,2,3.0,,,dorothy,,,Grey,Vignetting,,rapi,1,idle,marian,anis,3,idle,,neon,13,idle,
d_nikke_dorothy_04_107,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_107,False,EdenLobby,10,10,1.0,,,dorothy,,,,,,dorothy,1,angry,rapi,,3,idle,anis,,13,idle,neon
d_nikke_dorothy_04_108,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_108,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_109,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_109,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,smile,,,,,,,,,
d_nikke_dorothy_04_110,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_110,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_111,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_111,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_112,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_112,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_113,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_113,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_114,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_114,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_115,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_115,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_116,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_116,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_117,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_117,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_118,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_118,False,,10,10,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_119,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_119,True,,10,100,0.5,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_120,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_120,False,,100,100,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_121,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_121,False,,100,100,1.0,,,dorothy,,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_122,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_122,True,,100,100,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_123,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_123,True,,black,black,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_124,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_124,True,,100,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_125,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_125,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_126,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_126,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_127,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_127,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_128,d_nikke_dorothy_04,Speech,Locale_NikkeEpisode:d_nikke_dorothy_04_128,True,,10,10,1.0,,,dorothy,dorothy,,,,,,1,angry,,,,,,,,,
d_nikke_dorothy_04_129,d_nikke_dorothy_04,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_04_129,False,,10,1,2.0,,,dorothy,,,,,,,1,angry,dorothy,,,,,,,,
d_nikke_dorothy_04_130,d_nikke_dorothy_04,Self,Locale_NikkeEpisode:d_nikke_dorothy_04_130,False,,1,1,1.0,,,dorothy,,,,,,,,,,,,,,,,,
