id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_laplace_04_34,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_34,True,,S_10,S_10,1.0,,,,1,delight
treasurestory_laplace_04_35,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_35,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_36,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_36,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_37,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_37,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_38,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_38,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_39,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_39,True,,S_10,S_10,1.0,,treasurestory_laplace_04_40,,1,angry
treasurestory_laplace_04_40,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_40,True,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_41,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_41,True,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_42,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_42,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_43,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_43,False,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_44,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_44,True,,S_10,1,1.0,,,,1,idle
treasurestory_laplace_04_45,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_45,True,,1,1,1.0,,,,1,idle
treasurestory_laplace_04_46,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_46,True,,1,1,1.0,,,,1,idle
treasurestory_laplace_04_47,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_47,True,,1,1,1.0,,,,1,idle
treasurestory_laplace_04_48,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_48,False,,1,1,1.0,,,,1,idle
treasurestory_laplace_04_49,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_49,True,,1,S_10,1.0,,,,1,idle
treasurestory_laplace_04_50,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_50,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_51,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_51,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_52,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_52,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_53,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_53,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_54,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_54,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_55,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_55,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_56,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_56,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_57,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_57,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_58,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_58,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_59,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_59,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_60,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_60,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_61,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_61,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_62,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_62,True,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_63,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_63,True,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_64,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_64,True,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_65,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_65,False,,S_10,S_10,1.0,,,,1,no
treasurestory_laplace_04_66,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_66,True,,S_10,S_100,1.0,,,,1,no
treasurestory_laplace_04_67,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_67,True,,S_100,S_100,1.0,,,,1,no
treasurestory_laplace_04_68,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_68,True,,S_100,S_100,1.0,,,,1,no
treasurestory_laplace_04_69,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_69,True,,S_100,S_100,1.0,,,,1,no
treasurestory_laplace_04_70,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_70,True,,S_100,S_100,1.0,,,,1,no
treasurestory_laplace_04_71,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_71,False,,S_100,S_100,1.0,,,,1,no
treasurestory_laplace_04_72,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_72,True,,S_100,S_10,1.0,,,,1,angry
treasurestory_laplace_04_73,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_73,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_74,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_74,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_75,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_75,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_76,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_76,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_77,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_77,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_78,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_78,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_79,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_79,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_80,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_80,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_81,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_81,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_82,treasurestory_laplace_04,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_82,False,,S_10,S_100,1.0,,,,1,angry
treasurestory_laplace_04_83,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_83,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_84,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_84,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_85,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_85,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_86,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_86,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_87,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_87,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_88,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_88,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_89,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_89,False,,S_100,S_100,1.0,,treasurestory_laplace_04_91,,1,angry
treasurestory_laplace_04_90,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_90,False,,S_100,S_100,1.0,,treasurestory_laplace_04_93,,1,angry
treasurestory_laplace_04_91,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_91,True,,S_100,S_10,1.0,,,,1,shy
treasurestory_laplace_04_92,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_92,False,,S_10,S_10,1.0,,treasurestory_laplace_04_95,,1,shy
treasurestory_laplace_04_93,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_93,True,,S_100,S_10,1.0,,,,1,delight
treasurestory_laplace_04_94,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_94,False,,S_10,S_10,1.0,,treasurestory_laplace_04_95,,1,delight
treasurestory_laplace_04_95,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_95,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_96,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_96,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_97,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_97,True,,S_10,S_10,1.0,,,,1,delight
treasurestory_laplace_04_98,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_98,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_99,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_99,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_100,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_100,True,,S_10,S_10,1.0,none,,,1,angry
treasurestory_laplace_04_101,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_101,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_102,treasurestory_laplace_04,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_102,False,,S_10,S_100,1.0,,,,1,angry
treasurestory_laplace_04_103,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_103,False,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_104,treasurestory_laplace_04,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_104,False,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_105,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_105,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_106,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_106,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_107,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_107,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_108,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_108,False,,S_100,S_100,1.0,bgm_spot_wingsofvictory_a,treasurestory_laplace_04_110,,1,idle
treasurestory_laplace_04_109,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_109,False,,S_100,S_100,1.0,bgm_spot_wingsofvictory_a,treasurestory_laplace_04_110,,1,idle
treasurestory_laplace_04_110,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_110,True,,S_100,S_100,1.0,,,,1,shy
treasurestory_laplace_04_111,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_111,True,,S_100,S_100,1.0,,,,1,delight
treasurestory_laplace_04_112,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_112,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_113,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_113,True,,S_100,S_10,1.0,,,,1,delight
treasurestory_laplace_04_114,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_114,True,,S_10,S_10,2.0,,,,1,"expression_0,idle_alt"
treasurestory_laplace_04_115,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_115,True,,S_10,S_10,1.0,,,,1,idle_alt
